,CASP7 (840)
ACH-000004,0.010843703424200001
ACH-000007,-0.118977242732
ACH-000009,-0.0669299947888
ACH-000011,0.051435504517400005
ACH-000012,-0.0601784115608
ACH-000013,-0.108144615098
ACH-000014,-0.08509682273199999
ACH-000015,-0.0545739263997
ACH-000017,-0.00666670483855
ACH-000018,-0.10196502466499999
ACH-000019,0.0573252326675
ACH-000021,0.07509291305719999
ACH-000022,-0.23542923415
ACH-000025,-0.18431896761500002
ACH-000028,-0.0202025808319
ACH-000030,-0.0966485859423
ACH-000035,-0.175482565211
ACH-000036,0.0246750248847
ACH-000037,-0.228414564932
ACH-000039,0.011887579649700001
ACH-000040,-0.345086433369
ACH-000041,-0.037235501184
ACH-000042,-0.104042978506
ACH-000045,0.043154795594
ACH-000047,-0.07816588814089999
ACH-000052,-0.214265297566
ACH-000053,0.008196981930710001
ACH-000054,0.021932582556599998
ACH-000055,-0.17742449963399998
ACH-000060,-0.164237429763
ACH-000067,-0.153645437152
ACH-000070,-0.08569087109510001
ACH-000075,-0.44893996437899997
ACH-000078,-0.208897055047
ACH-000082,-0.09212419224030001
ACH-000085,0.022151589873099998
ACH-000086,-0.0472106160379
ACH-000087,0.000890219613086
ACH-000092,-0.0297134008183
ACH-000095,0.07581423562089999
ACH-000097,-0.0640294843734
ACH-000098,-0.105180041148
ACH-000099,-0.134685618221
ACH-000108,0.0361589998386
ACH-000113,0.008018347526279999
ACH-000115,-0.0385222989197
ACH-000116,-0.0128484559886
ACH-000118,-0.08586529437519999
ACH-000120,-0.201286347792
ACH-000123,-0.0122264334957
ACH-000127,-0.15788294487500001
ACH-000128,-0.192806569503
ACH-000132,0.0054380630232700004
ACH-000133,-0.16733555038200001
ACH-000137,-0.375067644529
ACH-000138,0.19626756055599998
ACH-000142,-0.111690604182
ACH-000143,-0.0569474496822
ACH-000146,0.0654603359257
ACH-000148,-0.07894429565389999
ACH-000150,-0.031231027799800002
ACH-000152,-0.15885676909399998
ACH-000153,-0.021153969421
ACH-000159,-0.109517059124
ACH-000160,-0.17449898601799999
ACH-000163,-0.2542076852
ACH-000167,-0.285580672508
ACH-000168,-0.218389544274
ACH-000169,-0.24197394152100002
ACH-000178,-0.220147325431
ACH-000182,-0.371125224425
ACH-000183,-0.11848261514399999
ACH-000188,-0.115680535374
ACH-000189,-0.09169012935569999
ACH-000190,0.082553935308
ACH-000198,-0.05119726251540001
ACH-000204,-0.142900145699
ACH-000206,-0.06937827935219999
ACH-000207,-0.39166484282999997
ACH-000211,-0.117751022233
ACH-000215,-0.0281381349719
ACH-000221,0.0275593082212
ACH-000222,0.13899576361
ACH-000223,-0.171471557187
ACH-000226,-0.10520685641899999
ACH-000227,-0.0470249847345
ACH-000228,-0.15209698012700001
ACH-000231,-0.17920768899300002
ACH-000232,-0.117717537654
ACH-000233,0.042092347159900005
ACH-000234,-0.0520436819718
ACH-000235,-0.023934090665099998
ACH-000237,-0.132066693785
ACH-000238,-0.11533397735300001
ACH-000243,-0.06209495861909999
ACH-000244,-0.0631528870034
ACH-000246,-0.0189461144213
ACH-000248,0.0150616408101
ACH-000250,-0.0811310091538
ACH-000251,-0.178813825212
ACH-000253,-0.11273254896099999
ACH-000255,-0.0390796900662
ACH-000256,0.108602189137
ACH-000257,-0.27194159544
ACH-000258,-0.08495639644030001
ACH-000259,-0.041533051094199996
ACH-000260,-0.0144316911383
ACH-000261,0.0327446357496
ACH-000262,0.0663452874166
ACH-000263,-0.0259091885225
ACH-000264,-0.0364816756591
ACH-000265,0.0929303692772
ACH-000266,-0.0613496720932
ACH-000272,0.063681027459
ACH-000273,-0.09431070194150001
ACH-000274,0.0105001086898
ACH-000277,-0.07446310949960001
ACH-000278,-0.04630816030090001
ACH-000279,-0.11366823156099999
ACH-000280,0.0781078568442
ACH-000281,-0.315536351979
ACH-000288,-0.0989206915934
ACH-000291,0.10642899018200001
ACH-000293,-0.176354580705
ACH-000294,-0.0385455946963
ACH-000295,0.0333085365339
ACH-000296,-0.19185332607299999
ACH-000302,-0.13747733000999998
ACH-000304,0.261203934227
ACH-000307,-0.0646774458194
ACH-000308,-0.214182018087
ACH-000310,-0.06378249034059999
ACH-000311,-0.00530344802134
ACH-000312,-0.175957897462
ACH-000315,0.0229044493938
ACH-000316,-0.111515503485
ACH-000317,-0.110662722819
