,SETX (23064)
ACH-000466,-0.31245010813499996
ACH-000467,-0.342508819507
ACH-000468,-0.43758511304700004
ACH-000469,-0.42327663670000004
ACH-000470,-0.301662334027
ACH-000471,-0.393645911398
ACH-000472,-0.32192211730799997
ACH-000473,-0.250870052978
ACH-000475,-0.39774275744099996
ACH-000476,-0.230994181512
ACH-000477,-0.619173872105
ACH-000480,-0.324125793006
ACH-000481,-0.281844043119
ACH-000483,-0.44519916108400004
ACH-000484,-0.20474994997999998
ACH-000485,-0.365641057021
ACH-000486,-0.367504968087
ACH-000487,-0.409664776332
ACH-000488,-0.46885101449600003
ACH-000490,-0.133780306671
ACH-000491,-0.38045606563600004
ACH-000495,-0.697840672467
ACH-000496,-0.42542249142399996
ACH-000499,-0.327708435844
ACH-000500,-0.343523879819
ACH-000502,-0.350193799634
ACH-000503,-0.0401597973091
ACH-000505,-0.46867623664499997
ACH-000507,-0.23820582863200002
ACH-000510,-0.308348374837
ACH-000511,-0.40887853151500003
ACH-000512,-0.276823274816
ACH-000516,-0.476775890082
ACH-000517,-0.339664265089
ACH-000518,-0.11761957773800001
ACH-000520,-0.139593973215
ACH-000521,-0.39424615786600004
ACH-000522,-0.38948790855
ACH-000524,-0.329234337439
ACH-000527,-0.409689951517
ACH-000528,-0.424469093771
ACH-000537,-0.220599128171
ACH-000541,-0.23828431348999998
ACH-000542,-0.447717936803
ACH-000544,-0.538754065593
ACH-000545,-0.46354157700099996
ACH-000547,-0.528107841652
ACH-000548,-0.449497338324
ACH-000549,-0.351029787924
ACH-000550,-0.458876603878
ACH-000552,-0.29777781932799996
ACH-000556,-0.33561732623
ACH-000557,-0.22449208156999997
ACH-000570,-0.394959712939
ACH-000571,-0.238702356986
ACH-000573,-0.41201149476599996
ACH-000576,-0.187555361413
ACH-000580,-0.490658673718
ACH-000584,-0.28047453769999997
ACH-000585,-0.287648068884
ACH-000588,-0.0965906983478
ACH-000589,-0.349795321251
ACH-000591,-0.45893533995499997
ACH-000593,-0.46038025601599997
ACH-000600,-0.409806723063
ACH-000601,-0.387864988723
ACH-000604,-0.434093881723
ACH-000605,-0.319999116212
ACH-000606,-0.236040128879
ACH-000608,-0.351794471116
ACH-000614,-0.40842247536700005
ACH-000616,-0.414749397478
ACH-000618,-0.217397044524
ACH-000619,-0.618009900918
ACH-000620,-0.34553343660999997
ACH-000621,-0.491314680539
ACH-000622,-0.406007407518
ACH-000623,-0.26705360275
ACH-000624,-0.270061747142
ACH-000627,-0.33710301476
ACH-000630,-0.39062493289399997
ACH-000632,-0.3001318521
ACH-000633,-0.285654501764
ACH-000637,-0.474105916399
ACH-000638,-0.194322421376
ACH-000646,-0.404447896052
ACH-000647,-0.276245418947
ACH-000648,-0.725527764807
ACH-000649,-0.40002440090999997
ACH-000651,-0.319274461755
ACH-000652,-0.338127813996
ACH-000653,-0.447121353439
ACH-000657,-0.510068570693
ACH-000658,-0.257671693279
ACH-000661,-0.36334327502400005
ACH-000662,-0.58603985632
ACH-000663,-0.5781246020040001
ACH-000665,-0.457464268496
ACH-000671,-0.116586910074
ACH-000673,-0.222581704928
ACH-000676,-0.391237773918
ACH-000677,-0.23034857712600001
ACH-000681,-0.387921560115
ACH-000682,-0.309237655668
ACH-000683,-0.34165334542099995
ACH-000684,-0.5922863046419999
ACH-000688,-0.316900011705
ACH-000693,-0.197672216004
ACH-000694,-0.323526919585
ACH-000695,-0.41137450724200003
ACH-000696,-0.505241727267
ACH-000697,-0.061133805026699996
ACH-000699,-0.26037095278
ACH-000701,-0.46029293321599996
ACH-000706,-0.308730480262
ACH-000711,-0.298642067997
ACH-000713,-0.515987133575
ACH-000714,-0.232869823526
ACH-000718,-0.524794422337
ACH-000720,-0.310594707492
ACH-000721,-0.485831697249
ACH-000724,-0.284965255816
ACH-000725,-0.25064743828200003
ACH-000732,-0.49631236174800003
ACH-000734,-0.40419240122
ACH-000735,-0.485370061086
ACH-000736,-0.389420448151
ACH-000738,-0.258180031448
ACH-000746,-0.10988729017400001
ACH-000747,-0.37068516777099997
ACH-000748,-0.293436215112
ACH-000753,-0.264773431185
ACH-000756,-0.388716561922
ACH-000757,-0.470458662552
ACH-000758,-0.40091931664499997
ACH-000760,-0.271324192315
ACH-000763,-0.24382055354600002
ACH-000764,-0.710265034395
ACH-000765,-0.347061904167
ACH-000766,-0.349400848847
ACH-000767,-0.367333993043
ACH-000768,-0.431053834974
ACH-000769,-0.0814754034988
ACH-000770,-0.210368038576
ACH-000771,-0.41226802216700004
ACH-000773,-0.285903710176
ACH-000776,-0.31989119177299996
ACH-000777,-0.27609767083799996
ACH-000778,-0.345960376618
ACH-000781,-0.450668618553
ACH-000782,-0.245247419861
ACH-000783,-0.43652395905599994
ACH-000784,-0.341999368979
ACH-000785,-0.421350613788
ACH-000787,-0.329542215808
ACH-000788,-0.362499123876
ACH-000791,-0.46157914610600004
ACH-000792,-0.331346749582
ACH-000794,-0.31131338995200003
ACH-000796,-0.31693826033399997
ACH-000799,-0.593046968802
ACH-000800,-0.23275267048300002
ACH-000802,-0.17975557062800002
ACH-000804,-0.248970962854
ACH-000805,-0.275168157256
ACH-000809,-0.41558377089599996
ACH-000810,-0.053967860943200004
ACH-000811,-0.275677607441
ACH-000817,-0.0044141285885399995
ACH-000819,-0.302552773067
ACH-000820,-0.48316131148999997
ACH-000821,0.0238742460704
ACH-000822,-0.35034060924500005
ACH-000823,-0.317511890276
ACH-000824,-0.360364567264
ACH-000827,-0.28893194139199996
ACH-000829,-0.40768491563000003
ACH-000831,-0.329824287248
ACH-000832,-0.215464698182
ACH-000833,-0.194945220831
ACH-000834,-0.6043490291470001
ACH-000835,-0.391707931296
ACH-000836,-0.290262836874
ACH-000837,-0.283473680239
ACH-000838,-0.36397525916699996
ACH-000839,-0.437493629484
ACH-000840,-0.684752470394
ACH-000841,-0.141348626545
ACH-000843,-0.109943609045
ACH-000846,-0.549763667142
ACH-000847,-0.32333430452100004
ACH-000848,-0.313307833619
ACH-000849,-0.285169729973
ACH-000851,-0.21678133778
ACH-000855,-0.32976565902800004
ACH-000856,-0.0637230825706
ACH-000858,-0.302224483167
ACH-000859,-0.214070594125
ACH-000861,-0.41899960139700004
ACH-000862,-0.34698595854599995
ACH-000865,-0.24293335142499997
ACH-000866,-0.122289928291
ACH-000867,-0.240115288477
ACH-000869,-0.128434201164
ACH-000872,-0.31443159080099997
ACH-000873,-0.48738496877
ACH-000876,-0.283448792834
ACH-000878,-0.22180230275199997
ACH-000880,-0.348888172811
ACH-000881,-0.305226215216
ACH-000882,-0.18081345892099998
ACH-000884,-0.22949971431299998
ACH-000885,-0.283854829417
ACH-000887,-0.402795774476
ACH-000888,-0.25646674943500003
ACH-000889,-0.169231492797
ACH-000890,-0.364551401291
ACH-000896,-0.295130941551
ACH-000898,-0.264207035398
ACH-000900,-0.390211997038
ACH-000901,-0.333339946504
ACH-000905,-0.259203163346
ACH-000906,-0.5586451596190001
ACH-000907,-0.37155113883900004
ACH-000910,-0.107789542142
ACH-000911,-0.37660138426399997
ACH-000912,-0.405327034861
ACH-000913,-0.410962462773
ACH-000915,-0.488206600703
ACH-000916,0.0649964416958
ACH-000917,-0.18668356439300002
ACH-000921,-0.37013294706
ACH-000924,-0.288815717094
ACH-000926,-0.288558635197
ACH-000928,-0.314705033913
ACH-000929,-0.537036662536
ACH-000932,-0.319066585924
ACH-000935,-0.247295617608
ACH-000936,-0.32636614759599997
ACH-000937,-0.314350330623
ACH-000938,-0.270671585745
ACH-000939,-0.25210851316599997
ACH-000941,-0.378583235736
ACH-000943,-0.25835308516100003
ACH-000946,-0.270543026528
ACH-000947,-0.508341720555
ACH-000948,-0.28845708419300004
ACH-000950,0.175624087234
ACH-000953,-0.160588297562
ACH-000957,-0.08101963680339999
ACH-000958,-0.206496234248
ACH-000960,-0.36295474416
ACH-000963,-0.295686424298
ACH-000968,-0.338914257747
ACH-000969,-0.395592484535
ACH-000973,-0.275571540763
ACH-000974,-0.390174844969
ACH-000975,-0.37925181122900004
ACH-000976,-0.363964338196
ACH-000978,-0.339675900491
ACH-000980,-0.285333863719
ACH-000984,-0.245884621428
ACH-000986,-0.425590008079
ACH-000988,-0.0741398949742
ACH-000993,-0.236024034467
ACH-000994,-0.277953071288
ACH-000996,-0.41871349498599997
ACH-001001,-0.362299143508
ACH-001020,-0.529805635451
ACH-001028,-0.443176794081
ACH-001031,-0.328838211343
ACH-001038,-0.389594957392
ACH-001048,-0.18092984715100002
ACH-001050,-0.432163423357
ACH-001053,-0.19226061667
ACH-001054,-0.38110506055200005
ACH-001061,-0.23653293356999996
ACH-001067,-0.320897252816
ACH-001075,-0.44881452169
ACH-001096,-0.22709130181999995
ACH-001128,-0.769484677978
ACH-001134,-0.509074882875
ACH-001151,-0.26092258229000004
ACH-001163,-0.48350494918399994
ACH-001164,-0.175685830122
ACH-001173,-0.423716224085
ACH-001183,-0.603194165328
ACH-001184,-0.281234116964
ACH-001190,-0.501951243562
ACH-001192,-0.647115742671
ACH-001193,-0.152331427864
ACH-001196,-0.344540552341
ACH-001197,-0.137543719754
ACH-001205,-0.398659180893
ACH-001211,-0.308370979714
ACH-001212,-0.311462170067
ACH-001228,-0.290090830519
ACH-001232,-0.391236028071
ACH-001239,-0.5874499571199999
ACH-001274,-0.321162164786
ACH-001275,-0.5332156198529999
ACH-001277,-0.43039730461099995
ACH-001278,-0.32829404449099997
ACH-001280,0.042321440595399995
ACH-001283,-0.286883896591
ACH-001289,-0.207703598739
ACH-001295,-0.310830635062
ACH-001300,-0.370296128773
ACH-001301,-0.38956955719700004
ACH-001302,-0.5185261173719999
ACH-001303,-0.288415766124
ACH-001306,-0.323889296612
ACH-001318,-0.264977879052
ACH-001322,-0.254992865861
ACH-001328,-0.276824629529
ACH-001332,-0.334231955605
ACH-001333,-0.35025089781499996
ACH-001336,-0.359062697192
ACH-001340,-0.260130388682
ACH-001346,-0.26646169120700003
ACH-001353,-0.272617243935
ACH-001354,-0.217308009868
ACH-001367,-0.41869139887900003
ACH-001368,-0.311476825579
ACH-001374,-0.140379313249
ACH-001375,-0.398400533479
ACH-001377,-0.278255337959
ACH-001380,-0.43904055866400005
ACH-001391,-0.597984652816
ACH-001407,-0.19449748908300002
ACH-001408,-0.335211328124
ACH-001413,-0.46433273718400003
ACH-001430,-0.352260212347
ACH-001431,-0.300960659838
ACH-001450,-0.344968749274
ACH-001496,-0.525329587291
ACH-001500,-0.631441861386
ACH-001521,-0.6644054646700001
ACH-001523,-0.34115934809199994
ACH-001532,-0.7528911257299999
ACH-001536,-0.7042110383069999
ACH-001550,-0.315446295008
ACH-001552,-0.529881935305
ACH-001554,-0.226209445517
ACH-001645,-0.34375497872500005
ACH-001654,-0.30184779795899996
ACH-001715,-0.322201748856
ACH-001735,-0.47679877575400004
ACH-001736,-0.386951159291
ACH-001737,-0.384947236509
ACH-001740,-0.16382486092700002
ACH-001745,-0.26409014383
ACH-001750,-0.358285714262
ACH-001765,-0.40787398501
ACH-001956,-0.2718762804
ACH-001957,-0.321642199201
