,E2F4 (1874)
ACH-000004,-0.0731947973234
ACH-000007,0.0552174777527
ACH-000009,-0.08862082041960001
ACH-000011,-0.133873358777
ACH-000012,-0.249217954119
ACH-000013,0.027471902063599996
ACH-000014,0.0839312673807
ACH-000015,0.054598374179699996
ACH-000017,0.0443506977408
ACH-000018,0.019285687868700004
ACH-000019,-0.206143070585
ACH-000021,-0.143540471404
ACH-000022,-0.146197479069
ACH-000025,-0.133029887775
ACH-000028,-0.099840800296
ACH-000030,-0.0699265935916
ACH-000035,-0.000846642886432
ACH-000036,-0.18855501978300002
ACH-000037,-0.444702937518
ACH-000039,-0.08998931031369999
ACH-000040,0.19443783435800002
ACH-000041,0.172102598141
ACH-000042,-0.08242200115079999
ACH-000045,-0.023955215376400003
ACH-000047,-0.0128400927404
ACH-000052,-0.0543558331486
ACH-000053,-0.31787030114
ACH-000054,-0.115442868642
ACH-000055,0.11149276784600001
ACH-000060,-0.101053914122
ACH-000067,0.19799681762200003
ACH-000070,-0.259680069621
ACH-000075,0.212363108635
ACH-000078,-0.105990813374
ACH-000082,-0.0123590963662
ACH-000085,-0.00742356360451
ACH-000086,-0.172156540621
ACH-000087,-0.176143991516
ACH-000092,-0.042356835285400005
ACH-000095,-0.09289313506210001
ACH-000097,-0.14949241211
ACH-000098,-0.212594654271
ACH-000099,-0.041420773763999996
ACH-000108,-0.0242263668377
ACH-000113,-0.0941761468705
ACH-000115,0.180670664735
ACH-000116,0.020234613364200002
ACH-000118,-0.110784713002
ACH-000120,-0.0245204967374
ACH-000123,-0.21835162329500002
ACH-000127,-0.300513055392
ACH-000128,-0.184966570799
ACH-000132,-0.204140005561
ACH-000133,-0.35484393438600004
ACH-000137,-0.11797332309599999
ACH-000138,-0.246002715052
ACH-000142,-0.27648411736699996
ACH-000143,-0.0193127873233
ACH-000146,-0.0125106617956
ACH-000148,-0.201304393345
ACH-000150,0.0268707879762
ACH-000152,-0.49929263181100003
ACH-000153,-0.256671537345
ACH-000159,-0.127185562936
ACH-000160,-0.0374371579516
ACH-000163,0.07149339080360001
ACH-000167,-0.27154268532299997
ACH-000168,-0.00525046571457
ACH-000169,0.07932432256489999
ACH-000178,-0.09174244012949999
ACH-000182,-0.0308219446154
ACH-000183,-0.0043351717022
ACH-000188,-0.17024814820999998
ACH-000189,-0.322426579463
ACH-000190,0.0109356658987
ACH-000198,-0.0448168845409
ACH-000204,0.0743282581855
ACH-000206,-0.252269027246
ACH-000207,-0.042728323523900005
ACH-000211,-0.119755780928
ACH-000215,-0.0452160072189
ACH-000221,0.017484249059099996
ACH-000222,-0.295511640154
ACH-000223,0.13495814097
ACH-000226,-0.07196193005589999
ACH-000227,-0.12251291603
ACH-000228,0.0349301444612
ACH-000231,-0.150234564241
ACH-000232,0.0247403757369
ACH-000233,-0.0888764883432
ACH-000234,-0.120112466273
ACH-000235,-0.106657001557
ACH-000237,-0.20366231478900002
ACH-000238,-0.242628293484
ACH-000243,-0.216057022531
ACH-000244,0.0329119370945
ACH-000246,-0.300958729993
ACH-000248,0.0371623074016
ACH-000250,-0.299642775747
ACH-000251,-0.08684375293860001
ACH-000253,0.0516544057548
ACH-000255,-0.0243236630712
ACH-000256,0.0422524974977
ACH-000257,0.105341897141
ACH-000258,-0.08534352742580001
ACH-000259,-0.0889090184908
ACH-000260,-0.243682840134
ACH-000261,-0.0843199166778
ACH-000262,-0.10509522836799999
ACH-000263,0.212309173921
ACH-000264,-0.158742610964
ACH-000265,-0.0220012340066
ACH-000266,-0.174930774711
ACH-000272,-0.125165840459
ACH-000273,-0.321622227602
ACH-000274,-0.0555587315163
ACH-000277,0.22993429027800003
ACH-000278,-0.135462794857
ACH-000279,-0.0169814056138
ACH-000280,-0.31181713776000003
ACH-000281,-0.404239747491
ACH-000288,-0.202475145975
ACH-000291,-0.127872280753
ACH-000293,-0.158740132846
ACH-000294,-0.291032970108
ACH-000295,-0.09606552089739999
ACH-000296,0.015629730635799997
ACH-000302,-0.00187923085851
ACH-000304,0.33352418638500003
ACH-000307,-0.0463973004033
ACH-000308,-0.0570383931142
ACH-000310,-0.206356272591
ACH-000311,-0.297234209929
ACH-000312,-0.0623415682235
ACH-000315,0.0311342672714
ACH-000316,0.0356912824127
ACH-000317,0.0333895212836
ACH-000318,-0.11356028089600001
ACH-000319,0.12462619098099999
ACH-000320,-0.381992710991
ACH-000322,-0.33858761053400005
ACH-000323,-0.03622081613269999
ACH-000324,-0.022252707682099998
ACH-000329,-0.128618040395
ACH-000330,0.09034607099479999
ACH-000331,0.0667893110165
ACH-000332,0.0143939521072
ACH-000334,0.116907411393
ACH-000335,-0.530652569778
ACH-000336,-0.09321520851330001
ACH-000337,0.0264981700858
ACH-000339,-0.07676706795089999
ACH-000341,-0.00846018552763
ACH-000348,-0.0358550772749
ACH-000350,0.037149728775900004
ACH-000352,-0.17307881594799998
ACH-000356,-0.0165193196671
ACH-000361,0.177677378545
ACH-000362,-0.09267873925110001
ACH-000363,-0.0102815861115
ACH-000364,-0.27310301420899996
ACH-000365,-0.07974676467519999
ACH-000366,-0.182056661752
ACH-000368,-0.12383804540999999
ACH-000374,0.028460449222900003
ACH-000375,0.0187386487284
ACH-000376,0.0424257958323
ACH-000381,-0.0612831704681
ACH-000383,-0.113986540085
ACH-000387,-0.00850194575408
ACH-000389,-0.244698480482
ACH-000390,-0.005582727068920001
ACH-000393,-0.0834947780375
ACH-000395,-0.316364138319
ACH-000397,-0.16716123850099998
ACH-000401,0.20357759411499998
ACH-000402,0.0641859870005
ACH-000403,-0.109707053475
ACH-000404,-0.346117438151
ACH-000406,-0.348561857831
ACH-000407,-0.0614263307118
ACH-000408,-0.495774594434
ACH-000410,-0.135059947697
ACH-000411,-0.169611397362
ACH-000414,-0.24321262904
ACH-000415,-0.0259873956932
ACH-000416,-0.19454843641300001
ACH-000420,-0.165801898941
ACH-000421,0.053675093062300006
ACH-000424,0.00348744743534
ACH-000425,-0.00964939979883
ACH-000426,0.039895091304699995
ACH-000427,-0.12674800104800002
ACH-000433,-0.478703584194
ACH-000436,0.00298987743375
ACH-000444,-0.017665316547299997
ACH-000445,-0.194598660925
ACH-000448,-0.288070402907
ACH-000450,-0.19644207547000003
ACH-000452,-0.204990974562
ACH-000454,-0.203809381689
ACH-000458,-0.192972276571
ACH-000459,-0.250993454679
ACH-000460,0.040003543047199996
ACH-000461,-0.0239320231159
ACH-000463,-0.19870555858600003
ACH-000464,0.160299525354
ACH-000466,0.011406372268700001
ACH-000467,-0.148083605447
ACH-000468,-0.181457479615
ACH-000469,-0.0676726444172
ACH-000470,0.053049341733
ACH-000471,-0.09173636606319999
ACH-000472,-0.056011619781
ACH-000473,-0.15111955175
ACH-000475,-0.039288448914999996
ACH-000476,-0.058447255914599996
ACH-000477,0.11101604996600001
ACH-000480,-0.117896984831
ACH-000481,-0.09352472170810001
ACH-000483,0.0404164507771
ACH-000484,-0.053651441379699995
ACH-000485,0.0956782453667
ACH-000486,-0.438797024925
ACH-000487,-0.297443343335
ACH-000488,0.025409441238500002
ACH-000490,-0.16275018979699998
ACH-000491,0.0941607908144
ACH-000495,-0.48005403630800003
ACH-000496,-0.27464744597199997
ACH-000499,-0.200700875752
ACH-000500,0.328425654187
ACH-000502,-0.163862701999
ACH-000503,-0.656149416939
ACH-000505,-0.168374513668
ACH-000507,-0.150991661557
ACH-000510,-0.076293888682
ACH-000511,-0.158462010396
ACH-000512,0.138796987711
ACH-000516,-0.0848290468346
ACH-000517,-0.136549045529
ACH-000518,-0.200669084326
ACH-000520,-0.012843538118
ACH-000521,-0.025606729158700003
ACH-000522,-0.118115906173
ACH-000524,-0.051804233228699995
ACH-000527,0.0737842887032
ACH-000528,-0.08978501322389999
ACH-000537,0.0749306794879
ACH-000541,0.00382191613895
ACH-000542,-0.0671597625188
ACH-000544,-0.753338150462
ACH-000545,-0.227442879058
ACH-000547,-0.242523416461
ACH-000548,-0.0465018293775
ACH-000549,0.0965900587462
ACH-000550,-0.490248878081
ACH-000552,-0.0067065557030500005
ACH-000556,-0.0261488861286
ACH-000557,-0.125153339752
ACH-000570,-0.105295205321
ACH-000571,0.0227648747181
ACH-000573,0.016376335929299997
ACH-000576,-0.425733173178
ACH-000580,0.0169726060797
ACH-000584,0.0561874531037
ACH-000585,-0.109086790422
ACH-000588,-0.08711929477399999
ACH-000589,-0.12925082358599999
ACH-000591,-0.188066675424
ACH-000593,-0.19030576634
ACH-000600,-0.334882784877
ACH-000601,-0.110633117781
ACH-000604,-0.410825903264
ACH-000605,0.09851138729900001
ACH-000606,0.0465517628088
ACH-000608,-0.036914704032400006
ACH-000614,-0.427375338389
ACH-000616,-0.114853008887
ACH-000618,-0.0251752302189
ACH-000619,-0.21987045587499998
ACH-000620,-0.124730408031
ACH-000621,-0.08857883431880001
ACH-000622,0.0804977537842
ACH-000623,-0.0736380572253
ACH-000624,-0.117246571129
ACH-000627,-0.123614828748
ACH-000630,-0.0473517929517
ACH-000632,-0.0132851037638
ACH-000633,0.17904750434099997
ACH-000637,-0.127392341322
ACH-000638,-0.136780918684
ACH-000646,0.473656801153
ACH-000647,-0.100311048906
ACH-000648,-0.09673384157619999
ACH-000649,-0.0244013295338
ACH-000651,-0.28323106530000003
ACH-000652,-0.0132185620973
ACH-000653,0.0254013771505
ACH-000657,-0.137476521672
ACH-000658,-0.207783978605
ACH-000661,0.0271999016236
ACH-000662,-0.466595455582
ACH-000663,-0.29174341855700003
ACH-000665,-0.05618538414419999
ACH-000671,-0.19871493410399999
ACH-000673,0.059777867114900005
ACH-000676,0.075199801934
ACH-000677,-0.33257552035599997
ACH-000681,-0.254445824121
ACH-000682,0.050156569866899994
ACH-000683,-0.158036296153
ACH-000684,-0.23362920439100002
ACH-000688,-0.291969941048
ACH-000693,0.0385895133331
ACH-000694,0.018982072274599998
ACH-000695,-0.056945947200800005
ACH-000696,-0.040463300978300004
ACH-000697,-0.33587953060500003
ACH-000699,-0.0533077122421
ACH-000701,-0.026298043245999998
ACH-000706,-0.031877155649599996
ACH-000711,0.049177174775400005
ACH-000713,-0.0049736757522
ACH-000714,-0.046709873351099995
ACH-000718,-0.0776682741046
ACH-000720,0.132303583057
ACH-000721,-0.0301518716085
ACH-000724,-0.481607976422
ACH-000725,-0.125693904869
ACH-000732,-0.0053359132715100005
ACH-000734,-0.038694322512300004
ACH-000735,-0.225469682964
ACH-000736,-0.228511227849
ACH-000738,-0.10431525982300001
ACH-000746,-0.30606528548399997
ACH-000747,0.0367322800071
ACH-000748,-0.0275314875551
ACH-000753,-0.0230990186935
ACH-000756,-0.224750476606
ACH-000757,0.0551877782307
ACH-000758,-0.13417053332599999
ACH-000760,-0.101479652791
ACH-000763,-0.10615810875399999
ACH-000764,-0.011258126895700002
ACH-000765,0.114860977495
ACH-000766,-0.182448285608
ACH-000767,-0.05887335163099999
ACH-000768,0.034069714755899996
ACH-000769,-0.07710479423710001
ACH-000770,-0.032699919190700005
ACH-000771,-0.09310127549830001
ACH-000773,-0.450581412812
ACH-000776,0.00125980220463
ACH-000777,-0.0863921237193
ACH-000778,0.0882212016326
ACH-000781,-0.0838956620901
ACH-000782,0.0374096442457
ACH-000783,-0.12292246469599999
ACH-000784,0.00732292912614
ACH-000785,-0.12208152719000001
ACH-000787,-0.13447060731799998
ACH-000788,-0.19207711797200003
ACH-000791,-0.0738444154879
ACH-000792,-0.0946574857817
ACH-000794,-0.15088399650599998
ACH-000796,0.111447570018
ACH-000799,-0.019081754037900002
ACH-000800,0.173276433454
ACH-000802,-0.40663576454800004
ACH-000804,-0.31121260380800003
ACH-000805,-0.00428731115178
ACH-000809,0.13084744729699999
ACH-000810,0.0915729734571
ACH-000811,-0.11084542315
ACH-000817,-0.6177378681100001
ACH-000819,0.178467033557
ACH-000820,-0.026002183699699997
ACH-000821,0.0744001702142
ACH-000822,0.15853387105
ACH-000823,0.0925583651987
ACH-000824,0.012128090639799999
ACH-000827,0.0936266444675
ACH-000829,-0.148244311332
ACH-000831,-0.268694892463
ACH-000832,-0.152160154179
ACH-000833,-0.061662973274499995
ACH-000834,-0.25082942376899997
ACH-000835,0.022043130753
ACH-000836,-0.0434320498241
ACH-000837,-0.218540126433
ACH-000838,0.303234156754
