,PPP6C (5537)
ACH-000004,-0.9281166065009999
ACH-000007,-1.17663776254
ACH-000009,-1.3846701832600001
ACH-000011,-1.2011865856200001
ACH-000012,-1.22332538962
ACH-000013,-1.14361078009
ACH-000014,-0.733394571726
ACH-000015,-1.0526620338200001
ACH-000017,-1.29792533314
ACH-000018,-1.16840316281
ACH-000019,-1.08828409418
ACH-000021,-1.0608829029
ACH-000022,-1.34119260996
ACH-000025,-0.920787393953
ACH-000028,-1.1155911559799998
ACH-000030,-1.05060177377
ACH-000035,-1.0725271982200002
ACH-000036,-0.9878240865889999
ACH-000037,-0.593477740018
ACH-000039,-0.864883284674
ACH-000040,0.00866088260722
ACH-000041,-0.7370170177240001
ACH-000042,-0.939918501063
ACH-000045,-1.26297488096
ACH-000047,-0.650607877567
ACH-000052,-1.15103234325
ACH-000053,-1.2486816719299998
ACH-000054,-0.5242093099930001
ACH-000055,-0.5178108174539999
ACH-000060,-0.415539910565
ACH-000067,-0.5863247307680001
ACH-000070,-1.21125500975
ACH-000075,-0.359623269271
ACH-000078,-0.801034982908
ACH-000082,-0.707782951793
ACH-000085,-1.11429177287
ACH-000086,-0.9854106288940001
ACH-000087,-1.1227004841600001
ACH-000092,-0.717107227561
ACH-000095,-0.41351569015699996
ACH-000097,-1.25535388613
ACH-000098,-0.5369459903589999
ACH-000099,-0.947802928016
ACH-000108,-0.9694468577850001
ACH-000113,-0.811769868836
ACH-000115,-0.8808564668089999
ACH-000116,-1.00758515384
ACH-000118,-0.9939989413420001
ACH-000120,-0.663712366195
ACH-000123,-0.8216345605329999
ACH-000127,-1.35302602304
ACH-000128,-0.690930235624
ACH-000132,-0.7954558548430001
ACH-000133,-0.9950248631290001
ACH-000137,-1.1392482726
ACH-000138,-1.3802633534
ACH-000142,-1.2705265964499999
ACH-000143,-0.705911239289
ACH-000146,-0.913745484117
ACH-000148,-0.70011377216
ACH-000150,-0.8540288214
ACH-000152,-0.890732184744
ACH-000153,-1.03390940071
ACH-000159,-0.635013367986
ACH-000160,-0.8808176189920001
ACH-000163,-1.1347539864799998
ACH-000167,-0.698373233118
ACH-000168,-0.9907358839020001
ACH-000169,-0.7751796885969999
ACH-000178,-1.12377761879
ACH-000182,-1.23307552843
ACH-000183,-1.16367432185
ACH-000188,-0.9394044104520001
ACH-000189,-1.20628783364
ACH-000190,-1.26834834284
ACH-000198,-0.987753252465
ACH-000204,-1.14628398888
ACH-000206,-1.25985835796
ACH-000207,-0.724049153533
ACH-000211,-0.8800006159489999
ACH-000215,-1.0639321118
ACH-000221,-0.907693770756
ACH-000222,-1.3681814160199999
ACH-000223,-1.0783335437100001
ACH-000226,-0.96734420324
ACH-000227,-0.555051021304
ACH-000228,-0.718339753352
ACH-000231,-0.7690742992030001
ACH-000232,-0.807139789718
ACH-000233,-1.20866108515
ACH-000234,-1.17380793044
ACH-000235,-1.30780512658
ACH-000237,-0.9152069221439999
ACH-000238,-0.9930770568289999
ACH-000243,-1.3129099791
ACH-000244,-0.81327097134
ACH-000246,-0.5209499727179999
ACH-000248,-0.85841795925
ACH-000250,-0.7463113745290001
ACH-000251,-1.28633623308
ACH-000253,-1.23832921037
ACH-000255,-0.975502009713
ACH-000256,-1.2060422994600002
ACH-000257,-0.481575735545
ACH-000258,-1.6663263428900001
ACH-000259,-0.7057951287720001
ACH-000260,-0.8602952577840001
ACH-000261,-0.296882994788
ACH-000262,-0.688883033039
ACH-000263,-0.862485135064
ACH-000264,-1.2250315377399998
