,PNKD (25953)
ACH-000410,-0.379753507909
ACH-000411,-0.39663836516500006
ACH-000414,-0.287775381479
ACH-000415,-0.271837638691
ACH-000416,-0.371799052742
ACH-000420,-0.19731487291299998
ACH-000421,-0.17424260806400002
ACH-000424,-0.6094279249769999
ACH-000425,-0.272544035633
ACH-000426,0.105434245409
ACH-000427,-0.25266761061099996
ACH-000433,-0.24505963020799998
ACH-000436,-0.19478589816300002
ACH-000444,-0.14221237365
ACH-000445,-0.019282351273599996
ACH-000448,-0.317354485287
ACH-000450,-0.527065264877
ACH-000452,-0.181063848971
ACH-000454,-0.284226298422
ACH-000458,-0.36116844769699996
ACH-000459,-0.19564271621800003
ACH-000460,-0.284218719291
ACH-000461,-0.145883141986
ACH-000463,-0.220626090893
ACH-000464,-0.154636996696
ACH-000466,-0.027623086172000003
ACH-000467,-0.358168243856
ACH-000468,-0.131577858595
ACH-000469,-0.0524712370102
ACH-000470,-0.309047244541
ACH-000471,-0.318691126039
ACH-000472,-0.335577630769
ACH-000473,-0.31043121781800004
ACH-000475,-0.371283644738
ACH-000476,-0.351526924644
ACH-000477,-0.616444595149
ACH-000480,-0.185407595108
ACH-000481,-0.2098655885
ACH-000483,-0.22408853341899998
ACH-000484,-0.463870709053
ACH-000485,-0.108906832436
ACH-000486,-0.27997254487
ACH-000487,-0.241624442604
ACH-000488,-0.389715438525
ACH-000490,-0.18035056505199998
ACH-000491,-0.232202873175
ACH-000495,-0.366031628173
ACH-000496,-0.24484401809999998
ACH-000499,-0.158958389049
ACH-000500,-0.258685438117
ACH-000502,-0.20567810831500002
ACH-000503,-0.0842019506545
ACH-000505,-0.15650587132000002
ACH-000507,-0.39477887349299995
ACH-000510,-0.39195890652300003
ACH-000511,-0.21616196270399998
ACH-000512,-0.278764893542
ACH-000516,-0.31860661627799997
ACH-000517,-0.306220661737
ACH-000518,-0.060261494556
ACH-000520,-0.203152441336
ACH-000521,-0.369453314378
ACH-000522,-0.358319021914
ACH-000524,-0.20988019074900002
ACH-000527,-0.19430244381200001
ACH-000528,-0.148964868507
ACH-000537,-0.47796233099200003
ACH-000541,-0.130735167071
ACH-000542,-0.21213480681
ACH-000544,-0.612372925037
ACH-000545,-0.226510491718
ACH-000547,-0.0901921560694
ACH-000548,-0.287283759438
ACH-000549,0.0329810037616
ACH-000550,-0.41337938455300005
ACH-000552,-0.232702213737
ACH-000556,-0.36639811114200005
ACH-000557,-0.46499326685500003
ACH-000570,-0.40817358521499997
ACH-000571,-0.225505280868
ACH-000573,-0.315683095683
ACH-000576,-0.37303924602399996
ACH-000580,-0.210970663111
ACH-000584,-0.199793398081
ACH-000585,-0.251552832761
ACH-000588,-0.42933581230499995
ACH-000589,-0.28920272543000003
ACH-000591,-0.204457029112
ACH-000593,-0.234086943112
ACH-000600,-0.26953659443399997
ACH-000601,-0.221837000058
ACH-000604,-0.271261365642
ACH-000605,-0.562191933173
ACH-000606,-0.355112312798
ACH-000608,-0.43471738853799996
ACH-000614,-0.09331514914789998
ACH-000616,-0.203976413787
ACH-000618,-0.122956957011
ACH-000619,-0.174740145225
ACH-000620,-0.159368382017
ACH-000621,-0.368200123726
ACH-000622,-0.504200640622
ACH-000623,-0.32591316547800003
ACH-000624,-0.270782163677
ACH-000627,-0.331452065125
ACH-000630,-0.44287412108
ACH-000632,-0.406053227236
ACH-000633,-0.257488758016
ACH-000637,-0.329464759264
ACH-000638,-0.125628546949
ACH-000646,-0.0713513427987
ACH-000647,-0.24796098239
ACH-000648,-0.24356551569200002
ACH-000649,-0.168629044865
ACH-000651,-0.254233645201
ACH-000652,-0.27643183250500003
ACH-000653,-0.38411888635499997
ACH-000657,-0.257062014571
ACH-000658,-0.35732963879100005
ACH-000661,-0.271505278624
ACH-000662,0.04470948362
ACH-000663,-0.00688084856162
ACH-000665,-0.351437327836
ACH-000671,-0.264306744704
ACH-000673,-0.40541417869699997
ACH-000676,-0.23564349810600002
ACH-000677,-0.07161877449660001
ACH-000681,-0.0803596557311
ACH-000682,-0.20005060456300003
ACH-000683,-0.25652636382599997
ACH-000684,-0.395692656664
ACH-000688,-0.39406588670299997
ACH-000693,-0.303546179098
ACH-000694,-0.281180442125
ACH-000695,-0.628310981019
ACH-000696,-0.326418237808
ACH-000697,-0.184007678906
ACH-000699,-0.37888017959200004
ACH-000701,-0.44665026946099995
ACH-000706,-0.2045842088
ACH-000711,-0.217223812564
ACH-000713,-0.20074805059599998
ACH-000714,-0.35810302431
ACH-000718,-0.356522137791
ACH-000720,-0.296172397493
ACH-000721,-0.32652932498000004
ACH-000724,-0.08105939614739999
ACH-000725,-0.452541476705
ACH-000732,-0.316367174024
ACH-000734,-0.189210414661
ACH-000735,-0.286731672893
ACH-000736,-0.404878928679
ACH-000738,-0.233862364776
ACH-000746,0.000833572333792
ACH-000747,-0.309964919691
ACH-000748,-0.11840252289799999
ACH-000753,-0.365241121379
ACH-000756,0.0131125673083
ACH-000757,-0.011231232180500001
ACH-000758,-0.239097608249
ACH-000760,-0.235844102013
ACH-000763,-0.22455899454999997
ACH-000764,-0.114877113242
ACH-000765,-0.36884351124
ACH-000766,-0.29346017572
ACH-000767,-0.24180068735399998
ACH-000768,-0.21011916116999999
ACH-000769,-0.239320717926
ACH-000770,-0.12397248133099999
ACH-000771,-0.27522671664299997
ACH-000773,-0.181806447206
ACH-000776,-0.134953585249
ACH-000777,-0.19375211974
ACH-000778,-0.194172670684
ACH-000781,-0.19020807960799999
ACH-000782,-0.253066610275
ACH-000783,-0.32155827687800004
ACH-000784,-0.316888175627
ACH-000785,-0.405972337548
ACH-000787,-0.17269620848
ACH-000788,-0.312431372235
ACH-000791,-0.07105368256070001
ACH-000792,-0.346796976114
ACH-000794,-0.15845699466
ACH-000796,-0.349097500374
ACH-000799,-0.6744515163600001
ACH-000800,-0.193443295268
ACH-000802,-0.249873549492
ACH-000804,-0.445929846712
ACH-000805,-0.265135594726
ACH-000809,-0.38964954516
ACH-000810,0.00763911156396
ACH-000811,-0.307493385222
ACH-000817,-0.211088656454
ACH-000819,-0.16078425589
ACH-000820,-0.0937658558079
ACH-000821,0.059535137552199996
ACH-000822,-0.19871072384
ACH-000823,-0.29096231394600003
ACH-000824,-0.22891529935899999
ACH-000827,-0.23872487430599998
ACH-000829,-0.271014264141
ACH-000831,-0.41062837420000003
ACH-000832,-0.38356226178999997
ACH-000833,-0.145306694438
ACH-000834,-0.141239241513
ACH-000835,-0.279193069955
ACH-000836,-0.29236193848700004
ACH-000837,-0.324545567619
ACH-000838,-0.197491077019
ACH-000839,-0.44138478169100004
ACH-000840,-0.425309527551
ACH-000841,-0.275193045293
ACH-000843,-0.530878880955
ACH-000846,-0.23601781045200002
ACH-000847,-0.20954109496399997
ACH-000848,-0.200504771668
ACH-000849,-0.331462884821
ACH-000851,-0.232845329146
ACH-000855,-0.19741193429099999
ACH-000856,-0.26475785561099996
ACH-000858,-0.493379913746
ACH-000859,-0.307780549281
ACH-000861,-0.233057364502
ACH-000862,-0.37387263796400005
ACH-000865,-0.279961654359
ACH-000866,-0.438337507155
ACH-000867,-0.312620419276
ACH-000869,-0.361748732239
ACH-000872,-0.243918490364
ACH-000873,-0.388893696387
ACH-000876,-0.237587957659
ACH-000878,-0.5056827518779999
ACH-000880,-0.20771517016600002
ACH-000881,-0.32313553326
ACH-000882,-0.10678101415100001
ACH-000884,-0.41283361973300003
ACH-000885,-0.15611851882799999
ACH-000887,-0.226613217622
ACH-000888,-0.477675971487
ACH-000889,-0.288405853724
ACH-000890,-0.192711349978
ACH-000896,-0.27172132667300003
ACH-000898,-0.162299756225
ACH-000900,-0.20782616497900003
ACH-000901,-0.340184592322
ACH-000905,-0.14210096792500002
ACH-000906,-0.30512838562
ACH-000907,-0.276792004521
ACH-000910,-0.523871612966
ACH-000911,-0.39198468207500003
ACH-000912,-0.18190188538199997
ACH-000913,-0.5879512695970001
ACH-000915,-0.19198241719200002
ACH-000916,-0.21883596424600002
ACH-000917,-0.07494691002010001
ACH-000921,-0.282804142306
ACH-000924,-0.335385470397
ACH-000926,-0.44251073963299997
ACH-000928,-0.1630917614
ACH-000929,-0.116908331868
ACH-000932,-0.15581364934800002
ACH-000935,-0.182326784767
ACH-000936,-0.09228089993560001
ACH-000937,-0.10522048268300001
ACH-000938,-0.20176666151
ACH-000939,-0.343978563004
ACH-000941,-0.380074172645
ACH-000943,-0.329191601526
ACH-000946,-0.318308672641
ACH-000947,-0.314444607355
ACH-000948,-0.20075108231400002
ACH-000950,-0.324104085316
ACH-000953,-0.266851711415
ACH-000957,-0.38348884941100003
ACH-000958,-0.53803732997
ACH-000960,-0.392837426246
ACH-000963,-0.276320693632
ACH-000968,-0.191687224139
ACH-000969,-0.0767830146995
ACH-000973,-0.278836263629
ACH-000974,-0.505111359137
ACH-000975,-0.444848099913
ACH-000976,-0.272210318948
ACH-000978,0.125998267871
ACH-000980,-0.270526080889
ACH-000984,-0.125552630011
ACH-000986,-0.244117967215
ACH-000988,-0.345784009066
ACH-000993,-0.315001093354
ACH-000994,-0.339034571881
ACH-000996,-0.021105695769500003
ACH-001001,-0.370013129115
ACH-001020,-0.17772447623100002
ACH-001028,-0.39853363636699995
ACH-001031,-0.576025587581
ACH-001038,-0.276342542655
ACH-001048,-0.11079368506500001
ACH-001050,-0.20802305194600001
ACH-001053,-0.248670816427
ACH-001054,-0.0387524174181
ACH-001061,-0.319866409936
ACH-001067,-0.201101687714
ACH-001075,-0.187728910801
ACH-001096,-0.376065469838
ACH-001128,-0.126839527515
ACH-001134,-0.228604772659
ACH-001151,-0.312011000867
ACH-001163,-0.196375527113
ACH-001164,0.0170022991186
ACH-001173,-0.312757467372
ACH-001183,-0.41291228196400004
ACH-001184,-0.363843420614
ACH-001190,-0.26742496825199996
ACH-001192,-0.413448446036
ACH-001193,-0.372081810116
ACH-001196,-0.398188870567
ACH-001197,-0.309581587815
ACH-001205,-0.419345504789
ACH-001211,-0.235472398079
ACH-001212,-0.494603044111
ACH-001228,-0.29078065618500004
ACH-001232,-0.37370513745800005
ACH-001239,-0.329439701742
ACH-001274,-0.40984535129
ACH-001275,-0.0284475755318
ACH-001277,-0.436289384855
ACH-001278,-0.41897924941200004
ACH-001280,-0.300129368743
ACH-001283,-0.26713409874099997
ACH-001289,-0.102851130802
ACH-001295,-0.287893380862
ACH-001300,-0.297342639195
ACH-001301,-0.267963830264
ACH-001302,-0.27522206202
ACH-001303,-0.677464662945
ACH-001306,-0.35468788651999994
ACH-001318,-0.33673430016
ACH-001322,-0.252654434989
ACH-001328,-0.320866356761
ACH-001332,-0.35145978845700004
ACH-001333,-0.15256178106100002
ACH-001336,-0.323708093765
ACH-001340,-0.341458682265
ACH-001346,-0.19842182239300002
ACH-001353,-0.0904287771724
ACH-001354,-0.374806273629
ACH-001367,-0.330700554065
ACH-001368,-0.315208534807
ACH-001374,-0.399220449362
ACH-001375,-0.191423206825
ACH-001377,-0.41808176865400004
ACH-001380,-0.24349584639000002
ACH-001391,-0.36294397898
ACH-001407,-0.212962572536
ACH-001408,-0.261745363348
ACH-001413,-0.25401583884
ACH-001430,-0.356478389806
ACH-001431,-0.283801282032
ACH-001450,-0.2812502384
ACH-001496,-0.19526745285500002
ACH-001500,-0.41236535942900004
ACH-001521,-0.15100262295999997
ACH-001523,-0.223065792594
ACH-001532,-0.15592198036399998
ACH-001536,-0.353456851886
ACH-001550,-0.306729728491
ACH-001552,-0.453033018311
ACH-001554,-0.308542942301
ACH-001645,-0.09361050456869999
ACH-001654,-0.216704752014
ACH-001715,-0.19061215533300002
ACH-001735,-0.29024025296399997
ACH-001736,-0.21603021232500003
ACH-001737,-0.5546539581700001
ACH-001740,-0.323348251943
ACH-001745,-0.265492906651
ACH-001750,-0.329827232994
ACH-001765,-0.347636184771
ACH-001956,-0.166818771828
ACH-001957,-0.170820476138
