,SHPK (23729)
ACH-000004,-0.420885629578
ACH-000007,-0.0600273077544
ACH-000009,-0.175712213747
ACH-000011,-0.07954217981560001
ACH-000012,-0.125379418359
ACH-000013,-0.24272700218899998
ACH-000014,0.08314542184280001
ACH-000015,-0.0492832338745
ACH-000017,-0.108266256556
ACH-000018,-0.271571929788
ACH-000019,0.296655131862
ACH-000021,-0.0745983608515
ACH-000022,-0.19505860506099998
ACH-000025,-0.0652992851382
ACH-000028,-0.179886992979
ACH-000030,-0.106571521037
ACH-000035,-0.121074450653
ACH-000036,-0.161389686205
ACH-000037,-0.280987035263
ACH-000039,-0.0238627062655
ACH-000040,-0.223409597474
ACH-000041,-0.171064273908
ACH-000042,-0.145320536901
ACH-000045,-0.0819924616801
ACH-000047,-0.00241452944325
ACH-000052,0.10819043487400001
ACH-000053,-0.102611418683
ACH-000054,-0.148744792883
ACH-000055,-0.0007672075516589998
ACH-000060,-0.239362540466
ACH-000067,-0.138239655136
ACH-000070,-0.147597621077
ACH-000075,-0.333741181346
ACH-000078,-0.131921141502
ACH-000082,-0.09457069425169999
ACH-000085,-0.145115597071
ACH-000086,-0.182016731645
ACH-000087,0.08109386935039999
ACH-000092,-0.033112534718
ACH-000095,-0.116806843171
ACH-000097,-0.256179629549
ACH-000098,-0.183579216192
ACH-000099,-0.13160706385
ACH-000108,-0.22893362002300002
ACH-000113,-0.214465538491
ACH-000115,-0.434417704754
ACH-000116,-0.211125818743
ACH-000118,-0.09576494371819999
ACH-000120,-0.0250989849108
ACH-000123,-0.28734838009
ACH-000127,-0.323197318968
ACH-000128,-0.232137472424
ACH-000132,-0.289193888633
ACH-000133,-0.0947770606459
ACH-000137,0.0604661113611
ACH-000138,-0.007991684250359999
ACH-000142,-0.219196931184
ACH-000143,-0.034197341592799996
ACH-000146,-0.14010534357100002
ACH-000148,-0.306982723659
ACH-000150,-0.0148621866183
ACH-000152,-0.09722012642660001
ACH-000153,0.17431073070999997
ACH-000159,-0.154792512266
ACH-000160,0.000179107933513
ACH-000163,0.057918211245999995
ACH-000167,-0.160746800779
ACH-000168,-0.0748056804171
ACH-000169,-0.09048326982180001
ACH-000178,-0.171753613251
ACH-000182,-0.08268602824139999
ACH-000183,0.0743986107604
ACH-000188,-0.0444610328455
ACH-000189,-0.160015978239
ACH-000190,-0.198083414144
ACH-000198,-0.12481196541200001
ACH-000204,-0.029420117845400003
ACH-000206,-0.390840409697
ACH-000207,-0.08907540874150001
ACH-000211,-0.118043173113
ACH-000215,-0.20330488151
ACH-000221,-0.146894663552
ACH-000222,-0.0638264397145
ACH-000223,-0.131412445339
ACH-000226,-0.179321923193
ACH-000227,-0.22141068110999998
ACH-000228,-0.140425370152
ACH-000231,-0.13284147593
ACH-000232,-0.078586510043
ACH-000233,-0.269280874519
ACH-000234,0.0689285348927
ACH-000235,-0.0449795212853
ACH-000237,-0.272351992857
ACH-000238,-0.290974242632
ACH-000243,-0.117397365189
ACH-000244,-0.254366740566
ACH-000246,-0.221804127456
ACH-000248,-0.0709842882737
ACH-000250,-0.08981409870410001
ACH-000251,-0.08171957020960001
ACH-000253,-0.193707511126
ACH-000255,-0.143737088264
ACH-000256,-0.0542881097159
ACH-000257,-0.202351028092
ACH-000258,-0.0728026892372
ACH-000259,-0.0441351336336
ACH-000260,-0.243109897497
ACH-000261,-0.132161516225
ACH-000262,0.0736503719571
ACH-000263,-0.427306697896
ACH-000264,-0.0813012997699
ACH-000265,-0.042802819479800004
ACH-000266,-0.146447274665
ACH-000272,-0.08988374143919999
ACH-000273,-0.317622563897
ACH-000274,-0.12318933592
ACH-000277,-0.40651231989200004
ACH-000278,-0.337840083132
ACH-000279,-0.151661472928
ACH-000280,-0.013258201724399999
ACH-000281,-0.11690477786499999
ACH-000288,-0.372780888693
ACH-000291,-0.112373301157
ACH-000293,-0.18315514329100002
ACH-000294,-0.16754979255000002
ACH-000295,0.25084704589400003
ACH-000296,0.115061391515
ACH-000302,-0.07908864035039999
ACH-000304,0.034990242659800004
ACH-000307,-0.118664283027
ACH-000308,-0.09985010954810002
ACH-000310,-0.20222717633
ACH-000311,-0.020409349324599996
ACH-000312,0.025888649107499998
ACH-000315,0.10562994329900001
ACH-000316,-0.28793730713300003
ACH-000317,0.185229278858
ACH-000318,-0.017895026228799998
ACH-000319,-0.132347273221
ACH-000320,-0.35052061682499996
ACH-000322,-0.045046385526900004
ACH-000323,-0.139824022282
ACH-000324,-0.06781767021230001
ACH-000329,-0.06157775282650001
ACH-000330,-0.0408933167605
ACH-000331,-0.23185700484700003
ACH-000332,-0.122446756136
ACH-000334,-0.183866112544
ACH-000335,-0.0433285701895
ACH-000336,-0.18927796367199998
ACH-000337,-0.05740952833880001
ACH-000339,-0.15043691920399999
ACH-000341,-0.0785962061932
ACH-000348,0.0325121393689
ACH-000350,-0.123844146551
ACH-000352,-0.16188801523600002
ACH-000356,0.00380632671422
ACH-000361,-0.107291729992
ACH-000362,-0.189524762154
ACH-000363,-0.2561120664
ACH-000364,-0.26314385618299996
ACH-000365,-0.122527950974
ACH-000366,-0.06993801501579999
ACH-000368,-0.170576790315
ACH-000374,-0.131926097314
ACH-000375,0.0857467426093
ACH-000376,-0.132299457284
ACH-000381,0.1519973477
ACH-000383,-0.0939452886084
ACH-000387,-0.203612852042
ACH-000389,-0.377026377871
ACH-000390,-0.051284871920300006
ACH-000393,-0.272293451384
ACH-000395,0.0535202120042
ACH-000397,-0.166153328851
ACH-000401,-0.0493277710381
ACH-000402,-0.13333030797700002
ACH-000403,-0.0870236610179
ACH-000404,-0.167229851811
ACH-000406,-0.0420119188855
ACH-000407,-0.313387107907
ACH-000408,-0.211614066128
