,ILK (3611)
ACH-000764,-0.307137915501
ACH-000765,-0.601521258246
ACH-000766,-0.314787021017
ACH-000767,-0.13617484193499999
ACH-000768,-1.0414493157200002
ACH-000769,-0.523922821609
ACH-000770,-0.18411538758999998
ACH-000771,-0.644519785634
ACH-000773,0.00780405944603
ACH-000776,-0.6771900611599999
ACH-000777,-1.14622657925
ACH-000778,-0.291606382228
ACH-000781,-0.421734379986
ACH-000782,-0.34480513634000004
ACH-000783,0.134899301471
ACH-000784,-0.5556046260249999
ACH-000785,-0.394121847048
ACH-000787,-0.730026400014
ACH-000788,-0.702909083223
ACH-000791,-0.284072738234
ACH-000792,-0.500480404259
ACH-000794,-0.7341558359729999
ACH-000796,-0.883821441625
ACH-000799,-0.8007091675620001
ACH-000800,-0.20938434339
ACH-000802,-0.9350307501540001
ACH-000804,-0.652639637449
ACH-000805,-0.396331194055
ACH-000809,-0.5620771050310001
ACH-000810,-0.26656570251600004
ACH-000811,-0.31523001283
ACH-000817,-0.38294972170599995
ACH-000819,-0.568710863521
ACH-000820,-0.710495028677
ACH-000821,-0.344081911323
ACH-000822,-0.855945781815
ACH-000823,-0.530446195789
ACH-000824,-0.82878810342
ACH-000827,-0.8363441533310001
ACH-000829,-0.611093633534
ACH-000831,-0.137276681381
ACH-000832,-0.908561221833
ACH-000833,-0.577167627132
ACH-000834,-0.744631207018
ACH-000835,-0.580692752863
ACH-000836,-1.01212475614
ACH-000837,-0.353508244637
ACH-000838,0.006222486243949999
ACH-000839,-0.806288208366
ACH-000840,-0.996682730828
ACH-000841,-0.7427328924690001
ACH-000843,-0.836625642413
ACH-000846,-0.37412509940099997
ACH-000847,-0.519896422725
ACH-000848,-0.355473528829
ACH-000849,-0.6084050660679999
ACH-000851,-0.536744089546
ACH-000855,-0.11322997508799999
ACH-000856,-1.02003524735
ACH-000858,-0.18291534491
ACH-000859,-0.898009855113
ACH-000861,-0.619907482611
ACH-000862,-0.33480154060600004
ACH-000865,-0.573989071654
ACH-000866,-0.37101634684100004
ACH-000867,-0.233515491844
ACH-000869,-0.033113410673099995
ACH-000872,-0.662790450019
ACH-000873,-0.8047104746610001
ACH-000876,-0.40162972024899996
ACH-000878,-0.42899472157799995
ACH-000880,-1.0309449811700002
ACH-000881,-0.750747157342
ACH-000882,-0.310738828302
ACH-000884,-0.42536885109800004
ACH-000885,-1.0782412750200001
ACH-000887,-0.527655398123
ACH-000888,-0.700054213571
ACH-000889,-0.21992121014000002
ACH-000890,-0.745772856489
ACH-000896,-0.370864356764
ACH-000898,-0.176666412012
ACH-000900,-0.590146858451
ACH-000901,-0.202053258433
ACH-000905,-0.619079222546
ACH-000906,-0.203642704638
ACH-000907,-0.536044094138
ACH-000910,-0.04215439574680001
ACH-000911,-0.386053653029
ACH-000912,-0.7003065640459999
ACH-000913,-0.672404155634
ACH-000915,-0.630306593025
ACH-000916,-0.680314028731
ACH-000917,-0.23001405327500002
ACH-000921,-0.418538327143
ACH-000924,-0.615845777084
ACH-000926,-0.7154905590710001
ACH-000928,-0.971961164302
ACH-000929,-0.282634248276
ACH-000932,-0.144624667228
ACH-000935,-0.6085186087860001
ACH-000936,-0.9000032378039999
ACH-000937,-0.00634900990661
ACH-000938,-0.172682546331
ACH-000939,-0.912590472169
ACH-000941,-0.23695844142099998
ACH-000943,-0.340396021667
ACH-000946,-0.57959987583
ACH-000947,-0.207734515884
ACH-000948,-0.8410292724230001
ACH-000950,-0.701110419085
ACH-000953,-0.107873863344
ACH-000957,-1.13017615721
ACH-000958,-0.648790431897
ACH-000960,-0.12697227537
ACH-000963,-0.518019743289
ACH-000968,-0.764848556488
ACH-000969,-0.044687113602800005
ACH-000973,-0.345354138008
ACH-000974,-0.689737443285
ACH-000975,-0.056439974782199996
ACH-000976,-0.8807296443510001
ACH-000978,-0.36072543918300004
ACH-000980,-0.168307054255
ACH-000984,-0.183568715293
ACH-000986,-0.5722712548219999
ACH-000988,-0.38734349984300004
ACH-000993,-0.370141254765
ACH-000994,-0.611553823395
ACH-000996,-0.476689437029
ACH-001001,-0.227111527691
ACH-001020,-0.753117219467
ACH-001028,-0.0607218709691
ACH-001031,-0.57572909283
ACH-001038,-0.0227548415804
ACH-001048,-0.84463917407
ACH-001050,-0.7559540129800001
ACH-001053,-0.133092275603
ACH-001054,-0.170437192732
ACH-001061,-0.665517288356
ACH-001067,-0.890307030393
ACH-001075,-0.20294914588
ACH-001096,-0.529197970572
ACH-001128,-1.0781028412
ACH-001134,-0.0791441903059
ACH-001151,-0.791618364861
ACH-001163,-0.64193778022
ACH-001164,-0.507088473543
ACH-001173,-0.36206983266099996
ACH-001183,-0.517755594771
ACH-001184,-0.35967461723899996
ACH-001190,-0.9281136554989999
ACH-001192,-0.070801353542
ACH-001193,-0.104853730953
ACH-001196,-0.398835538802
ACH-001197,-0.117458287258
ACH-001205,-0.746317666612
ACH-001211,-0.746889742648
ACH-001212,-0.766918702692
ACH-001228,-0.0660170651688
ACH-001232,-0.39631621225
ACH-001239,-0.479956781866
ACH-001274,-0.7921514708190001
ACH-001275,-0.646103162225
ACH-001277,-0.47939056608400005
ACH-001278,-0.6666791292199999
ACH-001280,-0.358053842703
ACH-001283,-0.120507839091
ACH-001289,-0.211952005361
ACH-001295,-0.164003604752
ACH-001300,-0.46559961684100004
ACH-001301,-0.46795234493
ACH-001302,-0.514935014598
ACH-001303,-0.363909511859
ACH-001306,-0.5527712102260001
ACH-001318,-0.345883392209
ACH-001322,-0.891349305363
ACH-001328,-0.49310765658399996
ACH-001332,-0.638516389861
ACH-001333,-0.368497849594
ACH-001336,-0.337949943794
ACH-001340,-0.983269632426
ACH-001346,-0.568143308063
ACH-001353,-0.9840757085140001
ACH-001354,-0.149533089933
ACH-001367,-0.45148364923999995
ACH-001368,-0.131531564663
ACH-001374,-0.8134336180889999
ACH-001375,-0.513478552751
ACH-001377,-0.493999157972
ACH-001380,-0.785238584532
ACH-001391,-0.890216415947
ACH-001407,-0.6502729118639999
ACH-001408,-0.929498771496
ACH-001413,-0.7336588182510001
ACH-001430,-0.306828510582
ACH-001431,-0.456241213531
ACH-001450,-0.130781120424
ACH-001496,-0.151527906781
ACH-001500,-0.980373080989
ACH-001521,-1.23415941568
ACH-001523,-0.8111296363230001
ACH-001532,-0.30755237682
ACH-001536,-0.8189019026109999
ACH-001550,-0.282350179533
ACH-001552,-0.685563200117
ACH-001554,-0.46999050926700003
ACH-001645,-0.213562704554
ACH-001654,-0.9056126606329999
ACH-001715,-0.340303209037
ACH-001735,-0.24623137473200002
ACH-001736,-0.0128662963025
ACH-001737,-0.58885972558
ACH-001740,-0.237324390842
ACH-001745,-0.285019759875
ACH-001750,-0.816556051905
ACH-001765,-0.115291181676
ACH-001956,-0.366238597289
ACH-001957,-0.276925545034
