,ILK (3611)
ACH-000004,-0.175656294939
ACH-000007,-0.853589430588
ACH-000009,-0.783919251997
ACH-000011,-1.26422750699
ACH-000012,-0.45841781116400004
ACH-000013,-0.290869853693
ACH-000014,-0.5061998747199999
ACH-000015,-0.45402486945299997
ACH-000017,-0.383881729405
ACH-000018,-0.8014111970469999
ACH-000019,-0.353298121585
ACH-000021,-0.591476636827
ACH-000022,-0.335100492203
ACH-000025,-0.9477043943600001
ACH-000028,-0.453142209213
ACH-000030,-0.963945722916
ACH-000035,-0.824889014131
ACH-000036,-0.816366601609
ACH-000037,-0.0316395292899
ACH-000039,-0.34713795663099994
ACH-000040,-0.812268988959
ACH-000041,-0.288230136007
ACH-000042,-0.429495917152
ACH-000045,-0.357564126654
ACH-000047,-0.8040089620640001
ACH-000052,-0.385148181389
ACH-000053,-0.046657275142099996
ACH-000054,-0.93840053221
ACH-000055,-0.031528297727
ACH-000060,-0.944735943118
ACH-000067,-0.488355258667
ACH-000070,-0.41899063775
ACH-000075,-0.659941270398
ACH-000078,-0.18584683868299998
ACH-000082,-0.381640939681
ACH-000085,-0.589071311598
ACH-000086,-0.316048751933
ACH-000087,-0.0805140892446
ACH-000092,-0.43456907360299996
ACH-000095,-0.19108697023
ACH-000097,-0.43461864792800003
ACH-000098,-0.7622593444750001
ACH-000099,-0.273006906233
ACH-000108,-0.572082761689
ACH-000113,-0.320153235744
ACH-000115,-0.153737425507
ACH-000116,-0.574683775075
ACH-000118,-0.736351529743
ACH-000120,-0.666979170696
ACH-000123,-0.269246823499
ACH-000127,-0.703794882896
ACH-000128,-0.359607869623
ACH-000132,-0.856064890551
ACH-000133,-0.35681377572800005
ACH-000137,-0.636433412076
ACH-000138,-0.9188613248849999
ACH-000142,-0.647739174443
ACH-000143,-0.5484766877080001
ACH-000146,0.319169721452
ACH-000148,-0.317089295157
ACH-000150,-0.42329737507
ACH-000152,-0.0623540446525
ACH-000153,-0.455076199282
ACH-000159,-0.35584706108999997
ACH-000160,-0.306881193435
ACH-000163,-0.636759289268
ACH-000167,-0.7647625047059999
ACH-000168,-0.252213496646
ACH-000169,-0.42508751979599996
ACH-000178,-0.652448780153
ACH-000182,-0.0991553034132
ACH-000183,-0.196191096062
ACH-000188,-0.657495408519
ACH-000189,-0.9893729258030001
ACH-000190,-0.09893783821789999
ACH-000198,-0.323934020241
ACH-000204,-0.367200462433
ACH-000206,-0.478292596392
ACH-000207,-0.08946054143960001
ACH-000211,-0.173478877546
ACH-000215,-0.7865007517829999
ACH-000221,0.0370667419995
ACH-000222,-0.516437836043
ACH-000223,-0.283268345797
ACH-000226,-0.341772683393
ACH-000227,-0.33593694175899996
ACH-000228,-0.564111123204
ACH-000231,-0.280815420216
ACH-000232,-0.773179317878
ACH-000233,-0.08871861902789999
ACH-000234,-0.30005568078899997
ACH-000235,-1.007054439
ACH-000237,-0.38059992072800003
ACH-000238,0.023663356875999998
ACH-000243,-0.526923837497
ACH-000244,-0.7225076534639999
ACH-000246,-0.9030501625309999
ACH-000248,-0.456189832618
ACH-000250,-0.303242169546
ACH-000251,-0.517379612665
ACH-000253,-0.27982795434999996
ACH-000255,-0.678763684506
ACH-000256,-0.745155862596
ACH-000257,-0.508239374053
ACH-000258,0.0342927110149
ACH-000259,-0.44336161922399997
ACH-000260,-0.607991719724
ACH-000261,-0.494766846538
ACH-000262,-0.42860910230300003
ACH-000263,-0.378220645018
ACH-000264,-0.384456435687
ACH-000265,-0.529047010781
ACH-000266,-0.798623574755
ACH-000272,-0.44339102993199997
ACH-000273,-0.583850314207
ACH-000274,-0.646345874594
ACH-000277,-0.22098450145100001
ACH-000278,-0.787922029571
ACH-000279,-0.22364319590999998
ACH-000280,-0.619856092468
ACH-000281,-0.8702622943230001
ACH-000288,-0.872405374394
ACH-000291,-0.6737429010629999
ACH-000293,-0.382567669974
ACH-000294,0.0056759453474300005
ACH-000295,-0.5318187487330001
ACH-000296,-0.38511970888400004
ACH-000302,-0.490666056179
ACH-000304,-0.395673634018
ACH-000307,-0.624715003054
ACH-000308,-0.59946271726
ACH-000310,-0.13642007058299999
ACH-000311,-0.777965716741
ACH-000312,-0.27020764918400003
ACH-000315,-0.0818619217331
ACH-000316,-0.605755212887
ACH-000317,-0.583091938419
ACH-000318,-0.490153049317
ACH-000319,-0.589578532258
ACH-000320,-0.8874314640629999
ACH-000322,-0.752954014304
ACH-000323,-0.504780019987
ACH-000324,-0.675568280448
ACH-000329,-0.294432789308
ACH-000330,-0.524971218213
ACH-000331,-0.8785460585830001
ACH-000332,-0.931791176926
ACH-000334,-0.5044299974249999
ACH-000335,-0.48964643018200005
ACH-000336,-0.578845618385
ACH-000337,-0.18570487570900002
ACH-000339,-0.823360727241
ACH-000341,-0.364231496603
ACH-000348,-0.693180076202
ACH-000350,-0.402849972046
ACH-000352,-0.134404755867
ACH-000356,-0.702601098941
ACH-000361,-0.468270597717
ACH-000362,-0.284092265693
ACH-000363,-0.050440781230100006
ACH-000364,-0.808146657976
ACH-000365,-0.244379456737
ACH-000366,-0.0420286930467
ACH-000368,-0.649826484234
ACH-000374,-0.178760681233
ACH-000375,-0.592363268164
ACH-000376,-0.608020203085
ACH-000381,-0.723656735922
ACH-000383,-0.424601102911
ACH-000387,-0.0663242583341
ACH-000389,-0.8707612506929999
ACH-000390,-0.28881018795
ACH-000393,-0.714268825979
ACH-000395,-1.4700835521899998
ACH-000397,-0.467127039022
ACH-000401,-0.779403607631
ACH-000402,-0.889968317918
ACH-000403,-1.0311395277600002
ACH-000404,-1.12059965355
ACH-000406,-0.010552858298200001
ACH-000407,-0.815511698556
ACH-000408,-0.934553821105
ACH-000410,-0.155887237919
ACH-000411,-0.493181937339
ACH-000414,-0.613685418069
ACH-000415,-0.270587270125
ACH-000416,-0.499357523016
ACH-000420,-0.840782053149
ACH-000421,-0.555704605987
ACH-000424,-0.23680778406
ACH-000425,-0.913649052885
ACH-000426,-0.46110053443800003
ACH-000427,-0.734961406424
ACH-000433,-0.606293616627
ACH-000436,-0.56961973698
ACH-000444,-0.49139574192
ACH-000445,-0.552466099549
ACH-000448,-0.296625465222
ACH-000450,-0.541074422579
ACH-000452,-0.33524103154199997
ACH-000454,-1.08757090028
ACH-000458,-0.9219491544220001
ACH-000459,-0.450669145941
ACH-000460,-0.78361420718
ACH-000461,-0.552217835758
ACH-000463,-0.577294369185
ACH-000464,-0.554971237956
ACH-000466,-0.534580238404
ACH-000467,-0.803123766682
ACH-000468,-0.8420057304080001
ACH-000469,-1.1294023466299998
ACH-000470,-0.710104147166
ACH-000471,-0.733536913406
ACH-000472,-0.303056216957
ACH-000473,-0.321656438748
ACH-000475,-0.185298496452
ACH-000476,-0.9810277282809999
ACH-000477,-0.6371308497129999
ACH-000480,-0.507762273965
ACH-000481,-0.373858539743
ACH-000483,-0.57630214081
ACH-000484,0.216406558544
ACH-000485,-0.741528668395
ACH-000486,-0.46186247093599997
ACH-000487,-0.21438938644799999
ACH-000488,-0.510988307526
ACH-000490,-0.994355221162
ACH-000491,-0.165956056825
ACH-000495,-0.570981913577
ACH-000496,-0.534468459502
ACH-000499,-0.568001785273
ACH-000500,-0.691879319328
ACH-000502,-0.635181280883
ACH-000503,-1.15096876231
ACH-000505,-0.721582858822
ACH-000507,-0.299426349876
ACH-000510,-0.20686937415999998
ACH-000511,-0.895720522251
ACH-000512,-0.0363123038428
ACH-000516,-0.396282483343
ACH-000517,-0.684363154584
ACH-000518,-0.9650859395370001
ACH-000520,-0.8696392688410001
ACH-000521,-0.741409215803
ACH-000522,-0.773683817307
ACH-000524,-0.839585413001
ACH-000527,-0.7361708433130001
ACH-000528,-0.42354119397600004
ACH-000537,-0.713621493694
ACH-000541,0.012168206695100001
ACH-000542,-0.46238616720200004
ACH-000544,-1.0192831175100001
ACH-000545,-0.55638195831
ACH-000547,-0.7199331182909999
ACH-000548,-0.40187068100199996
ACH-000549,-0.60245287011
ACH-000550,-0.547643842041
ACH-000552,-0.641913977285
ACH-000556,-0.283578473417
ACH-000557,0.180199083033
ACH-000570,-1.07059189075
ACH-000571,-0.0800848756606
ACH-000573,-0.0163847419446
ACH-000576,-0.144509860035
ACH-000580,-0.284018818389
ACH-000584,-0.733778193427
ACH-000585,-1.11833282636
ACH-000588,-0.370337922907
ACH-000589,-0.341476645018
ACH-000591,-0.8872470265710001
ACH-000593,-0.53111293115
ACH-000600,-0.944840089649
ACH-000601,-0.49466432402500005
ACH-000604,-0.359499539574
ACH-000605,-0.28290226403
ACH-000606,-0.437058624304
ACH-000608,-0.294289074204
ACH-000614,-0.8287097523800001
ACH-000616,-0.6126656551349999
ACH-000618,-0.41281982656599997
ACH-000619,-0.795362589236
ACH-000620,-0.6006399879950001
ACH-000621,-0.511502920742
ACH-000622,-0.471541069859
ACH-000623,-0.24592938844599999
ACH-000624,-0.16033819384099998
ACH-000627,-0.49201297115599996
ACH-000630,-0.881391322528
ACH-000632,-0.585625635275
ACH-000633,-0.5977232226
ACH-000637,-0.6448803570830001
ACH-000638,-0.29341554730999997
ACH-000646,-0.796672829868
ACH-000647,-0.922991778459
ACH-000648,-0.759497742663
ACH-000649,-0.57958126827
ACH-000651,-0.4893079228
ACH-000652,-0.316197103799
ACH-000653,-0.151322347839
ACH-000657,-0.95186724739
ACH-000658,-0.114785141035
ACH-000661,-0.966644720873
ACH-000662,-0.504183418657
ACH-000663,-0.8379613386220001
ACH-000665,-0.302437159628
ACH-000671,-0.6078413520889999
ACH-000673,-0.416562222073
ACH-000676,-0.12235600436499999
ACH-000677,-1.46826542912
ACH-000681,-0.693087087879
ACH-000682,-0.5311649808560001
ACH-000683,-0.12257257824500001
ACH-000684,-0.44275676583400003
ACH-000688,-0.9011281882700001
ACH-000693,-0.817380602503
ACH-000694,-0.508159786448
ACH-000695,-0.13826028284800002
ACH-000696,-0.209498351281
ACH-000697,-0.025352670480499998
ACH-000699,-0.308621072482
ACH-000701,-0.570004299138
ACH-000706,-0.46462270342399997
ACH-000711,-0.487708240343
ACH-000713,-0.945008019208
ACH-000714,-0.532297778888
ACH-000718,-0.554094833797
ACH-000720,-0.398874866373
ACH-000721,-0.413871062351
ACH-000724,-0.51063855183
ACH-000725,-0.14800650442299998
ACH-000732,-0.285193919611
ACH-000734,-0.399692958387
ACH-000735,-0.508029802139
ACH-000736,-1.15449288571
ACH-000738,-0.858693961729
ACH-000746,0.006427809359939999
ACH-000747,-1.26864737396
ACH-000748,-0.730754997247
ACH-000753,-0.214341848939
ACH-000756,-0.24906412693000005
ACH-000757,-0.39250716864600005
ACH-000758,-0.211033185384
ACH-000760,0.17324074746399998
ACH-000763,-0.244690197423
