,ARIH1 (25820)
ACH-000004,-1.15203826663
ACH-000007,-1.5123733334799998
ACH-000009,-1.39806277787
ACH-000011,-1.2471327751899999
ACH-000012,-1.20771326404
ACH-000013,-1.13793839108
ACH-000014,-0.924952345681
ACH-000015,-1.31588349158
ACH-000017,-1.7501111877400002
ACH-000018,-1.11947750673
ACH-000019,-0.811536321966
ACH-000021,-1.16735072349
ACH-000022,-1.4875370816
ACH-000025,-1.16332372722
ACH-000028,-1.15271580841
ACH-000030,-1.42856334351
ACH-000035,-1.14516275379
ACH-000036,-1.1868860517200002
ACH-000037,-1.15415008235
ACH-000039,-1.32206845717
ACH-000040,-1.35314902002
ACH-000041,-1.0920183902399998
ACH-000042,-1.49143782218
ACH-000045,-0.850958343409
ACH-000047,-1.29985187079
ACH-000052,-1.25098016511
ACH-000053,-1.05719052414
ACH-000054,-1.2596658988
ACH-000055,-1.29870091135
ACH-000060,-1.36826044201
ACH-000067,-1.2395803586
ACH-000070,-1.55800582193
ACH-000075,-1.27508802381
ACH-000078,-0.490286546488
ACH-000082,-0.9916268375120001
ACH-000085,-1.4567438408000002
ACH-000086,-1.14138802309
ACH-000087,-1.051231063
ACH-000092,-1.28697911199
ACH-000095,-1.4490124761399998
ACH-000097,-1.4247333804799998
ACH-000098,-1.1385185519499998
ACH-000099,-1.25265691281
ACH-000108,-1.12183802018
ACH-000113,-1.2451231977200001
ACH-000115,-1.5513006067299997
ACH-000116,-1.5745186449200002
ACH-000118,-1.3821052822100002
ACH-000120,-1.01880988466
ACH-000123,-1.25375623435
ACH-000127,-1.36385991185
ACH-000128,-1.39102274935
ACH-000132,-1.83248420247
ACH-000133,-1.23346127555
ACH-000137,-1.24179628799
ACH-000138,-1.4141051844900001
ACH-000142,-1.0694808862899998
ACH-000143,-1.52558979879
ACH-000146,-1.4852709175299998
ACH-000148,-1.40260476438
ACH-000150,-1.21579019656
ACH-000152,-0.931397369517
ACH-000153,-1.06060202732
ACH-000159,-1.46187297068
ACH-000160,-1.7264427178200001
ACH-000163,-1.2568441567200002
ACH-000167,-1.79685702479
ACH-000168,-1.28871551046
ACH-000169,-1.29542212736
ACH-000178,-1.38794045355
ACH-000182,-1.5130927593099999
ACH-000183,-1.6161280854799998
ACH-000188,-1.22650289685
ACH-000189,-1.5483453649899999
ACH-000190,-1.51148384465
ACH-000198,-1.0101076704
ACH-000204,-1.59912773253
ACH-000206,-1.15079242069
ACH-000207,-1.55976838763
ACH-000211,-1.32364435211
ACH-000215,-1.32110219639
ACH-000221,-0.9445716584720001
ACH-000222,-1.34871964333
ACH-000223,-1.8449806233000001
ACH-000226,-0.8191895783230001
ACH-000227,-1.0778597475299998
ACH-000228,-1.07423468867
ACH-000231,-1.42181408598
ACH-000232,-1.30506460417
ACH-000233,-1.42879021801
ACH-000234,-1.5067418047799999
ACH-000235,-1.34066588865
ACH-000237,-1.1671291798399999
ACH-000238,-1.30768232532
ACH-000243,-1.52898058146
ACH-000244,-1.01211278287
ACH-000246,-1.229027678
ACH-000248,-1.4086590311000002
ACH-000250,-1.40872693724
ACH-000251,-1.80758689873
ACH-000253,-1.54185111988
ACH-000255,-1.27841954201
ACH-000256,-1.6654026818099998
ACH-000257,-1.09208156576
ACH-000258,-1.0844063744299999
ACH-000259,-1.2681780677799999
ACH-000260,-1.0290507098700001
ACH-000261,-1.26869515839
ACH-000262,-1.25795402696
ACH-000263,-1.67445692361
ACH-000264,-0.9024320834080001
ACH-000265,-1.22142695975
ACH-000266,-1.30131211924
ACH-000272,-1.32159652316
ACH-000273,-1.2763689014
ACH-000274,-0.9073328957619999
ACH-000277,-1.76142083282
ACH-000278,-1.07703886761
ACH-000279,-1.27119356537
ACH-000280,-1.22428365343
ACH-000281,-1.26805720283
ACH-000288,-1.23498440317
ACH-000291,-1.3867572453600001
ACH-000293,-1.74777262967
ACH-000294,-1.3680674239200001
ACH-000295,-1.2084372886
ACH-000296,-1.43576933329
ACH-000302,-1.4600781702799999
ACH-000304,-1.26585426442
ACH-000307,-1.1520774403
ACH-000308,-0.7426269968420001
ACH-000310,-0.889725332458
ACH-000311,-1.0873530769700002
ACH-000312,-0.9405499608429999
ACH-000315,-1.29481324298
ACH-000316,-1.01083398909
ACH-000317,-1.38172164883
ACH-000318,-1.21932248801
ACH-000319,-1.17929088421
ACH-000320,-1.63509482575
ACH-000322,-1.0357924632200002
ACH-000323,-1.1870187122600002
ACH-000324,-1.33150403465
ACH-000329,-1.7206229338499999
ACH-000330,-1.28885944864
ACH-000331,-1.34901012811
ACH-000332,-1.37127157236
ACH-000334,-1.7654288757799999
ACH-000335,-1.4247298872999998
ACH-000336,-1.39582295099
ACH-000337,-0.7735407361650001
ACH-000339,-1.29743628745
ACH-000341,-0.852538385907
ACH-000348,-1.25311136204
ACH-000350,-1.60302105403
ACH-000352,-1.60451745385
ACH-000356,-1.4192994495200002
ACH-000361,-1.32149254891
ACH-000362,-1.29516875457
ACH-000363,-1.65417923873
ACH-000364,-1.0731004845299998
ACH-000365,-1.45708716758
ACH-000366,-0.8219273724230001
ACH-000368,-1.3555283730599998
ACH-000374,-1.5487713094799997
ACH-000375,-1.31912742912
ACH-000376,-1.28995672699
ACH-000381,-1.2284919047
ACH-000383,-1.47659992576
ACH-000387,-1.3674242197400002
ACH-000389,-1.17961806123
ACH-000390,-1.55227188648
ACH-000393,-1.4060187413799998
ACH-000395,-1.2907438697799998
ACH-000397,-1.36542113414
ACH-000401,-1.28483517934
ACH-000402,-1.5226674350799998
ACH-000403,-1.3492567088499998
ACH-000404,-1.59229490329
ACH-000406,-1.10008848778
ACH-000407,-1.12633706609
ACH-000408,-1.2684505127299999
ACH-000410,-1.17258239181
ACH-000411,-1.0986412934999998
ACH-000414,-1.17693755035
ACH-000415,-1.14130609131
ACH-000416,-1.29453162941
ACH-000420,-1.47025448508
ACH-000421,-1.3842212931
ACH-000424,-1.1786203094499998
ACH-000425,-1.35219970883
ACH-000426,-1.9562556714200001
ACH-000427,-1.8764825335799997
ACH-000433,-0.71307253673
ACH-000436,-1.5740882063100001
ACH-000444,-1.05772345484
ACH-000445,-1.06251250827
ACH-000448,-1.27091080635
ACH-000450,-0.8173348602689999
ACH-000452,-1.2603930984799998
ACH-000454,-1.7864937150099998
ACH-000458,-1.41772199271
ACH-000459,-1.04571049067
ACH-000460,-1.31592960882
ACH-000461,-1.2194151179200001
ACH-000463,-1.27990636148
ACH-000464,-1.44466014972
ACH-000466,-1.9725803086400002
ACH-000467,-1.53544081024
ACH-000468,-1.15283618468
ACH-000469,-1.19245284731
ACH-000470,-2.0228794277
ACH-000471,-1.4609988748700002
ACH-000472,-1.68219871342
ACH-000473,-1.37468507019
ACH-000475,-1.4755004089500001
ACH-000476,-1.58123687153
ACH-000477,-1.46099621924
ACH-000480,-1.3591802258599999
ACH-000481,-1.3886609572100002
ACH-000483,-1.7032029063
ACH-000484,-1.36686856105
ACH-000485,-1.05736039263
ACH-000486,-1.18770090455
ACH-000487,-1.49994729285
ACH-000488,-1.52280613928
ACH-000490,-1.2526025806799999
ACH-000491,-0.9755760986799998
ACH-000495,-1.5740349531
ACH-000496,-1.12462182541
ACH-000499,-0.947429721566
ACH-000500,-2.38304918207
ACH-000502,-0.9783258009799999
ACH-000503,-1.09687260236
ACH-000505,-1.2830635053200001
ACH-000507,-1.4861098021999999
ACH-000510,-1.2986535609
ACH-000511,-1.14086953518
ACH-000512,-1.10574561174
ACH-000516,-1.4704958186000001
ACH-000517,-1.6251786395399999
ACH-000518,-1.4520762500600002
ACH-000520,-1.3818610631200001
ACH-000521,-1.30159418997
ACH-000522,-1.6797507184600002
ACH-000524,-1.16158871236
ACH-000527,-1.2738392512899999
ACH-000528,-1.2583204377700001
ACH-000537,-1.4730376570500001
ACH-000541,-1.2313196935100001
ACH-000542,-1.34681473727
ACH-000544,-1.2298485184
ACH-000545,-1.18144728359
ACH-000547,-1.33298030086
ACH-000548,-1.6765820634600002
ACH-000549,-1.4520437930399999
ACH-000550,-1.23289272254
ACH-000552,-1.33276513232
ACH-000556,-1.4259718787
ACH-000557,-0.65548416058
ACH-000570,-1.16401883841
ACH-000571,-1.5779105849500001
ACH-000573,-0.881040136919
ACH-000576,-1.48855262766
ACH-000580,-1.10333172313
ACH-000584,-1.4207957743900002
ACH-000585,-1.55966831558
ACH-000588,-1.30658067
ACH-000589,-1.31052046371
ACH-000591,-1.19596408646
ACH-000593,-1.5600187891100001
ACH-000600,-1.44768615125
ACH-000601,-1.4125956337999999
ACH-000604,-1.05477800751
ACH-000605,-1.40705206833
ACH-000606,-1.26604215034
ACH-000608,-1.6801408553400001
ACH-000614,-0.919764080528
ACH-000616,-1.13595750598
ACH-000618,-1.52466756116
ACH-000619,-1.2561551838299998
ACH-000620,-1.5693037427
ACH-000621,-0.708689501808
ACH-000622,-1.4481637588
ACH-000623,-1.69963844102
ACH-000624,-1.2965763672700001
ACH-000627,-1.25991585658
ACH-000630,-1.17915359719
ACH-000632,-1.04508516794
ACH-000633,-1.6409181210600001
ACH-000637,-1.7762123777400003
ACH-000638,-1.28601834745
ACH-000646,-1.67985317213
ACH-000647,-1.38462020261
ACH-000648,-1.1781956285200001
ACH-000649,-1.40772467373
ACH-000651,-1.34088329405
ACH-000652,-1.18745599381
ACH-000653,-1.55288859124
ACH-000657,-1.3475336381999998
ACH-000658,-1.4578139891
ACH-000661,-1.3109047169399999
ACH-000662,-1.55138821132
ACH-000663,-1.18237844342
ACH-000665,-0.881721458171
ACH-000671,-1.47239543722
ACH-000673,-1.30418675362
ACH-000676,-1.19678963457
ACH-000677,-1.80360030809
ACH-000681,-1.16408705256
ACH-000682,-1.25427043472
ACH-000683,-1.64848494354
ACH-000684,-0.665553369689
ACH-000688,-0.613930132944
ACH-000693,-1.4063742851299998
ACH-000694,-1.3077759906200002
ACH-000695,-1.0763219984999999
ACH-000696,-1.3073999036700001
ACH-000697,-1.0755914904100001
ACH-000699,-1.1429061642799998
ACH-000701,-1.5392329359999999
ACH-000706,-1.24500285766
ACH-000711,-1.46241273187
ACH-000713,-1.37223843619
ACH-000714,-1.51923756455
ACH-000718,-1.77346975007
ACH-000720,-1.33963428097
ACH-000721,-1.51783615474
ACH-000724,-0.884044567615
ACH-000725,-1.5608894592500002
ACH-000732,-1.41942427937
ACH-000734,-1.29460596828
ACH-000735,-1.33641086309
ACH-000736,-1.4720814100600002
ACH-000738,-1.35829672498
ACH-000746,-1.2944477666
ACH-000747,-1.25060348154
ACH-000748,-1.13631678229
ACH-000753,-1.266701785
ACH-000756,-1.53479381183
ACH-000757,-1.16977016135
ACH-000758,-1.23839371961
ACH-000760,-1.46567089074
ACH-000763,-2.1722708851299997
ACH-000764,-1.11236028379
ACH-000765,-1.42934152102
ACH-000766,-1.17656968153
ACH-000767,-1.51003834115
ACH-000768,-1.3128780513
ACH-000769,-1.27078343375
ACH-000770,-1.1725958708700002
ACH-000771,-1.2952104447
ACH-000773,-1.16479704335
ACH-000776,-1.48108482622
ACH-000777,-1.1379326714700002
ACH-000778,-1.8773590112599998
ACH-000781,-1.31136730485
ACH-000782,-1.5783248630899998
ACH-000783,-2.17590655037
ACH-000784,-1.2011849911599999
ACH-000785,-1.38230937666
ACH-000787,-1.1574173889700001
ACH-000788,-1.1338611245399999
ACH-000791,-1.51851073998
ACH-000792,-1.3697348347799998
ACH-000794,-1.2213357351899998
ACH-000796,-1.63783132518
ACH-000799,-1.31098680698
ACH-000800,-1.43670179951
ACH-000802,-1.27301849425
ACH-000804,-1.16752487795
ACH-000805,-1.27425857611
ACH-000809,-1.18025275224
ACH-000810,-0.972120924623
ACH-000811,-0.8507227342479999
ACH-000817,-1.4773003500100002
ACH-000819,-1.35299605535
ACH-000820,-1.3870539422100001
ACH-000821,-2.00601236877
ACH-000822,-1.57815191995
ACH-000823,-1.40016712206
ACH-000824,-1.0224609787
ACH-000827,-1.2897335012
ACH-000829,-0.774669046465
ACH-000831,-1.37110037593
ACH-000832,-1.23812372834
ACH-000833,-1.4421456459
ACH-000834,-1.26329868152
ACH-000835,-1.3384777274500002
ACH-000836,-1.4314321531099998
ACH-000837,-1.28604201981
