,NIT1 (4817)
ACH-000004,-0.0968714846792
ACH-000007,-0.15408814237500001
ACH-000009,-0.44525877321400004
ACH-000011,-0.26227637326
ACH-000012,-0.197946754553
ACH-000013,-0.11746760782400001
ACH-000014,-0.264357210103
ACH-000015,-0.319028459767
ACH-000017,0.0430914788775
ACH-000018,-0.330754715551
ACH-000019,-0.244212950908
ACH-000021,-0.24945828288400002
ACH-000022,-0.0787955600436
ACH-000025,-0.18278407465799998
ACH-000028,-0.308369481076
ACH-000030,-0.161738321895
ACH-000035,-0.189946660931
ACH-000036,0.0366439872575
ACH-000037,-0.292170859984
ACH-000039,-0.238350368444
ACH-000040,-0.167086273254
ACH-000041,-0.453669879334
ACH-000042,-0.0332458484663
ACH-000045,-0.16887380859200002
ACH-000047,-0.0997778690759
ACH-000052,-0.355806481448
ACH-000053,-0.20399603824
ACH-000054,-0.256771865499
ACH-000055,-0.123730580945
ACH-000060,-0.175273177803
ACH-000067,-0.143869321501
ACH-000070,-0.37523409018299997
ACH-000075,-0.07566559761210001
ACH-000078,-0.12506645412999998
ACH-000082,-0.244904414069
ACH-000085,-0.0615551741055
ACH-000086,-0.311116796761
ACH-000087,-0.10910797738500001
ACH-000092,-0.199771524845
ACH-000095,-0.258757908281
ACH-000097,-0.09506466401210001
ACH-000098,0.0083591304406
ACH-000099,-0.253343017635
ACH-000108,-0.114444696621
ACH-000113,-0.208835749484
ACH-000115,-0.0762855873756
ACH-000116,-0.199933418802
ACH-000118,-0.16671042361400001
ACH-000120,-0.153319414558
ACH-000123,-0.18106248016600002
ACH-000127,-0.21867851355999998
ACH-000128,0.00478326954892
ACH-000132,-0.314349590019
ACH-000133,-0.326514971925
ACH-000137,-0.0714328758087
ACH-000138,-0.127492302639
ACH-000142,-0.126312308809
ACH-000143,0.0413207508046
ACH-000146,-0.187169950665
ACH-000148,-0.228861842853
ACH-000150,-0.0646806683148
ACH-000152,-0.14752477069
ACH-000153,-0.60027310782
ACH-000159,-0.32339663966
ACH-000160,-0.048840681358199994
ACH-000163,-0.291342405662
ACH-000167,-0.522269257997
ACH-000168,-0.28325576541499997
ACH-000169,-0.23299719036400002
ACH-000178,-0.129540631867
ACH-000182,-0.189967574098
ACH-000183,-0.278668246928
ACH-000188,-0.1282235434
ACH-000189,-0.29602074024700004
ACH-000190,0.265813972654
ACH-000198,-0.242363861983
ACH-000204,-0.45387771982600006
ACH-000206,-0.331777886058
ACH-000207,0.137262682557
ACH-000211,-0.179195970065
ACH-000215,-0.16952822201900003
ACH-000221,-0.15904787237
ACH-000222,-0.19374877645999997
ACH-000223,-0.141977824997
ACH-000226,-0.187351783821
ACH-000227,-0.432001144879
ACH-000228,-0.132458916528
ACH-000231,-0.267453874713
ACH-000232,-0.104584731074
ACH-000233,-0.23583188396699997
ACH-000234,-0.307498889519
ACH-000235,-0.16961049589000002
ACH-000237,-0.11818071324000001
ACH-000238,-0.214747351235
ACH-000243,-0.11463950195999999
ACH-000244,-0.238197502595
ACH-000246,-0.062313495250199996
ACH-000248,-0.0985674201677
ACH-000250,-0.123937063293
ACH-000251,-0.12017209092
ACH-000253,-0.28057661096299996
ACH-000255,-0.21892731509899999
ACH-000256,-0.0161921209391
ACH-000257,0.0892712189016
ACH-000258,-0.467851206686
ACH-000259,-0.118068028469
ACH-000260,-0.167541946385
ACH-000261,-0.220219814344
ACH-000262,0.05197831727530001
ACH-000263,0.0224773883318
ACH-000264,-0.304431689124
ACH-000265,-0.106175875545
ACH-000266,-0.15319778292300001
ACH-000272,-0.288617039497
ACH-000273,-0.2218350666
ACH-000274,-0.210420905972
ACH-000277,-0.157267168049
ACH-000278,-0.103766808806
ACH-000279,-0.139078502867
ACH-000280,-0.252936724896
ACH-000281,-0.207099119784
ACH-000288,-0.184371496571
ACH-000291,-0.13562714019400002
ACH-000293,-0.39222109292199997
ACH-000294,-0.0397910728285
ACH-000295,-0.0840612265602
ACH-000296,-0.154983773073
ACH-000302,-0.076103278784
ACH-000304,0.15376180402
ACH-000307,-0.11787432897
ACH-000308,-0.272466237645
ACH-000310,-0.202955498808
ACH-000311,-0.322064000801
ACH-000312,-0.056142146206400005
ACH-000315,0.125091235529
ACH-000316,-0.149059357759
ACH-000317,-0.2808901688
ACH-000318,-0.43100683533399997
ACH-000319,-0.15313438778400001
ACH-000320,-0.21758244009
ACH-000322,-0.10747684566
ACH-000323,0.000987708119877
ACH-000324,-0.19492305171799998
ACH-000329,-0.298361867988
ACH-000330,0.071202773617
ACH-000331,-0.35242000179399996
