,MRPS36 (92259)
ACH-000004,-0.29384696383299996
ACH-000007,-0.0553015911259
ACH-000009,-0.409478207726
ACH-000011,-0.286965379331
ACH-000012,-0.350694811139
ACH-000013,-0.135181500341
ACH-000014,-0.217965936468
ACH-000015,-0.22085981347199998
ACH-000017,-0.44387465864500003
ACH-000018,-0.41946100491599997
ACH-000019,-0.26116652391600004
ACH-000021,-0.24029857236699997
ACH-000022,-0.08487948203870001
ACH-000025,-0.16837829310199998
ACH-000028,-0.296561048151
ACH-000030,-0.232315884774
ACH-000035,-0.27291670780099997
ACH-000036,-0.261632553191
ACH-000037,-0.43229952033999997
ACH-000039,-0.506319334781
ACH-000040,-0.164293550699
ACH-000041,-0.364672609709
ACH-000042,-0.326379258883
ACH-000045,-0.0950125502508
ACH-000047,-0.35785144845100003
ACH-000052,-0.35203961235299996
ACH-000053,-0.17220837161
ACH-000054,-0.429676879062
ACH-000055,-0.336221900138
ACH-000060,-0.378557989451
ACH-000067,-0.28093764581999997
ACH-000070,-0.5093407166699999
ACH-000075,-0.198356270089
ACH-000078,-0.508587655676
ACH-000082,-0.350935256144
ACH-000085,-0.19554073121399998
ACH-000086,-0.285597226757
ACH-000087,-0.43072307176700003
ACH-000092,-0.367281930426
ACH-000095,-0.315443278589
ACH-000097,-0.247124682989
ACH-000098,-0.355461989941
ACH-000099,-0.553646685761
ACH-000108,-0.214157199071
ACH-000113,-0.23206710895799998
ACH-000115,-0.312880505785
ACH-000116,-0.275094675934
ACH-000118,-0.198545232161
ACH-000120,-0.37259920382100004
ACH-000123,-0.159079420327
ACH-000127,-0.536997303403
ACH-000128,-0.479908580726
ACH-000132,-0.5852635016059999
ACH-000133,-0.287309448855
ACH-000137,-0.173630907203
ACH-000138,-0.10208319365900001
ACH-000142,-0.36810059583800003
ACH-000143,-0.198749580455
ACH-000146,-0.16769483584
ACH-000148,-0.416192590058
ACH-000150,-0.0460076932002
ACH-000152,-0.0292121620555
ACH-000153,-0.0631840697574
ACH-000159,-0.32141834999499996
ACH-000160,-0.26452853124000003
ACH-000163,-0.286209692122
ACH-000167,-0.614933140345
ACH-000168,-0.398393775254
ACH-000169,-0.10782669639699999
ACH-000178,-0.243547426004
ACH-000182,-0.332357035784
ACH-000183,-0.26836269278999997
ACH-000188,-0.189594733673
ACH-000189,-0.374330320471
ACH-000190,-0.33141045721900003
ACH-000198,-0.34333240115900004
ACH-000204,-0.41309865284599995
ACH-000206,-0.289477840263
ACH-000207,-0.480863196602
ACH-000211,-0.29560444276299996
ACH-000215,-0.12784452193499998
ACH-000221,-0.576832307367
ACH-000222,-0.26350159237599996
ACH-000223,-0.415454115534
ACH-000226,-0.312690675738
ACH-000227,-0.651183308002
ACH-000228,-0.509850599792
ACH-000231,-0.261842421434
ACH-000232,-0.430956402043
ACH-000233,-0.169928357053
ACH-000234,-0.426962083055
ACH-000235,-0.451244559327
ACH-000237,-0.307534427301
ACH-000238,-0.124798469179
ACH-000243,-0.271526469664
ACH-000244,-0.339917928109
ACH-000246,-0.29814530103
ACH-000248,-0.424364717135
ACH-000250,-0.334210447162
ACH-000251,-0.363022278607
ACH-000253,-0.26551383694
ACH-000255,-0.219504858929
ACH-000256,-0.266166785115
ACH-000257,-0.073262228684
ACH-000258,-0.111037272915
ACH-000259,-0.373517809559
ACH-000260,-0.317173680783
ACH-000261,-0.328098801645
ACH-000262,-0.314821742931
ACH-000263,-0.274922428013
ACH-000264,-0.353037579578
ACH-000265,-0.0400575206729
ACH-000266,-0.397255268897
ACH-000272,-0.21012344092799998
ACH-000273,-0.36950908718599995
ACH-000274,-0.461014511023
ACH-000277,-0.480616036772
ACH-000278,-0.140506000469
ACH-000279,-0.46956621475
ACH-000280,-0.162472181046
ACH-000281,-0.31993621247299997
ACH-000288,-0.203529190188
ACH-000291,-0.21029759452100003
ACH-000293,-0.487349277204
ACH-000294,-0.0827844206643
ACH-000295,-0.17360977398400002
ACH-000296,-0.073408997341
ACH-000302,-0.371260583912
ACH-000304,-0.17921047026599998
ACH-000307,-0.232381345448
ACH-000308,-0.190086195623
ACH-000310,-0.533066848304
ACH-000311,-0.312870180942
ACH-000312,-0.179952839222
ACH-000315,-0.336566900366
ACH-000316,-0.27455584096
ACH-000317,-0.335776691206
ACH-000318,-0.39112953592699995
ACH-000319,-0.400879819589
ACH-000320,-0.48488098534699997
ACH-000322,-0.0380466005913
ACH-000323,-0.273168166411
ACH-000324,-0.165945068572
ACH-000329,-0.19392693748700002
ACH-000330,-0.314625464126
ACH-000331,-0.273560139829
ACH-000332,-0.23633825442200002
ACH-000334,-0.18548007644900003
ACH-000335,-0.296918490009
ACH-000336,-0.269320757696
ACH-000337,-0.047507549774699995
ACH-000339,-0.497367376888
ACH-000341,0.060302537948
ACH-000348,-0.28662181988200003
ACH-000350,-0.16496407908299998
ACH-000352,-0.421134752504
ACH-000356,-0.263308147389
ACH-000361,-0.148370250516
ACH-000362,-0.178028576534
ACH-000363,-0.43274640671000003
ACH-000364,-0.07082815091469999
ACH-000365,-0.38246346512900004
ACH-000366,-0.208878448864
ACH-000368,-0.264623108111
ACH-000374,-0.45521351147
ACH-000375,-0.154527279676
ACH-000376,-0.169250616589
ACH-000381,-0.0205010418589
ACH-000383,-0.302882482615
ACH-000387,-0.201678347441
ACH-000389,-0.125411944416
ACH-000390,-0.36862228213299997
ACH-000393,-0.616862328159
ACH-000395,-0.372895837156
ACH-000397,-0.21593274446999997
ACH-000401,-0.35485990013700003
ACH-000402,-0.173083296881
ACH-000403,-0.108142112935
ACH-000404,-0.714073381802
ACH-000406,-0.48201455241999996
ACH-000407,-0.48031465009499996
ACH-000408,-0.177629675948
ACH-000410,-0.172443358145
ACH-000411,-0.16195597653
ACH-000414,-0.327629393259
ACH-000415,-0.24637953034
ACH-000416,-0.416110808725
ACH-000420,-0.375913722565
ACH-000421,-0.097552376352
ACH-000424,-0.27567720366799997
ACH-000425,-0.431871419374
ACH-000426,-0.206778239973
ACH-000427,-0.260308698914
ACH-000433,-0.322240850287
ACH-000436,-0.171597923682
ACH-000444,-0.546488786317
ACH-000445,-0.339754024756
ACH-000448,-0.254550665241
ACH-000450,-0.14586768898299998
ACH-000452,-0.121140160397
ACH-000454,-0.399241657434
ACH-000458,-0.239744834156
ACH-000459,-0.196218951217
ACH-000460,-0.166375608009
ACH-000461,-0.439613964985
ACH-000463,-0.453263524217
ACH-000464,-0.12702515808
ACH-000466,-0.387006162408
ACH-000467,-0.254031775151
ACH-000468,-0.177999009067
ACH-000469,-0.255244252401
ACH-000470,-0.363430457271
ACH-000471,-0.12137751706199999
ACH-000472,-0.219409128522
ACH-000473,-0.09544065159710001
ACH-000475,-0.310703002022
ACH-000476,-0.268022663019
ACH-000477,-0.298872860783
ACH-000480,-0.07895535975569999
ACH-000481,-0.344786317382
ACH-000483,-0.274174937031
ACH-000484,-0.310584652848
ACH-000485,-0.31040503720699997
ACH-000486,-0.41693152239299996
ACH-000487,-0.569144723235
ACH-000488,-0.123982453066
ACH-000490,-0.18940891928599998
ACH-000491,-0.19237088947
ACH-000495,-0.451731462582
ACH-000496,-0.172652228427
ACH-000499,-0.195591320752
ACH-000500,-0.427241224169
ACH-000502,-0.0893180621088
ACH-000503,-0.46589632013899995
ACH-000505,-0.408560070468
ACH-000507,-0.225249967826
ACH-000510,-0.152507679415
ACH-000511,-0.36362643350999996
ACH-000512,-0.590736463172
ACH-000516,-0.256676562413
ACH-000517,-0.333758346495
ACH-000518,-0.323742212552
ACH-000520,-0.509589092151
ACH-000521,-0.26525429393100003
ACH-000522,-0.36762121581
ACH-000524,-0.270945126997
ACH-000527,-0.414242477822
ACH-000528,-0.209028022767
