,QRSL1 (55278)
ACH-000004,-0.49520353788800003
ACH-000007,-0.784460098113
ACH-000009,-0.695500491594
ACH-000011,-0.196547462281
ACH-000012,-0.9399383460200001
ACH-000013,-0.565419196738
ACH-000014,-0.57072329402
ACH-000015,-0.666510135701
ACH-000017,-0.501165454554
ACH-000018,-0.901309331787
ACH-000019,-0.7059986545460001
ACH-000021,-0.5945036427170001
ACH-000022,-0.60538004581
ACH-000025,-0.821463187326
ACH-000028,-0.668847053121
ACH-000030,-0.7546276931020001
ACH-000035,-1.08792111501
ACH-000036,-0.10356313787699999
ACH-000037,-0.618129705991
ACH-000039,-0.536748432253
ACH-000040,-0.368957841083
ACH-000041,-0.610977073519
ACH-000042,-0.569180937911
ACH-000045,-0.42868375670500003
ACH-000047,-0.787452311797
ACH-000052,-0.28530985315900004
ACH-000053,-0.427302514102
ACH-000054,-0.648068450968
ACH-000055,-0.549790961592
ACH-000060,-0.473630851228
ACH-000067,-0.35455310610600005
ACH-000070,-0.9284562925830001
ACH-000075,-0.39524408364600006
ACH-000078,-0.6578399386930001
ACH-000082,-0.270314187931
ACH-000085,-0.482229476337
ACH-000086,-0.9550760593529999
ACH-000087,-0.542370021448
ACH-000092,-0.208966801194
ACH-000095,-0.30910633875300003
ACH-000097,-0.49182343554700003
ACH-000098,-0.374061696021
ACH-000099,-0.7969826187190001
ACH-000108,-0.42184992525700005
ACH-000113,-0.543802208528
ACH-000115,-0.38695161281199997
ACH-000116,-0.5225416568119999
ACH-000118,-0.9248793472429999
ACH-000120,-0.438770587193
ACH-000123,-0.716076480679
ACH-000127,-0.908926862244
ACH-000128,-0.7996442848209999
ACH-000132,-0.512358221357
ACH-000133,-0.40054810440899996
ACH-000137,-0.39055741003399996
ACH-000138,-0.81391829143
ACH-000142,-0.314458427895
ACH-000143,-0.683493992078
ACH-000146,-0.484664140246
ACH-000148,-0.7524261996610001
ACH-000150,-0.730635902877
ACH-000152,-0.156168949143
ACH-000153,-0.5711386675519999
ACH-000159,-0.375443259292
ACH-000160,-0.691170135537
ACH-000163,-0.50754863593
ACH-000167,-0.226516303635
ACH-000168,-0.458374062288
ACH-000169,-0.37295322533200004
ACH-000178,-0.630776487529
ACH-000182,-0.920708644754
ACH-000183,-0.66952975007
ACH-000188,-0.342316167666
ACH-000189,-0.915702732647
ACH-000190,-1.28048675045
ACH-000198,-0.492585896
ACH-000204,-0.937368278239
ACH-000206,-0.20970615512899998
ACH-000207,-0.8499276454449999
ACH-000211,-0.566950987017
ACH-000215,-0.707465352308
ACH-000221,-1.03858208126
ACH-000222,-0.7212114566410001
ACH-000223,-0.585098773536
ACH-000226,-0.7533950399189999
ACH-000227,-0.638920220299
ACH-000228,-0.5701935253930001
ACH-000231,-0.715209404647
ACH-000232,-0.604999401449
ACH-000233,-0.565047378476
ACH-000234,-0.542824840735
ACH-000235,-0.581254113076
ACH-000237,0.0400421222133
ACH-000238,-0.6308174394100001
ACH-000243,-0.49636457831200004
ACH-000244,-0.5090230927139999
ACH-000246,-0.7109912456999999
ACH-000248,-0.9260597528550001
ACH-000250,-0.237516585711
ACH-000251,-0.768546021118
ACH-000253,-0.443000255641
ACH-000255,-0.41163076966300005
ACH-000256,-0.122577621004
ACH-000257,-0.742189932167
ACH-000258,-0.475386760979
ACH-000259,-0.8809941231659999
ACH-000260,-0.422604716138
ACH-000261,-0.697702121409
ACH-000262,-0.450738445701
ACH-000263,-0.388918954418
ACH-000264,-0.6246888369820001
ACH-000265,-0.676276678056
ACH-000266,-0.32914210967199997
ACH-000272,-0.391305973633
ACH-000273,-0.8404676754520001
ACH-000274,-0.46896688036399997
ACH-000277,-0.570794721009
ACH-000278,-0.174309931554
ACH-000279,-1.15706347367
ACH-000280,-0.53922673775
ACH-000281,-1.05496830206
ACH-000288,-0.937778796868
ACH-000291,-0.43505333039899996
ACH-000293,-0.413763296075
ACH-000294,-0.819230557507
ACH-000295,-0.653761856843
ACH-000296,-0.804686477339
ACH-000302,-0.51776075395
ACH-000304,-0.845908485491
ACH-000307,-0.703891984157
ACH-000308,-0.480610967087
ACH-000310,-0.5542205721419999
ACH-000311,-0.733852176532
ACH-000312,-0.7857572451899999
ACH-000315,-0.554329098448
ACH-000316,-0.5968537381
ACH-000317,-1.44033191942
ACH-000318,-0.319092655711
ACH-000319,-0.285281905417
ACH-000320,-1.01780142172
ACH-000322,-0.5082297909100001
ACH-000323,-0.7781492642460001
ACH-000324,-0.605565273494
ACH-000329,-0.768913350749
ACH-000330,-0.498193553225
ACH-000331,-0.6428856767059999
ACH-000332,-0.18651643897599998
ACH-000334,-0.5122982646249999
ACH-000335,-0.548991790774
ACH-000336,-0.63575727347
ACH-000337,-0.593618597997
ACH-000339,-0.722339691968
ACH-000341,-0.714229577121
ACH-000348,-0.388622492473
ACH-000350,-0.584693271368
