,TTC7B (145567)
ACH-000004,-0.119940998497
ACH-000007,0.111156625081
ACH-000009,0.0613052593054
ACH-000011,0.0946207538533
ACH-000012,-0.0536201114268
ACH-000013,-0.0136948379078
ACH-000014,-0.153039846378
ACH-000015,0.0675452644107
ACH-000017,-0.39195054724399997
ACH-000018,-0.18425526465599998
ACH-000019,-0.27652521500300004
ACH-000021,-0.0432390428598
ACH-000022,-0.0056604469584900004
ACH-000025,0.025479918282499996
ACH-000028,0.0257850181696
ACH-000030,-0.0041246552761799995
ACH-000035,0.11166820474099999
ACH-000036,0.04585421265319999
ACH-000037,-0.116787529825
ACH-000039,-0.64883404634
ACH-000040,-0.0919887065858
ACH-000041,-0.318122890418
ACH-000042,-0.030172656715700002
ACH-000045,0.0381209107362
ACH-000047,-0.135177397418
ACH-000052,-0.36091558137900004
ACH-000053,-0.198989063307
ACH-000054,-0.0705270240111
ACH-000055,-0.0021603309146199998
ACH-000060,-0.117986664103
ACH-000067,0.0152384538959
ACH-000070,0.165012818343
ACH-000075,-0.0150888320204
ACH-000078,-0.440482729033
ACH-000082,-0.215966821094
ACH-000085,0.0490511125948
ACH-000086,0.0757222689614
ACH-000087,-0.10132941227299999
ACH-000092,-0.225842930927
ACH-000095,-0.16010305789100002
ACH-000097,-0.0268364715875
ACH-000098,-0.09837922950400001
ACH-000099,-0.17613554442200002
ACH-000108,-0.00253189725775
ACH-000113,0.0478823538041
ACH-000115,-0.256241171487
ACH-000116,0.00449078631764
ACH-000118,-0.141534307978
ACH-000120,-0.152032398575
ACH-000123,-0.37345022522
ACH-000127,-0.210900572376
ACH-000128,-0.011394054302600001
ACH-000132,-0.0271926714759
ACH-000133,-0.100583432432
ACH-000137,0.031254900976299994
ACH-000138,-0.11432424624500001
ACH-000142,-0.289182386225
ACH-000143,-0.295435620258
ACH-000146,-0.22477992713000003
ACH-000148,0.0005196410387169999
ACH-000150,-0.0945006634313
ACH-000152,-0.0982047153613
ACH-000153,0.0979313821395
ACH-000159,-0.11235396090999998
ACH-000160,0.0264364186763
ACH-000163,0.104872756499
ACH-000167,-0.239837787773
ACH-000168,-0.000250108698792
ACH-000169,0.0564887971499
ACH-000178,-0.22700022751600002
ACH-000182,-0.135609708695
