,YBX3 (8531)
ACH-000004,-0.355095082596
ACH-000007,0.0492700678493
ACH-000009,-0.226090294611
ACH-000011,-0.495506767844
ACH-000012,-0.08776475495580001
ACH-000013,-0.23735085710599998
ACH-000014,-0.42682755743100004
ACH-000015,-0.292513062141
ACH-000017,-0.221124057225
ACH-000018,-0.345409857044
ACH-000019,-0.023001299432599997
ACH-000021,-0.113110288129
ACH-000022,-0.12138051793600001
ACH-000025,-0.33993666979500003
ACH-000028,-0.0936802867762
ACH-000030,-0.37679616921899994
ACH-000035,-0.35084561899899996
ACH-000036,-0.392611016744
ACH-000037,-0.152690263864
ACH-000039,-0.537985455445
ACH-000040,-0.17419282227400001
ACH-000041,-0.431604511541
ACH-000042,-0.0500096434169
ACH-000045,-0.26387939495499996
ACH-000047,-0.338720883877
ACH-000052,-0.395458652944
ACH-000053,-0.150667808229
ACH-000054,-0.21695637277
ACH-000055,-0.16369673142000002
ACH-000060,-0.31325733043299997
ACH-000067,-0.35412502086099995
ACH-000070,-0.393494041064
ACH-000075,-0.294271419395
ACH-000078,-0.184192657141
ACH-000082,-0.493968771426
ACH-000085,-0.35440736697999997
ACH-000086,-0.334826899475
ACH-000087,-0.190447059229
ACH-000092,-0.40281872823799997
ACH-000095,-0.309645492601
ACH-000097,-0.444630403479
ACH-000098,-0.41141515313199994
ACH-000099,-0.267875288641
ACH-000108,0.0625930897691
ACH-000113,-0.40972193464199996
ACH-000115,-0.264496992946
ACH-000116,-0.17008454932999997
ACH-000118,-0.10966252370400001
ACH-000120,-0.134115729128
ACH-000123,-0.233554280409
ACH-000127,-0.41163315475900003
ACH-000128,-0.253408109571
ACH-000132,-0.18227221524999998
ACH-000133,-0.251711811862
ACH-000137,-0.179991749498
ACH-000138,-0.16179082055400001
ACH-000142,-0.478988771281
ACH-000143,-0.166239447434
ACH-000146,-0.246201742941
ACH-000148,-0.343541101324
ACH-000150,-0.47285587408299995
ACH-000152,-0.256861086265
ACH-000153,-0.507919554012
ACH-000159,-0.337472632865
ACH-000160,0.013279836367600002
ACH-000163,-0.662835503644
ACH-000167,0.10709138574799999
ACH-000168,-0.34095927459299996
ACH-000169,-0.358486164028
ACH-000178,-0.434828147241
ACH-000182,-0.300415971501
ACH-000183,-0.27591888242
ACH-000188,-0.306644594303
ACH-000189,-0.43973758274400004
ACH-000190,-0.011702617232600002
ACH-000198,-0.305062365083
ACH-000204,-0.23340199704599998
ACH-000206,-0.15039347405300002
ACH-000207,-0.40244164609300004
ACH-000211,-0.245681508789
ACH-000215,-0.22393320201900002
ACH-000221,-0.343077911136
ACH-000222,-0.23644296761999997
ACH-000223,-0.39608635511999996
ACH-000226,-0.269116868449
ACH-000227,-0.348252790374
ACH-000228,-0.283321024612
ACH-000231,-0.47399252331200004
ACH-000232,-0.572319526188
ACH-000233,-0.264514776185
ACH-000234,-0.669836034261
ACH-000235,-0.256774880785
ACH-000237,-0.33757254897100003
ACH-000238,-0.27170673982
ACH-000243,-0.0673270328555
ACH-000244,-0.34940419894599994
ACH-000246,-0.263233245101
ACH-000248,-0.045161978512399996
ACH-000250,-0.345519122742
ACH-000251,-0.43795249815700005
ACH-000253,-0.145980592071
ACH-000255,-0.528633123666
ACH-000256,-0.162897923445
ACH-000257,-0.39125624516400004
ACH-000258,-0.45399788115
ACH-000259,-0.21400798423700002
ACH-000260,-0.31581824698600003
ACH-000261,-0.39389073673600006
ACH-000262,-0.422996592303
ACH-000263,-0.168990726545
ACH-000264,-0.383362181077
ACH-000265,-0.214166071514
ACH-000266,-0.231645466981
ACH-000272,-0.361582631395
ACH-000273,-0.26505030058400003
ACH-000274,-0.48951078649199997
ACH-000277,-0.29031133892
ACH-000278,-0.237329972204
ACH-000279,-0.507953168106
ACH-000280,-0.39755095989699996
ACH-000281,-0.349416033676
ACH-000288,-0.490304244788
ACH-000291,-0.22944114035100002
ACH-000293,-0.166385978037
ACH-000294,-0.24319533089099998
ACH-000295,-0.1161784243
ACH-000296,-0.23253402145399998
ACH-000302,-0.186919067406
ACH-000304,-0.592672285645
ACH-000307,-0.389879347144
ACH-000308,-0.234114673913
ACH-000310,-0.306069192897
ACH-000311,-0.149413863972
ACH-000312,-0.316254751888
ACH-000315,-0.0383759613024
ACH-000316,-0.183218565799
ACH-000317,-0.515645897208
