,OR52W1 (120787)
ACH-000004,-0.24626507821600002
ACH-000007,-0.017913350727099996
ACH-000009,-0.12311555344399999
ACH-000011,-0.177376734565
ACH-000012,-0.144282343249
ACH-000013,-0.13468142636299998
ACH-000014,-0.114116014835
ACH-000015,-0.0707657537943
ACH-000017,-0.00476137734533
ACH-000018,0.00969998004909
ACH-000019,0.06901706621230001
ACH-000021,-0.23140122549199998
ACH-000022,-0.00299189533841
ACH-000025,-0.08295899057410001
ACH-000028,-0.10928499877100001
ACH-000030,-0.17681861688900002
ACH-000035,-0.12910857140999998
ACH-000036,-0.141088539201
ACH-000037,-0.20528276626699998
ACH-000039,-0.24116545283399998
ACH-000040,-0.290327677811
ACH-000041,-0.246606977581
ACH-000042,-0.280382304182
ACH-000045,-0.0715556369146
ACH-000047,-0.105660377124
ACH-000052,0.006860844634999999
ACH-000053,-0.055277498744
ACH-000054,-0.370281951909
ACH-000055,-0.0464773354659
ACH-000060,-0.04347570217690001
ACH-000067,-0.12257757666099998
ACH-000070,-0.31067722471500003
ACH-000075,-0.11601585924699999
ACH-000078,-0.170203026512
ACH-000082,-0.155858606807
ACH-000085,-0.156187859823
ACH-000086,-0.10824525284700001
ACH-000087,0.145213753951
ACH-000092,-0.11277884719499999
ACH-000095,-0.13505502386499998
ACH-000097,-0.195529473151
ACH-000098,-0.0454131172558
ACH-000099,-0.180089386104
ACH-000108,-0.057868771414800006
ACH-000113,-0.161817171916
ACH-000115,-0.11449070883300001
ACH-000116,-0.0769014442865
ACH-000118,-0.16002505646
ACH-000120,-0.0962666720427
ACH-000123,-0.111413588525
ACH-000127,-0.17679414143
ACH-000128,-0.038816093253699994
ACH-000132,-0.0481047284935
ACH-000133,-0.213451093137
ACH-000137,-0.08766420411550001
ACH-000138,-0.0841736107038
ACH-000142,-0.164495870826
ACH-000143,-0.507962404781
ACH-000146,-0.038056455310300004
ACH-000148,-0.121881603068
ACH-000150,-0.185512348714
ACH-000152,-0.0396407224574
ACH-000153,-0.243580810924
ACH-000159,-0.0492454825136
ACH-000160,-0.15986966138
ACH-000163,-0.245653385552
ACH-000167,-0.547447032611
ACH-000168,-0.203516001153
ACH-000169,-0.0724228635003
ACH-000178,-0.145027943306
ACH-000182,-0.134310694242
ACH-000183,-0.17745655719700001
ACH-000188,-0.0591485280932
ACH-000189,-0.319858656133
ACH-000190,-0.121441357953
ACH-000198,-0.208285723883
ACH-000204,-0.0973612699794
ACH-000206,0.026593332867799996
ACH-000207,0.078112755941
ACH-000211,-0.0989157278056
ACH-000215,-0.16986129284499998
ACH-000221,0.021878775750899998
ACH-000222,-0.298471843114
ACH-000223,-0.161411838957
ACH-000226,-0.0335543676691
ACH-000227,-0.0723008176458
ACH-000228,-0.0919069119105
ACH-000231,-0.102685767565
ACH-000232,-0.170721294298
ACH-000233,-0.057468236335800005
ACH-000234,0.0183419030069
ACH-000235,-0.045731185283699995
ACH-000237,-0.185359775117
ACH-000238,-0.174805339012
ACH-000243,-0.0931672036854
ACH-000244,-0.050235019115500004
ACH-000246,-0.170828823554
ACH-000248,0.033679112424
ACH-000250,-0.15715176997000002
ACH-000251,-0.191615189832
ACH-000253,-0.19379049201499998
ACH-000255,-0.0686799018407
ACH-000256,0.0538226631461
ACH-000257,-0.020474587434099998
ACH-000258,-0.424062014363
ACH-000259,-0.190496610018
ACH-000260,-0.189186656038
ACH-000261,-0.293399481779
ACH-000262,-0.18574919842999998
ACH-000263,0.0157769203821
ACH-000264,-0.186194931547
ACH-000265,-0.14691049547499999
ACH-000266,-0.182655121426
ACH-000272,-0.12779639929
ACH-000273,-0.0734719454562
ACH-000274,-0.224319222148
ACH-000277,-0.14046611524299998
ACH-000278,-0.233125294452
ACH-000279,-0.149812887474
ACH-000280,-0.12836423132400002
ACH-000281,-0.333434062893
ACH-000288,-0.134647643737
ACH-000291,-0.18977166701099998
ACH-000293,-0.129251248036
ACH-000294,0.05090694777819999
ACH-000295,0.09055449894410002
ACH-000296,-0.22023665780499999
ACH-000302,-0.10551330490000001
ACH-000304,0.185072020823
ACH-000307,-0.287293698619
ACH-000308,-0.10690316527100001
ACH-000310,-0.07703175687189999
ACH-000311,-0.015564225289700001
ACH-000312,-0.17394360315000001
ACH-000315,-0.0493764158682
ACH-000316,0.0548377159467
ACH-000317,0.0122839598618
ACH-000318,0.0711386637312
ACH-000319,-0.461256956826
ACH-000320,-0.321372240292
ACH-000322,-0.173459135514
ACH-000323,-0.24036657712200002
ACH-000324,-0.17048507138
ACH-000329,-0.0982816235577
ACH-000330,-0.16283504019300002
ACH-000331,0.00186139476047
ACH-000332,-0.147452738862
ACH-000334,-0.378847915952
ACH-000335,-0.164531286989
ACH-000336,0.11174765657199999
ACH-000337,-0.160516754565
ACH-000339,-0.22108671830200002
ACH-000341,0.068385492222
ACH-000348,-0.08646164985369999
ACH-000350,-0.144657546141
ACH-000352,-0.113927019271
ACH-000356,0.067298786172
ACH-000361,0.0719762739367
ACH-000362,-0.0609809096385
ACH-000363,-0.0795168895098
ACH-000364,-0.116611142212
ACH-000365,-0.133813078768
ACH-000366,-0.165652254397
ACH-000368,-0.316273432894
ACH-000374,-0.36323305429700004
ACH-000375,-0.13847892072999998
ACH-000376,-0.123144805089
ACH-000381,-0.154497089673
ACH-000383,-0.102526735178
ACH-000387,-0.19244368706099999
ACH-000389,-0.0881649448239
ACH-000390,-0.136772272256
ACH-000393,-0.113126046636
ACH-000395,0.0334505475854
ACH-000397,-0.21530602834100002
ACH-000401,-0.138535778763
ACH-000402,0.0018931924649700001
ACH-000403,-0.0665648941732
ACH-000404,-0.0353630916758
ACH-000406,-0.220863357051
ACH-000407,-0.0350218221207
