,IFNG (3458)
ACH-000004,0.133587561525
ACH-000007,0.103753084828
ACH-000009,0.147823048081
ACH-000011,0.2019469214
ACH-000012,0.166940638611
ACH-000013,0.09402482249639998
ACH-000014,0.20321758773499998
ACH-000015,0.09425253130960001
ACH-000017,0.302953994381
ACH-000018,0.116762689778
ACH-000019,0.28268015726
ACH-000021,0.209070057905
ACH-000022,0.07760929673510002
ACH-000025,0.281460475605
ACH-000028,0.115589807888
ACH-000030,0.10784864489399999
ACH-000035,0.241997245975
ACH-000036,0.17511006561700002
ACH-000037,0.12813441328199998
ACH-000039,0.115819389836
ACH-000040,0.28632576600299997
ACH-000041,0.19988840022999999
ACH-000042,0.151721663823
ACH-000045,0.19543785177499998
ACH-000047,0.213349825189
ACH-000052,0.238680564997
ACH-000053,0.190254926301
ACH-000054,0.111201943878
ACH-000055,0.137768411053
ACH-000060,0.278374850425
ACH-000067,0.026861254844400002
ACH-000070,0.12716202509500002
ACH-000075,0.295495137253
ACH-000078,0.231527415218
ACH-000082,0.104626069997
ACH-000085,0.0686941415807
ACH-000086,0.09146310405510001
ACH-000087,0.303617678191
ACH-000092,0.205610671963
ACH-000095,0.209828116323
ACH-000097,0.130444284783
ACH-000098,0.27305886856899997
ACH-000099,0.276482419963
ACH-000108,0.2014922363
ACH-000113,0.33707329782300005
ACH-000115,0.358186821444
ACH-000116,0.117806802402
ACH-000118,0.0870470472988
ACH-000120,0.0752591279277
ACH-000123,0.198620738436
ACH-000127,0.17816693696
ACH-000128,0.171645963766
ACH-000132,0.30463368849800004
ACH-000133,0.134827599231
ACH-000137,0.264455429872
ACH-000138,0.102892018938
ACH-000142,0.147178575825
ACH-000143,0.329985983246
ACH-000146,0.198019575603
ACH-000148,0.135191462512
ACH-000150,0.108815583475
ACH-000152,0.294656018482
ACH-000153,0.124714473821
ACH-000159,0.281969495636
ACH-000160,0.28899492488899997
ACH-000163,0.20768098289099998
ACH-000167,0.20693068834399997
ACH-000168,0.214463260455
ACH-000169,0.182995426932
ACH-000178,0.23506084112
ACH-000182,0.128386718509
ACH-000183,0.11666888495899999
ACH-000188,0.11116554967499999
ACH-000189,-0.136921945212
ACH-000190,0.364734970813
ACH-000198,0.188648277705
ACH-000204,0.124741419022
ACH-000206,0.225462238195
ACH-000207,0.039944228054599996
ACH-000211,0.205786958048
ACH-000215,0.139993707441
ACH-000221,0.20453051594500002
ACH-000222,0.09563034183710001
ACH-000223,0.0646415767305
ACH-000226,0.1172255549
ACH-000227,0.275629967949
ACH-000228,0.291710755607
ACH-000231,0.20480564088199998
ACH-000232,0.0900817882137
ACH-000233,0.141203718025
ACH-000234,0.211928896298
ACH-000235,0.11777764205499999
ACH-000237,0.0853885623964
ACH-000238,0.0315438088619
ACH-000243,0.09175489565339999
ACH-000244,-0.048326566803199994
ACH-000246,0.116363614997
ACH-000248,0.185359172755
ACH-000250,0.24529722295899997
ACH-000251,0.220622352748
ACH-000253,0.1737756549
ACH-000255,0.291891423104
ACH-000256,0.12234304920900001
ACH-000257,0.17933275151900002
ACH-000258,0.0414065467864
ACH-000259,0.152508534129
ACH-000260,0.146334705117
ACH-000261,0.0879549976522
ACH-000262,-0.147481427036
ACH-000263,0.19601442835299998
ACH-000264,0.167300229789
ACH-000265,0.217412568877
ACH-000266,0.08871952367699999
ACH-000272,0.259329163158
ACH-000273,0.113782942294
ACH-000274,0.216952740537
ACH-000277,0.211941402025
ACH-000278,0.06884378625160001
ACH-000279,0.219101897464
ACH-000280,0.12033663929199999
ACH-000281,0.145051521262
ACH-000288,0.127295974232
ACH-000291,0.226322641526
ACH-000293,0.20255060903299998
ACH-000294,0.00494366251899
ACH-000295,0.0327863211668
ACH-000296,0.173948246082
ACH-000302,0.18884624850099999
ACH-000304,-0.0441207988738
ACH-000307,0.1080366451
ACH-000308,0.16803815257500002
ACH-000310,0.237954310977
ACH-000311,0.10276358761900001
ACH-000312,0.15005198900800001
ACH-000315,0.27187272224
ACH-000316,0.132988728533
ACH-000317,0.118436495557
ACH-000318,0.0684165418512
ACH-000319,0.182072302321
ACH-000320,0.18833921648899998
ACH-000322,0.153689861831
ACH-000323,0.281026807479
ACH-000324,0.261162293195
ACH-000329,0.13689318388
ACH-000330,0.185588920396
ACH-000331,0.167679963715
ACH-000332,0.122262651866
ACH-000334,0.15298764740999998
ACH-000335,0.00337354811935
ACH-000336,0.16109404774299999
ACH-000337,0.16003973445800002
ACH-000339,0.136799962129
ACH-000341,0.22975103525199997
ACH-000348,0.172587638781
ACH-000350,0.210725449266
ACH-000352,0.250145393387
ACH-000356,0.18885866920699998
ACH-000361,-0.0413351942957
ACH-000362,0.0666261576753
ACH-000363,0.229708758057
ACH-000364,0.0913459111106
ACH-000365,0.253604332084
ACH-000366,0.272267071842
ACH-000368,0.219939778329
ACH-000374,0.25946092950599997
ACH-000375,0.19059227826699998
ACH-000376,0.207655418108
ACH-000381,0.32000474527199996
ACH-000383,0.14570910064200002
ACH-000387,0.223859205653
ACH-000389,0.181707356634
ACH-000390,0.174745948557
ACH-000393,0.05952551608440001
ACH-000395,0.0958235084596
ACH-000397,0.12900496506200002
ACH-000401,0.14772877235999998
ACH-000402,0.00896086110869
ACH-000403,0.243337252908
ACH-000404,0.37370170697800004
ACH-000406,0.18877679939800002
ACH-000407,0.154516207747
ACH-000408,0.045275434502
ACH-000410,0.135052359537
ACH-000411,0.148725994407
ACH-000414,0.0590245414664
ACH-000415,0.18647670579
ACH-000416,0.164026891348
ACH-000420,0.254556355504
ACH-000421,0.273677357446
ACH-000424,0.234222078796
ACH-000425,0.13610087611899999
ACH-000426,0.0663087902642
ACH-000427,0.33660451638000005
ACH-000433,-0.037593171824300005
ACH-000436,-0.04523449321280001
ACH-000444,0.143186023546
ACH-000445,0.18965752807100003
ACH-000448,0.09370736562660001
ACH-000450,0.342544910497
ACH-000452,0.15604834195
ACH-000454,0.120281714924
