,SETMAR (6419)
ACH-000004,0.047064536821300004
ACH-000007,0.09019083888229999
ACH-000009,-0.08084571992489999
ACH-000011,0.08973773168400001
ACH-000012,0.09311433106349999
ACH-000013,0.068386411346
ACH-000014,0.216126334434
ACH-000015,-0.00855855081602
ACH-000017,0.193368207913
ACH-000018,0.23315494604400003
ACH-000019,0.173139484967
ACH-000021,0.07814828749689999
ACH-000022,0.0597617143586
ACH-000025,0.05068629537830001
ACH-000028,-0.0608096781988
ACH-000030,0.0326979799088
ACH-000035,0.166181068879
ACH-000036,-0.158773089063
ACH-000037,0.117485730844
ACH-000039,-0.09030356343080001
ACH-000040,0.027211607382700002
ACH-000041,0.0585597451742
ACH-000042,-0.0237019534601
ACH-000045,0.08304968463689999
ACH-000047,0.07422167302039999
ACH-000052,0.048772915211199995
ACH-000053,-0.048910619557999996
ACH-000054,-0.0299221745076
ACH-000055,0.249786755585
ACH-000060,0.0672700050724
ACH-000067,0.10528323577099999
ACH-000070,0.26824990764400003
ACH-000075,0.17444850297400002
ACH-000078,-0.119569879506
ACH-000082,0.0550579125408
ACH-000085,0.244646013468
ACH-000086,0.0983176421631
ACH-000087,0.0623363688602
ACH-000092,-0.036753614909599996
ACH-000095,-0.062387935647
ACH-000097,0.129080537479
ACH-000098,0.07763430885019999
ACH-000099,-0.031548310205299995
ACH-000108,0.08970124128830001
ACH-000113,0.059651580006300005
ACH-000115,-0.07178946036289999
ACH-000116,0.0868736765966
ACH-000118,-0.0280308624102
ACH-000120,-0.0766064023745
ACH-000123,0.04165547213180001
ACH-000127,0.0971187955794
ACH-000128,0.115966420612
ACH-000132,0.0996870961574
ACH-000133,0.123183539043
ACH-000137,0.138707111993
ACH-000138,0.06889946243089999
ACH-000142,0.11404275978499999
ACH-000143,0.486957908596
ACH-000146,0.10676677572000001
ACH-000148,0.109252042758
ACH-000150,-0.0826466460648
ACH-000152,0.04904113546
ACH-000153,-0.00219288485814
ACH-000159,0.0782115197986
ACH-000160,0.403008022179
ACH-000163,-0.00758947370522
ACH-000167,0.43351788335600006
ACH-000168,-0.0699999162633
ACH-000169,0.04817818857009999
ACH-000178,0.08840557480609999
ACH-000182,0.137251252158
ACH-000183,0.141791404698
ACH-000188,0.0569616488717
ACH-000189,0.014229469674599999
ACH-000190,0.305025316266
ACH-000198,-0.0588280118934
ACH-000204,0.145636276891
ACH-000206,-0.17679085071400003
ACH-000207,0.0279951325495
ACH-000211,-0.0237854110486
ACH-000215,0.0187013618029
ACH-000221,0.21843772937800002
ACH-000222,0.012172885319499999
ACH-000223,0.138441809041
ACH-000226,0.114290788255
ACH-000227,0.185238289818
ACH-000228,0.13634978862
ACH-000231,0.0960325060036
ACH-000232,0.08589027758460001
ACH-000233,0.07937181021869999
ACH-000234,0.06926674764980001
ACH-000235,0.07532601613539999
ACH-000237,0.0466822514232
ACH-000238,-0.00423056076359
ACH-000243,0.0384310130229
ACH-000244,-0.20601624999600002
ACH-000246,0.018834567195200002
ACH-000248,0.006722841999520001
ACH-000250,0.08571861576030002
ACH-000251,0.114611845537
ACH-000253,-0.104468652308
ACH-000255,0.0854246575777
ACH-000256,0.116624127328
ACH-000257,0.07644660915469999
ACH-000258,0.151580099832
ACH-000259,-0.015457960907700002
ACH-000260,-0.0865964186825
ACH-000261,0.190157633094
ACH-000262,0.202777849422
ACH-000263,-0.297683596123
ACH-000264,0.154812867049
ACH-000265,0.00743839869885
ACH-000266,0.011543187457299998
ACH-000272,0.16368090859200002
ACH-000273,-0.08124362577210001
ACH-000274,-0.12119495005000001
ACH-000277,0.0417245463728
ACH-000278,-0.0161490866675
ACH-000279,-0.05005944699030001
ACH-000280,-0.0780709801347
ACH-000281,-0.020587182338900004
ACH-000288,0.00635761459073
ACH-000291,0.031590425175
ACH-000293,0.162301108281
ACH-000294,0.0701058218707
ACH-000295,0.110155791722
ACH-000296,0.147694085673
ACH-000302,0.07101553849110001
ACH-000304,-0.019691428450900002
ACH-000307,0.07423923799189999
ACH-000308,0.0710832545337
ACH-000310,-0.29932503495900004
ACH-000311,-0.210572131197
ACH-000312,-0.0430192373251
ACH-000315,0.0208497149069
ACH-000316,-0.00937498866423
ACH-000317,0.0451366885175
ACH-000318,-0.0107153742751
ACH-000319,0.158951498756
ACH-000320,0.0237750380164
ACH-000322,-0.207288029738
ACH-000323,0.07220377278689999
ACH-000324,-0.039242905968
ACH-000329,0.0022845356013600003
ACH-000330,0.18231012954599998
ACH-000331,0.0362036595142
ACH-000332,0.04892889478490001
ACH-000334,0.160155868116
ACH-000335,0.0478241537988
ACH-000336,-0.12602431993899998
ACH-000337,0.0115659026415
ACH-000339,0.0449517851118
ACH-000341,0.09657622668839999
ACH-000348,0.0276850775953
ACH-000350,-0.0799490984215
ACH-000352,0.176649359852
ACH-000356,0.0210507935548
ACH-000361,0.049499292527099996
ACH-000362,-0.061458059541
ACH-000363,-0.00378410563485
ACH-000364,0.163630151779
ACH-000365,0.0661941124846
ACH-000366,-0.040797691334800004
ACH-000368,-0.068181325549
ACH-000374,0.14965511603700002
ACH-000375,-0.08743417703960002
ACH-000376,0.057057641499699996
ACH-000381,0.167580574681
ACH-000383,0.110223013643
ACH-000387,-0.0120323284012
ACH-000389,-0.0413834135265
ACH-000390,0.029900051867
ACH-000393,0.113689581393
ACH-000395,-0.104190666611
ACH-000397,0.117036186284
ACH-000401,0.166977589418
ACH-000402,0.219414139683
ACH-000403,0.013046723961499999
ACH-000404,-0.0208140172451
ACH-000406,0.0614173340864
ACH-000407,-0.0295043095206
ACH-000408,0.277962491235
ACH-000410,0.0610510429984
ACH-000411,-0.140620404098
ACH-000414,0.00125136699985
ACH-000415,0.010081990822799999
ACH-000416,0.0616230102493
ACH-000420,0.144599108519
ACH-000421,0.153399348618
ACH-000424,-0.045648551177300004
ACH-000425,0.0881593044965
ACH-000426,0.121459453761
ACH-000427,0.25079851706
ACH-000433,-0.0616945967719
ACH-000436,0.039713872755400004
ACH-000444,0.0166609846697
ACH-000445,-0.028071854354400003
ACH-000448,0.121669015255
ACH-000450,0.17357122366500002
ACH-000452,0.11712742777999999
ACH-000454,0.0743334222074
ACH-000458,0.0757039564893
ACH-000459,0.126850609148
ACH-000460,-0.0623901251577
ACH-000461,-0.06716368184209999
ACH-000463,0.042588495373
ACH-000464,-0.0285937997835
ACH-000466,0.209844325302
ACH-000467,0.139066965816
ACH-000468,0.0630166993267
ACH-000469,0.0902053857316
ACH-000470,0.0857679795916
ACH-000471,0.0863057451696
ACH-000472,0.0452035079447
ACH-000473,0.058797246678300004
ACH-000475,0.025803970838
ACH-000476,0.0594009190296
ACH-000477,0.07158707268560001
ACH-000480,0.0419938995314
ACH-000481,0.19843594925299998
ACH-000483,0.0896583000095
ACH-000484,0.152308387365
ACH-000485,-0.0129465886312
ACH-000486,0.0429825490862
ACH-000487,-0.1396313855
ACH-000488,-0.009822525969879998
ACH-000490,0.00908144452795
ACH-000491,0.119050455897
ACH-000495,-0.075665882259
ACH-000496,-0.0982910186606
ACH-000499,0.107947637412
ACH-000500,0.27235826033300004
ACH-000502,-0.055719442108
ACH-000503,0.0984526825177
ACH-000505,0.0595667501679
ACH-000507,0.0900026690976
ACH-000510,0.129654995139
ACH-000511,0.0114625129966
ACH-000512,0.18302988290999997
ACH-000516,0.126498048434
ACH-000517,0.037118566547099996
ACH-000518,0.06909319276050001
ACH-000520,0.0505072488591
ACH-000521,0.15412293850199998
ACH-000522,0.17025768331500002
ACH-000524,0.0602927359028
ACH-000527,0.09062213025910001
ACH-000528,0.08437624131610001
ACH-000537,0.0022826641413
ACH-000541,0.0790342979305
ACH-000542,-0.0450876037714
ACH-000544,0.039068907386599995
ACH-000545,0.15989890195
ACH-000547,0.16462000867
ACH-000548,0.21389178869000003
ACH-000549,0.07529493531989999
ACH-000550,0.0279296745258
ACH-000552,0.034765909899400003
ACH-000556,0.0598921586279
ACH-000557,0.0515302762606
ACH-000570,0.0662166520277
ACH-000571,0.12323375320800001
