,CKAP2 (26586)
ACH-000004,-0.323346805878
ACH-000007,-0.583151749319
ACH-000009,-0.303141941215
ACH-000011,-0.7339876535340001
ACH-000012,-0.555798980942
ACH-000013,-0.38280709898000004
ACH-000014,-0.43956517016900004
ACH-000015,-0.337859850327
ACH-000017,-0.37754222583400004
ACH-000018,-0.223590366275
ACH-000019,0.0564252708554
ACH-000021,-0.29390883030000003
ACH-000022,-0.213709941728
ACH-000025,-0.481518571588
ACH-000028,-0.23869709837900002
ACH-000030,-0.300793460917
ACH-000035,-0.484980240571
ACH-000036,-0.642074529378
ACH-000037,-0.173216961851
ACH-000039,-0.719692846299
ACH-000040,-0.37047980973000005
ACH-000041,-0.0931048747015
ACH-000042,-0.315135128985
ACH-000045,-0.190103322277
ACH-000047,-0.248368919601
ACH-000052,-0.06408994230769999
ACH-000053,-0.309009371762
ACH-000054,-0.317926495533
ACH-000055,-0.419911120101
ACH-000060,-0.243578863166
ACH-000067,-0.714223539527
ACH-000070,-0.311263385896
ACH-000075,-0.49669572603699996
ACH-000078,-0.787584007504
ACH-000082,-0.28030794566399997
ACH-000085,-0.0807818882777
ACH-000086,-0.408242930951
ACH-000087,-0.240826658985
ACH-000092,-0.39126859607500003
ACH-000095,-0.39678600531999997
ACH-000097,-0.541517410424
ACH-000098,-0.366502906859
ACH-000099,-0.25192844412300003
ACH-000108,-0.310435868908
ACH-000113,-0.375481320803
ACH-000115,-0.38941449431999997
ACH-000116,-0.37131238032799996
ACH-000118,-0.376105979046
ACH-000120,-0.124448287051
ACH-000123,-0.303671131897
ACH-000127,-0.397201698176
ACH-000128,-0.233233168415
ACH-000132,-0.592301302373
ACH-000133,-0.335713346886
ACH-000137,-0.314014019191
ACH-000138,-0.297298197176
ACH-000142,-0.32719972962
ACH-000143,-0.202025815127
ACH-000146,-0.480420169418
ACH-000148,-0.439582275708
ACH-000150,-0.252303774596
ACH-000152,-0.383169240232
ACH-000153,-0.07582502206830001
ACH-000159,-0.37587390205700005
ACH-000160,-0.46343709549500006
ACH-000163,-0.410385648807
ACH-000167,-0.482438119085
ACH-000168,-0.438518474785
ACH-000169,-0.432876386238
ACH-000178,-0.230542346636
ACH-000182,-0.293965991965
ACH-000183,-0.172409958039
ACH-000188,-0.542631600959
ACH-000189,-0.07042647302180001
ACH-000190,-0.125341822126
ACH-000198,-0.244159738288
ACH-000204,-0.42433588082199997
ACH-000206,-0.348674064265
ACH-000207,-0.273824930341
ACH-000211,-0.348375964126
ACH-000215,-0.29702061103599997
ACH-000221,-0.0901388972788
ACH-000222,-0.168528164451
ACH-000223,-0.6883773220999999
ACH-000226,-0.37893104450099996
ACH-000227,-0.465183050431
ACH-000228,-0.6856696298389999
ACH-000231,-0.295197439707
ACH-000232,-0.37457652638800004
ACH-000233,-0.361147398501
ACH-000234,-0.556484008179
ACH-000235,-0.36331511952
ACH-000237,-0.597936142779
ACH-000238,-0.338189219171
ACH-000243,-0.305275841131
ACH-000244,-0.159115639752
ACH-000246,-0.333987801832
ACH-000248,-0.260195544791
ACH-000250,-0.279408321714
ACH-000251,-0.639978190059
ACH-000253,-0.387850691576
ACH-000255,-0.384979919053
ACH-000256,-0.285638629132
ACH-000257,-0.506955651946
ACH-000258,-0.229701295342
ACH-000259,-0.307480470411
ACH-000260,-0.264822940543
ACH-000261,-0.352636131072
ACH-000262,-0.259763400193
ACH-000263,-0.353967510712
ACH-000264,-0.113775125506
ACH-000265,-0.579050523731
ACH-000266,-0.346994895852
ACH-000272,-0.336254457217
ACH-000273,-0.40109212514700004
ACH-000274,-0.450362362727
ACH-000277,-0.397554254788
ACH-000278,-0.32006348261399997
ACH-000279,-0.23422559397599998
ACH-000280,-0.22607937154599997
ACH-000281,-0.47270488272699995
ACH-000288,-0.48388213001
ACH-000291,-0.13230452342000001
ACH-000293,-0.266234306061
ACH-000294,-0.34040588852
ACH-000295,-0.353058709172
ACH-000296,-0.5466259075550001
ACH-000302,-0.338420600082
ACH-000304,0.00248213128609
ACH-000307,-0.266316732514
ACH-000308,-0.34274097906999995
ACH-000310,-0.603769696782
ACH-000311,-0.386909679212
ACH-000312,-0.279613107356
ACH-000315,-0.026043787987299997
ACH-000316,-0.260009496866
ACH-000317,-0.292742018393
ACH-000318,-0.258439311746
ACH-000319,-0.5049548888750001
ACH-000320,-0.659182500707
ACH-000322,-0.5049478248439999
ACH-000323,-0.323104041034
ACH-000324,-0.427102760648
ACH-000329,-0.499229297016
ACH-000330,-0.432826502509
ACH-000331,-0.39410805105700003
ACH-000332,-0.31166262300299996
ACH-000334,-0.191399239188
ACH-000335,-0.0455577408942
ACH-000336,-0.31154062075800004
ACH-000337,-0.11314754651799999
ACH-000339,-0.25112767850900003
ACH-000341,-0.254939452692
ACH-000348,-0.6261204273800001
ACH-000350,-0.24837282057399998
ACH-000352,-0.477971178847
ACH-000356,-0.264671420986
ACH-000361,-0.655585986852
ACH-000362,-0.366151281236
ACH-000363,-0.32484272630600003
ACH-000364,-0.132371136887
ACH-000365,-0.39735330166
ACH-000366,-0.267363160185
ACH-000368,-0.29764203744600004
ACH-000374,-0.23558751950399998
ACH-000375,-0.269982034504
ACH-000376,-0.534371572245
ACH-000381,-0.506365580466
ACH-000383,-0.32855564265
ACH-000387,-0.243291661355
ACH-000389,-0.387213164883
ACH-000390,-0.253965976779
ACH-000393,-0.353857027955
ACH-000395,-0.517303516025
ACH-000397,-0.18576393549800002
ACH-000401,-0.396342845308
ACH-000402,-0.370440123923
ACH-000403,-0.40744119839000004
ACH-000404,-0.339073585841
ACH-000406,-0.433147949106
ACH-000407,-0.0868764572426
ACH-000408,-0.213155366105
ACH-000410,-0.50034638721
ACH-000411,-0.27232026503400003
ACH-000414,-0.446834304785
ACH-000415,-0.5014173407989999
ACH-000416,-0.619133235712
ACH-000420,-0.376504925691
ACH-000421,-0.27824925710299997
ACH-000424,-0.652156638543
ACH-000425,-0.138488866149
ACH-000426,-0.117023993437
ACH-000427,-0.5100908340370001
ACH-000433,-0.48596391759400004
ACH-000436,-0.485085850222
ACH-000444,-0.29526323732799997
ACH-000445,-0.20689709812399998
ACH-000448,-0.285497324001
ACH-000450,-0.07306201653319999
ACH-000452,-0.40322497483
ACH-000454,-0.43759001548500004
ACH-000458,-0.19619448658100003
ACH-000459,-0.246618581463
ACH-000460,-0.468942035094
ACH-000461,-0.225346194132
ACH-000463,-0.390608560004
ACH-000464,-0.35328521865400003
ACH-000466,-0.053168990168500005
ACH-000467,-0.49082530807999997
ACH-000468,-0.3112120183
ACH-000469,-0.21780585414700002
ACH-000470,0.0478870780198
ACH-000471,-0.321909546093
ACH-000472,-0.190043399468
ACH-000473,-0.291771627578
ACH-000475,-0.207751646146
ACH-000476,-0.21883659875999997
ACH-000477,-0.293363017356
ACH-000480,-0.207211014778
ACH-000481,-0.431536071316
ACH-000483,-0.485933491346
ACH-000484,-0.373596745118
ACH-000485,-0.48504374763700003
ACH-000486,-0.40224937626100005
ACH-000487,-0.20858013871300002
ACH-000488,-0.381709180334
ACH-000490,-0.46812199045599995
ACH-000491,-0.343523601351
ACH-000495,-0.218157718712
ACH-000496,-0.45445559272299996
ACH-000499,-0.380132969554
ACH-000500,0.171958566826
ACH-000502,-0.466391250591
ACH-000503,-0.477583298085
ACH-000505,-0.306868424991
ACH-000507,-0.100470894652
ACH-000510,-0.449169990659
ACH-000511,-0.45135445091799997
ACH-000512,-0.20693736103399998
ACH-000516,-0.37148040327699994
ACH-000517,-0.294808026715
ACH-000518,-0.6527114229959999
ACH-000520,-0.44323302729999997
ACH-000521,-0.390951092336
ACH-000522,-0.366440918086
ACH-000524,-0.325058368497
ACH-000527,-0.25243737529
ACH-000528,-0.327124620819
ACH-000537,-0.330943288991
ACH-000541,-0.06576635339589999
ACH-000542,-0.38457688462800005
ACH-000544,-0.391744493794
ACH-000545,-0.21121292189500002
ACH-000547,-0.292441409737
ACH-000548,-0.32681833177499997
ACH-000549,-0.357630347904
ACH-000550,-0.36468992391099997
ACH-000552,-0.269235060758
ACH-000556,-0.264030790096
ACH-000557,-0.343636586857
ACH-000570,-0.5645772153649999
ACH-000571,-0.108668165742
ACH-000573,-0.30488182986699996
ACH-000576,-0.287826401756
ACH-000580,-0.282564207264
ACH-000584,-0.39275456534000003
ACH-000585,-0.380718719198
ACH-000588,-0.0588797372437
ACH-000589,-0.334302231884
ACH-000591,-0.42663012187700006
ACH-000593,-0.194936095372
ACH-000600,-0.170655214188
ACH-000601,-0.439593724605
ACH-000604,-0.234259622632
ACH-000605,-0.490815507146
ACH-000606,-0.741882102053
ACH-000608,-0.26448318930500003
ACH-000614,-0.0952921593655
ACH-000616,-0.37988012167400004
ACH-000618,-0.309468954855
ACH-000619,-0.297283410105
ACH-000620,-0.328636826102
ACH-000621,-0.47904970363899996
ACH-000622,-0.17854718157699997
ACH-000623,-0.858107838258
ACH-000624,-0.329244563195
ACH-000627,-0.34949037718500003
ACH-000630,-0.201954411987
ACH-000632,-0.47116756493999995
ACH-000633,-0.0736859984946
ACH-000637,-0.7241815793359999
ACH-000638,-0.313921389778
ACH-000646,-0.256865375822
ACH-000647,-0.40008945460600004
ACH-000648,-0.557368892301
ACH-000649,-0.299344806382
ACH-000651,-0.19647611595199999
ACH-000652,-0.256961064237
ACH-000653,-0.349433325477
ACH-000657,-0.34329065259400005
ACH-000658,-0.24433055678000004
ACH-000661,-0.129353380548
ACH-000662,-0.676423939275
ACH-000663,-0.33530051672
ACH-000665,-0.48499926187
ACH-000671,-0.28685676473099997
ACH-000673,-0.368159125841
ACH-000676,-0.212077790289
ACH-000677,-0.339696525992
ACH-000681,-0.298469887787
ACH-000682,-0.454569182232
ACH-000683,-0.16882492778
ACH-000684,-0.406361073257
ACH-000688,-0.555486451712
ACH-000693,-0.332570606793
