,CTU2 (348180)
ACH-000004,-0.9419549536949999
ACH-000007,-0.834705452322
ACH-000009,-0.729056368641
ACH-000011,-1.3841313086200002
ACH-000012,-0.8633171942919999
ACH-000013,-1.2666835933
ACH-000014,-0.945074918469
ACH-000015,-0.971059251573
ACH-000017,-1.3413585319499999
ACH-000018,-1.1286447473
ACH-000019,-0.6500722225600001
ACH-000021,-1.13656682409
ACH-000022,-0.6113007106130001
ACH-000025,-1.3200522754100001
ACH-000028,-0.9551660698219999
ACH-000030,-1.1069771981799998
ACH-000035,-0.852931947253
ACH-000036,-1.23840627734
ACH-000037,-0.996551162573
ACH-000039,-1.04373489843
ACH-000040,-0.682013604957
ACH-000041,-1.25564833981
ACH-000042,-0.814528246004
ACH-000045,-1.05967390583
ACH-000047,-0.772353102999
ACH-000052,-1.07966688624
ACH-000053,-1.05411563745
ACH-000054,-0.979453277094
ACH-000055,-1.14476335684
ACH-000060,-0.730138970549
ACH-000067,-0.81032037838
ACH-000070,-0.914298873285
ACH-000075,-1.0
ACH-000078,-0.72701005745
ACH-000082,-0.583289671622
ACH-000085,-0.849763925168
ACH-000086,-1.1302526344700001
ACH-000087,-1.11289604393
ACH-000092,-1.04089101721
ACH-000095,-1.22931907185
ACH-000097,-0.5935058136399999
ACH-000098,-1.32078722785
ACH-000099,-0.844225100123
ACH-000108,-1.0526179123100001
ACH-000113,-0.685940306397
ACH-000115,-0.852099174226
ACH-000116,-0.7850704733249999
ACH-000118,-0.6708817555759999
ACH-000120,-1.00042708317
ACH-000123,-1.0935863345799999
ACH-000127,-1.06001009026
ACH-000128,-0.634072838241
ACH-000132,-1.4171069776499998
ACH-000133,-1.1222474511700002
ACH-000137,-0.9592160131999999
ACH-000138,-1.0
ACH-000142,-1.2559632925700002
ACH-000143,-1.12008492552
ACH-000146,-0.472630720532
ACH-000148,-0.8618237897959999
ACH-000150,-0.839896223335
ACH-000152,-0.68861629491
ACH-000153,-1.0861071280299999
ACH-000159,-0.8555845216050001
ACH-000160,-0.543120607701
ACH-000163,-0.8757814768600001
ACH-000167,-0.927051300502
ACH-000168,-1.0289302381799998
ACH-000169,-0.921179851486
ACH-000178,-1.18124273518
ACH-000182,-0.429955360462
ACH-000183,-1.18505941847
ACH-000188,-0.825276710254
ACH-000189,-0.8966027956999999
ACH-000190,-1.05366405231
ACH-000198,-0.811346298614
ACH-000204,-0.7759783181450001
ACH-000206,-0.835119565376
ACH-000207,-0.6924988172040001
ACH-000211,-1.11016209146
ACH-000215,-0.993854291017
ACH-000221,-1.09976270496
ACH-000222,-1.0330187508600002
ACH-000223,-0.6650259465899999
ACH-000226,-0.504385195664
ACH-000227,-0.881073334201
ACH-000228,-0.9647285922740001
ACH-000231,-0.918588685985
ACH-000232,-0.7583954362530001
ACH-000233,-0.7406073687190001
ACH-000234,-0.9967554811849999
ACH-000235,-0.731380111648
ACH-000237,-0.849942063012
ACH-000238,-1.3502738489300001
ACH-000243,-0.9516464082080001
ACH-000244,-0.932081366002
ACH-000246,-0.800021881689
ACH-000248,-1.45157956072
ACH-000250,-0.771012741585
ACH-000251,-0.7758538140469999
ACH-000253,-0.93937834076
ACH-000255,-0.986655340361
ACH-000256,-0.849130232038
ACH-000257,-1.0898057753100001
ACH-000258,-0.5619915948399999
ACH-000259,-0.932217548109
ACH-000260,-1.14012434212
ACH-000261,-0.824093665563
ACH-000262,-1.0540725012899999
ACH-000263,-0.817638521568
ACH-000264,-1.2268233932500001
ACH-000265,-1.09372985985
ACH-000266,-0.7848520816910001
ACH-000272,-0.592438110462
ACH-000273,-0.848522631533
ACH-000274,-1.01446008174
ACH-000277,-1.0440501016500001
ACH-000278,-0.8525960326459999
ACH-000279,-0.9719097963750001
ACH-000280,-0.8984330341769999
ACH-000281,-1.07988634528
ACH-000288,-1.4769351438299998
ACH-000291,-0.7009128375020001
ACH-000293,-1.7196404880400002
ACH-000294,-1.25781284381
ACH-000295,-0.920326206319
ACH-000296,-1.31447632448
ACH-000302,-0.35986179303000004
ACH-000304,-0.759740144312
ACH-000307,-1.02797364311
ACH-000308,-0.659298899403
ACH-000310,-0.715487913705
ACH-000311,-0.8372288581720001
ACH-000312,-1.00942614831
ACH-000315,-1.0965783217899998
ACH-000316,-1.27497612556
ACH-000317,-0.7824289836210001
ACH-000318,-1.16699057685
ACH-000319,-0.986956162843
ACH-000320,-1.16819285374
ACH-000322,-1.08400668407
ACH-000323,-0.9577562784579999
ACH-000324,-1.30399545891
ACH-000329,-0.552330867804
ACH-000330,-1.07137507031
ACH-000331,-1.15550803014
ACH-000332,-1.30140398535
ACH-000334,-0.662352892338
ACH-000335,-1.22893021761
ACH-000336,-0.741061179617
ACH-000337,-0.724841485643
ACH-000339,-1.07110166894
ACH-000341,-0.684822732635
ACH-000348,-0.547734862569
ACH-000350,-1.1348142821
ACH-000352,-0.8468413186849999
ACH-000356,-0.977636428705
ACH-000361,-1.19867194495
ACH-000362,-0.9718109820020001
ACH-000363,-0.6892646726189999
ACH-000364,-1.07621487185
ACH-000365,-0.9145790321430001
ACH-000366,-1.05633934645
ACH-000368,-0.982315168881
ACH-000374,-0.611699665503
ACH-000375,-1.10437358924
ACH-000376,-0.912455617162
ACH-000381,-1.17535288536
ACH-000383,-0.689269241967
ACH-000387,-0.791901791322
ACH-000389,-0.9038151200810001
ACH-000390,-0.712647618706
ACH-000393,-1.00298377675
ACH-000395,-1.24213181756
ACH-000397,-0.9450230776240001
ACH-000401,-1.21230285284
ACH-000402,-0.939329062728
ACH-000403,-0.694840110601
ACH-000404,-0.800191152746
ACH-000406,-0.93097200509
ACH-000407,-0.944564407593
ACH-000408,-0.925884600877
ACH-000410,-0.999690053804
ACH-000411,-0.593153669514
ACH-000414,-0.637051047926
ACH-000415,-1.20612726544
ACH-000416,-0.875579182222
ACH-000420,-1.1214922242899998
ACH-000421,-0.725524083862
ACH-000424,-0.9850655913359999
ACH-000425,-0.8579120872210001
ACH-000426,-0.924396974864
ACH-000427,-0.82136711723
ACH-000433,-0.968421026056
ACH-000436,-1.0000129908
ACH-000444,-1.23383911706
ACH-000445,-1.2707913168
ACH-000448,-0.705382405247
ACH-000450,-0.674066954228
ACH-000452,-0.635220194213
ACH-000454,-1.33244503111
ACH-000458,-1.1621109402299998
ACH-000459,-1.23409393738
ACH-000460,-1.23919997175
ACH-000461,-0.728786324832
ACH-000463,-1.02014119534
ACH-000464,-0.829675904523
ACH-000466,-1.4145261381999998
ACH-000467,-1.06398128676
ACH-000468,-1.22649185362
ACH-000469,-0.867153538078
ACH-000470,-0.652228109837
ACH-000471,-1.17768296451
ACH-000472,-0.9392210558
ACH-000473,-1.12927092692
ACH-000475,-0.828650954593
ACH-000476,-1.00632832624
ACH-000477,-1.07994088449
ACH-000480,-0.977149934413
ACH-000481,-0.639855949459
ACH-000483,-1.17457879095
ACH-000484,-1.29232713013
ACH-000485,-1.05728786666
ACH-000486,-1.07819356021
ACH-000487,-0.8196638421860001
ACH-000488,-1.2351614950399998
ACH-000490,-1.00917674904
ACH-000491,-0.637664603407
ACH-000495,-1.4815520951499999
ACH-000496,-1.1795504889
ACH-000499,-1.17831485042
ACH-000500,-0.875750452023
ACH-000502,-0.772410681254
ACH-000503,-0.969403994902
ACH-000505,-1.0041132171200002
ACH-000507,-1.0632275126200001
ACH-000510,-0.845254618096
ACH-000511,-0.8775723720999999
ACH-000512,-1.24578716332
ACH-000516,-1.08528635825
ACH-000517,-0.82365508117
ACH-000518,-0.9842120738310001
ACH-000520,-1.14882012633
ACH-000521,-1.17959697268
ACH-000522,-0.96688557346
ACH-000524,-0.7972793111220001
ACH-000527,-1.06684388191
ACH-000528,-0.784764909775
ACH-000537,-0.813154140683
ACH-000541,-0.55192852555
ACH-000542,-1.1460879206899999
ACH-000544,-0.8971904734909999
ACH-000545,-1.08722299621
ACH-000547,-0.750257418548
ACH-000548,-1.24106763495
ACH-000549,-0.942208364058
ACH-000550,-0.645302981146
ACH-000552,-0.9662564990960001
ACH-000556,-0.9614336028370001
ACH-000557,-0.798154596041
ACH-000570,-1.11246380519
ACH-000571,-0.875414011908
ACH-000573,-1.05476858498
ACH-000576,-1.02968747414
ACH-000580,-0.9379249122769999
ACH-000584,-0.525507205739
ACH-000585,-0.915015409503
ACH-000588,-1.28340692739
ACH-000589,-0.371455952467
ACH-000591,-1.14600743735
ACH-000593,-1.20221786322
ACH-000600,-0.938566098842
ACH-000601,-1.03533945516
ACH-000604,-1.07084410725
ACH-000605,-1.04881573044
ACH-000606,-1.22609172166
ACH-000608,-0.5574463843140001
ACH-000614,-0.9425573338240001
ACH-000616,-0.728047649445
ACH-000618,-0.728328530113
ACH-000619,-1.14059037967
ACH-000620,-0.628474641413
ACH-000621,-0.8032540361210001
ACH-000622,-0.8934910101970001
ACH-000623,-0.761489780394
ACH-000624,-0.637933754155
ACH-000627,-0.860515696228
ACH-000630,-1.23990287355
ACH-000632,-1.10368201842
ACH-000633,-0.777590705733
ACH-000637,-0.7311009081059999
ACH-000638,-1.10448613517
ACH-000646,-1.18136637024
ACH-000647,-1.0804325275
ACH-000648,-0.326550825981
ACH-000649,-1.1994426759399999
ACH-000651,-0.970134824845
ACH-000652,-0.9837750889700001
ACH-000653,-0.658380399335
ACH-000657,-1.20138130036
ACH-000658,-0.33937005350500005
ACH-000661,-1.21769666697
ACH-000662,-0.8957881096539999
ACH-000663,-1.27224793485
ACH-000665,-0.700443877976
ACH-000671,-1.0161287171
ACH-000673,-0.320035175786
ACH-000676,-0.8563850440440001
ACH-000677,-0.5376468718
ACH-000681,-1.12320977054
ACH-000682,-0.812922782197
ACH-000683,-1.17063119819
ACH-000684,-1.20529287805
ACH-000688,-1.14770764074
ACH-000693,-0.8804833345290001
ACH-000694,-0.699634558637
ACH-000695,-0.684474901945
ACH-000696,-0.581390663606
ACH-000697,-0.9912572996819999
ACH-000699,-0.710839086382
ACH-000701,-0.7259754780140001
ACH-000706,-0.33582208075000003
ACH-000711,-1.03230977456
ACH-000713,-1.4565023375
ACH-000714,-0.9133837664390001
ACH-000718,-0.825611842783
ACH-000720,-1.36942900359
ACH-000721,-0.35577874538599996
ACH-000724,-1.07367788488
ACH-000725,-0.49274067633100005
ACH-000732,-1.11876097323
ACH-000734,-0.684424243721
ACH-000735,-0.950515541944
ACH-000736,-0.783854026138
ACH-000738,-1.0537538130500002
ACH-000746,-0.477748011661
ACH-000747,-0.9489670340090001
ACH-000748,-0.984788867676
ACH-000753,-1.2565492039200001
ACH-000756,-1.02565766347
ACH-000757,-0.846618185054
ACH-000758,-0.725443689316
ACH-000760,-0.837000584276
ACH-000763,-0.992481450578
ACH-000764,-0.981150813238
ACH-000765,-1.01558102488
ACH-000766,-0.825630113121
ACH-000767,-0.539286499022
ACH-000768,-0.742684130923
ACH-000769,-1.02954682802
ACH-000770,-1.16442321775
ACH-000771,-1.2269336885
ACH-000773,-0.636687635675
ACH-000776,-0.926869554164
ACH-000777,-0.934285947758
ACH-000778,-1.09729831527
ACH-000781,-0.745355874937
ACH-000782,-1.12617274962
ACH-000783,-0.776337653443
ACH-000784,-1.2230969242799998
ACH-000785,-0.5633311006239999
ACH-000787,-1.1339775994399999
ACH-000788,-1.05849339916
ACH-000791,-0.865947936467
ACH-000792,-0.971577899092
ACH-000794,-1.22123715447
ACH-000796,-0.497290912154
ACH-000799,-0.7661875868440001
ACH-000800,-0.855083724555
ACH-000802,-1.00924769692
ACH-000804,-0.829429331658
ACH-000805,-0.9182907579999999
ACH-000809,-1.12084299569
ACH-000810,-1.05233895799
ACH-000811,-1.35269793666
ACH-000817,-1.19314304872
ACH-000819,-0.7199375359810001
ACH-000820,-1.52513563468
ACH-000821,-0.934715109093
ACH-000822,-1.49150243783
ACH-000823,-0.844190568624
ACH-000824,-0.711119970119
ACH-000827,-1.0454582702200002
ACH-000829,-0.7106734816949999
ACH-000831,-0.445247168525
ACH-000832,-1.0153020816299998
ACH-000833,-0.7557815362720001
ACH-000834,-0.861755085854
ACH-000835,-1.0757039179899999
ACH-000836,-1.32447392493
ACH-000837,-0.872429521574
ACH-000838,-0.955772383343
ACH-000839,-1.25125099661
ACH-000840,-0.673767816858
ACH-000841,-1.3953841747100002
ACH-000843,-0.927598513495
ACH-000846,-0.400073016821
ACH-000847,-1.22102762246
ACH-000848,-0.6936408609720001
ACH-000849,-1.11919629896
ACH-000851,-1.13495019967
ACH-000855,-1.04368360331
ACH-000856,-1.0501483386700001
ACH-000858,-0.554263075394
ACH-000859,-0.969005167397
ACH-000861,-1.13403252313
ACH-000862,-0.8663462868799999
ACH-000865,-0.896373529068
ACH-000866,-1.10601444202
ACH-000867,-0.552582405925
ACH-000869,-0.881201053863
ACH-000872,-1.09437046722
ACH-000873,-0.769682521137
ACH-000876,-0.557008417668
ACH-000878,-0.8032032633239999
ACH-000880,-0.619184108176
ACH-000881,-1.09597033884
ACH-000882,-1.0790099761299998
ACH-000884,-0.865079001196
ACH-000885,-1.20137683589
ACH-000887,-0.7802985036200001
ACH-000888,-0.7604195662000001
ACH-000889,-1.41931667037
ACH-000890,-1.0926002401600001
ACH-000896,-0.9843675900609999
ACH-000898,-0.608078197367
ACH-000900,-0.962182651925
ACH-000901,-0.6946771342460001
ACH-000905,-1.4823928334399998
ACH-000906,-1.119815304
ACH-000907,-0.869111274855
ACH-000910,-0.45496941173699995
ACH-000911,-0.788547286127
ACH-000912,-1.06365508639
ACH-000913,-1.2021302532
ACH-000915,-1.40640582102
ACH-000916,-0.8832724851270001
ACH-000917,-0.770178817399
ACH-000921,-0.648652510995
ACH-000924,-0.7895070773980001
ACH-000926,-0.6496639027009999
ACH-000928,-0.8995504992799999
ACH-000929,-1.00719136999
ACH-000932,-0.843744725141
ACH-000935,-0.772488431672
ACH-000936,-1.1385205976200001
ACH-000937,-0.8741856512620001
ACH-000938,-0.513394997142
ACH-000939,-1.22285921499
ACH-000941,-0.524074438988
ACH-000943,-0.861109187403
ACH-000946,-0.627471589249
ACH-000947,-0.670449447686
ACH-000948,-0.657391105261
ACH-000950,-1.2321528212000001
ACH-000953,-1.19604590442
ACH-000957,-0.7946699931829999
ACH-000958,-0.8051753073899999
ACH-000960,-0.6834249359739999
ACH-000963,-0.594157344009
ACH-000968,-1.2015120557899999
ACH-000969,-0.636700779832
ACH-000973,-0.507690583452
ACH-000974,-1.0988393650900001
ACH-000975,-0.593232252947
ACH-000976,-1.19411224583
ACH-000978,-0.856767393715
ACH-000980,-1.08050774735
ACH-000984,-1.21762599091
ACH-000986,-0.8049269452140001
ACH-000988,-0.839594499573
ACH-000993,-1.17710051791
ACH-000994,-0.640117613773
ACH-000996,-0.652443332909
ACH-001001,-0.7288844697490001
ACH-001020,-0.862660707708
ACH-001028,-0.7351644890819999
ACH-001031,-0.453127119902
ACH-001038,-0.375335636016
ACH-001048,-0.6727809179369999
ACH-001050,-1.47763783942
ACH-001053,-1.1992440210100002
ACH-001054,-1.38542757775
ACH-001061,-1.06840794155
ACH-001067,-1.25256392134
ACH-001075,-0.7272029443100001
ACH-001096,-0.957415650548
ACH-001128,-1.22093395149
ACH-001134,-0.8662089704029999
ACH-001151,-0.8971371052949999
ACH-001163,-0.842665375609
ACH-001164,-1.1678989739799999
ACH-001173,-0.9073250959270001
ACH-001183,-0.8644061926250001
ACH-001184,-1.0844443968000002
ACH-001190,-0.798241840447
ACH-001192,-0.789379672096
ACH-001193,-1.2579157826
ACH-001196,-0.966935945102
ACH-001197,-0.9418735193880001
ACH-001205,-0.7196827465250001
ACH-001211,-0.558361159685
ACH-001212,-1.0330078713
ACH-001228,-0.6202305409100001
ACH-001232,-1.03603405591
ACH-001239,-0.99412282472
ACH-001274,-0.941522286994
ACH-001275,-0.885334080371
ACH-001277,-0.824405225124
ACH-001278,-0.988452606101
ACH-001280,-0.752285506218
ACH-001283,-0.699382836301
ACH-001289,-0.288103251976
ACH-001295,-0.685917222912
ACH-001300,-0.801871739797
ACH-001301,-1.08568652452
ACH-001302,-0.754753896141
ACH-001303,-0.511674934652
ACH-001306,-0.7740310032050001
ACH-001318,-0.662675999431
ACH-001322,-1.04418270514
ACH-001328,-1.0691716602399999
ACH-001332,-1.12851992769
ACH-001333,-1.0446742761599999
ACH-001336,-0.993344176494
ACH-001340,-0.979701241909
ACH-001346,-1.1444000224
ACH-001353,-1.2354821010600001
ACH-001354,-0.611876856897
ACH-001367,-1.07941912693
ACH-001368,-0.593991412417
ACH-001374,-0.939093123442
ACH-001375,-0.7848248032100001
ACH-001377,-0.768405692404
ACH-001380,-1.3787167467700001
ACH-001391,-0.609775048645
ACH-001407,-1.20671412779
ACH-001408,-0.7631199030050001
ACH-001413,-1.1352137851700002
ACH-001430,-0.591363215039
ACH-001431,-1.06624285407
ACH-001450,-1.09704281331
ACH-001496,-0.666887559492
ACH-001500,-1.41496045213
ACH-001521,-1.0557563057
ACH-001523,-1.24666853802
ACH-001532,-0.9237067965979999
ACH-001536,-1.22807121891
ACH-001550,-0.460761390228
ACH-001552,-0.920738776753
ACH-001554,-1.0381933274600001
ACH-001645,-0.718254705786
ACH-001654,-1.0121836910100002
ACH-001715,-0.9310138184829999
ACH-001735,-1.03781279029
ACH-001736,-0.931675321483
ACH-001737,-0.9119646667200001
ACH-001740,-0.9382450861470001
ACH-001745,-0.8827161657770001
ACH-001750,-0.780894505096
ACH-001765,-1.21854526672
ACH-001956,-0.737615695799
ACH-001957,-0.9510542793889999
