,ZEB1 (6935)
ACH-000004,-0.13231975689300002
ACH-000007,0.157143394745
ACH-000009,0.0911689278474
ACH-000011,0.306979126476
ACH-000012,-0.220481426482
ACH-000013,-0.12467036862400001
ACH-000014,-0.0785018896365
ACH-000015,0.152431455791
ACH-000017,-0.032613963601900005
ACH-000018,-0.385102029442
ACH-000019,-0.119809138164
ACH-000021,-0.449454419609
ACH-000022,0.0600952542683
ACH-000025,-0.782212541392
ACH-000028,-0.20074195346999998
ACH-000030,-0.0887926562386
ACH-000035,0.0414540253306
ACH-000036,-0.275970590481
ACH-000037,-0.34496581381200003
ACH-000039,0.0438294713349
ACH-000040,-0.413206676144
ACH-000041,0.00999172171176
ACH-000042,0.0015272270129
ACH-000045,-0.00139413910977
ACH-000047,-0.178447757738
ACH-000052,-0.170941353165
ACH-000053,0.0319402798047
ACH-000054,-0.47867121835299997
ACH-000055,-0.536722236865
ACH-000060,-0.320623692563
ACH-000067,-0.271639267969
ACH-000070,-0.324478122745
ACH-000075,-0.314040585442
ACH-000078,0.043209972519300005
ACH-000082,-0.321225179589
ACH-000085,-0.107544704649
ACH-000086,-0.258741174005
ACH-000087,-0.144299323796
ACH-000092,-0.15951832307299998
ACH-000095,-0.45386843594400006
ACH-000097,0.071170578393
ACH-000098,-0.46940696875200005
ACH-000099,-0.04099422135019999
ACH-000108,-0.340890458592
ACH-000113,-0.0998317293052
ACH-000115,0.00363379627375
ACH-000116,-0.00758937440546
ACH-000118,-0.317488252465
ACH-000120,-0.26353210738899996
ACH-000123,0.00266073737404
ACH-000127,-0.385080952541
ACH-000128,-0.027313636642900003
ACH-000132,-0.25220954338199997
ACH-000133,-0.329797020044
ACH-000137,-0.188210167067
ACH-000138,-0.21256034798300003
ACH-000142,0.0195306279436
ACH-000143,-0.049022049551
ACH-000146,0.197504980091
ACH-000148,-0.211610411762
ACH-000150,-0.519548662522
ACH-000152,-0.151069626307
ACH-000153,-0.188437281135
ACH-000159,-0.149712402756
ACH-000160,0.272649173347
ACH-000163,-0.9456267183220001
ACH-000167,0.0977535178
ACH-000168,0.0502697465406
ACH-000169,-0.367643077541
ACH-000178,-0.995803354567
ACH-000182,-0.144764699114
ACH-000183,-0.567483203846
ACH-000188,-0.0053157257294600005
ACH-000189,0.34162996200900003
ACH-000190,0.00172918289246
ACH-000198,-0.0257204005416
ACH-000204,-0.48513085553999996
ACH-000206,-0.12142325229
ACH-000207,0.100465495418
ACH-000211,-0.321343269614
ACH-000215,-0.345845413972
ACH-000221,-0.038428541845400004
ACH-000222,0.0294004398872
ACH-000223,-0.153850294591
ACH-000226,0.0667584141566
ACH-000227,-0.287560134113
ACH-000228,-0.0566911452781
ACH-000231,-0.0715119840113
ACH-000232,-0.24596449071999996
ACH-000233,-0.0672669449607
ACH-000234,-0.41734388063699995
ACH-000235,0.051464145148599996
ACH-000237,-0.167142124408
ACH-000238,-0.143568634734
ACH-000243,0.044170804948699995
ACH-000244,-0.258402972581
ACH-000246,-0.214858862333
ACH-000248,-0.052759900258599994
ACH-000250,-0.275889563648
ACH-000251,-0.638664357243
ACH-000253,-0.040332242199300004
ACH-000255,-0.12313771098899999
ACH-000256,-0.33897016603200003
ACH-000257,-0.242278330391
ACH-000258,-0.049947194699099993
ACH-000259,-0.271325889566
ACH-000260,0.0126762846996
ACH-000261,-0.188827370927
ACH-000262,-0.123431006993
ACH-000263,-0.00854848182474
ACH-000264,0.148486703632
ACH-000265,0.060645470144
ACH-000266,0.0866306579647
ACH-000272,0.133941232319
ACH-000273,-0.235066097908
ACH-000274,-0.0671709776502
ACH-000277,-0.0183393548451
ACH-000278,-0.330113285549
ACH-000279,-0.0128835153241
ACH-000280,0.122657068557
ACH-000281,-0.0723771023898
ACH-000288,-0.419584497912
ACH-000291,-0.188206241359
ACH-000293,-0.034651161916800004
