,UIMC1 (51720)
ACH-000004,-0.19779923082400003
ACH-000007,-0.422086202241
ACH-000009,-0.274581307381
ACH-000011,-0.277570489247
ACH-000012,-0.23123074468199997
ACH-000013,-0.15034122881200002
ACH-000014,-0.049326017270300004
ACH-000015,-0.000646069870133
ACH-000017,-0.14681736465700002
ACH-000018,-0.22471129747299998
ACH-000019,-0.098482056153
ACH-000021,-0.264741715453
ACH-000022,-0.19907054498399998
ACH-000025,-0.180010839845
ACH-000028,-0.333046829277
ACH-000030,-0.150169609546
ACH-000035,-0.22475184670200002
ACH-000036,-0.406155514066
ACH-000037,-0.47007772633
ACH-000039,-0.290665118279
ACH-000040,-0.261905611365
ACH-000041,-0.014843177971299998
ACH-000042,-0.0954034399689
ACH-000045,-0.265684345462
ACH-000047,-0.36820156642499996
ACH-000052,-0.258186478845
ACH-000053,-0.0836603761221
ACH-000054,-0.243553558554
ACH-000055,-0.17847610984700002
ACH-000060,-0.146031549341
ACH-000067,-0.266630052806
ACH-000070,-0.0183604677939
ACH-000075,-0.327096804789
ACH-000078,-0.275139034766
ACH-000082,0.12179018768100001
ACH-000085,0.0316993222464
ACH-000086,-0.155775913605
ACH-000087,-0.32010024567
ACH-000092,-0.220136389568
ACH-000095,-0.221009851099
ACH-000097,-0.187554158664
ACH-000098,-0.127832437729
ACH-000099,-0.216314626028
ACH-000108,-0.25566269616799997
ACH-000113,-0.190595314496
ACH-000115,0.00401233679895
ACH-000116,-0.35216087408
ACH-000118,-0.30778669236699996
ACH-000120,-0.210128936495
ACH-000123,-0.202132147839
ACH-000127,-0.08466185534029999
ACH-000128,-0.153212480929
ACH-000132,-0.427350232875
ACH-000133,-0.178221605506
ACH-000137,0.07163971220910001
ACH-000138,-0.367340734205
ACH-000142,-0.127486064147
ACH-000143,-0.232542860981
ACH-000146,-0.0636256937461
ACH-000148,-0.385449049717
ACH-000150,-0.525636019652
ACH-000152,-0.0597752768397
ACH-000153,-0.27503302497
ACH-000159,-0.269154657362
ACH-000160,0.19472154590100002
ACH-000163,-0.200180949125
ACH-000167,0.386627365844
ACH-000168,-0.158145245749
ACH-000169,-0.025124132208500002
ACH-000178,-0.21598517335700002
ACH-000182,-0.220100342316
ACH-000183,-0.37858064113799994
ACH-000188,-0.341798530935
ACH-000189,-0.22329060068700002
ACH-000190,0.085989188465
ACH-000198,-0.151781951264
ACH-000204,-0.301629505284
ACH-000206,-0.0410756541076
ACH-000207,0.124603335958
ACH-000211,-0.37422280950000003
ACH-000215,-0.112345853364
ACH-000221,-0.06588769463380001
ACH-000222,-0.381229065923
ACH-000223,-0.282766434905
ACH-000226,-0.17522319173300002
ACH-000227,-0.21008897676
ACH-000228,0.00848173234919
ACH-000231,-0.123307874163
ACH-000232,-0.46584593544200004
ACH-000233,-0.3213707492
ACH-000234,-0.428642919635
ACH-000235,-0.101018934736
ACH-000237,-0.19574906878400003
ACH-000238,-0.30000423158000006
ACH-000243,-0.196043330233
ACH-000244,-0.284066789934
ACH-000246,-0.44173280927599995
ACH-000248,-0.228436342421
ACH-000250,-0.171357508188
ACH-000251,-0.251621442089
ACH-000253,-0.214332245011
ACH-000255,-0.234222119993
ACH-000256,-0.174884799053
ACH-000257,-0.547967204512
ACH-000258,-0.286989895167
ACH-000259,-0.143548099485
ACH-000260,-0.20364508471599999
ACH-000261,-0.0509887112079
ACH-000262,-0.06714493959409999
ACH-000263,-0.100572488561
ACH-000264,-0.125775354132
ACH-000265,-0.22730839716899998
ACH-000266,-0.05133685864080001
ACH-000272,-0.136713213966
ACH-000273,-0.24722761088000003
ACH-000274,-0.23345273042800002
ACH-000277,-0.354365960766
ACH-000278,0.057871030070900005
ACH-000279,-0.104177408477
ACH-000280,-0.1237639035
ACH-000281,-0.293515220669
ACH-000288,-0.08617359169639999
ACH-000291,-0.172170168444
ACH-000293,-0.154216486193
ACH-000294,-0.0731168388639
ACH-000295,-0.107116056481
ACH-000296,-0.40535339862400005
ACH-000302,-0.179878870625
ACH-000304,-0.395033354791
ACH-000307,-0.157010620742
ACH-000308,-0.06581591383430001
ACH-000310,-0.08603193080140001
ACH-000311,-0.24454734012899998
ACH-000312,-0.23263479949299998
ACH-000315,-0.138492605781
ACH-000316,-0.0590630432294
ACH-000317,-0.504877182391
ACH-000318,-0.232849341305
ACH-000319,-0.276017336763
ACH-000320,-0.254563173486
ACH-000322,-0.18631525838
ACH-000323,0.161060507298
ACH-000324,-0.291381978083
ACH-000329,-0.290850927555
ACH-000330,-0.102055505
ACH-000331,-0.41967682311899995
ACH-000332,-0.26660848396
ACH-000334,-0.46519150579999996
ACH-000335,-0.09948360536260001
ACH-000336,-0.0524529988328
ACH-000337,-0.450264539273
ACH-000339,-0.057170119663699996
ACH-000341,-0.166252957829
ACH-000348,-0.132425287448
ACH-000350,-0.09361464854389999
ACH-000352,-0.37213751910400006
ACH-000356,0.059984852326199996
ACH-000361,-0.252624784491
ACH-000362,-0.162921024261
ACH-000363,-0.15970762098400001
ACH-000364,-0.0406089262541
ACH-000365,-0.185330139158
ACH-000366,-0.121389689988
ACH-000368,-0.38524597221199997
ACH-000374,-0.16366045682
ACH-000375,0.0250654996038
ACH-000376,-0.307896070519
ACH-000381,-0.30147551609900003
ACH-000383,0.00199544377775
ACH-000387,-0.149652726534
ACH-000389,-0.331049864843
ACH-000390,-0.0556752876227
ACH-000393,-0.20703947672800002
ACH-000395,-0.21245720048099997
ACH-000397,-0.348211828467
ACH-000401,-0.29183150565
ACH-000402,-0.614195324517
ACH-000403,-0.328342485017
ACH-000404,-0.353105071503
ACH-000406,0.00140025696248
ACH-000407,-0.195124336274
ACH-000408,-0.11987216285800001
ACH-000410,-0.12136295816199999
ACH-000411,-0.436225209294
ACH-000414,-0.2501520886
ACH-000415,-0.0274418430356
ACH-000416,-0.20195901655600002
ACH-000420,-0.18856191278999998
ACH-000421,-0.0882120144281
ACH-000424,-0.314827166808
ACH-000425,-0.434775063129
ACH-000426,-0.0365400694748
ACH-000427,-0.174777512363
ACH-000433,-0.356652878182
ACH-000436,-0.0468070237198
ACH-000444,-0.18022395820700002
ACH-000445,-0.166747909507
ACH-000448,-0.19011508782699998
ACH-000450,-0.300667264754
ACH-000452,-0.0275876171631
ACH-000454,-0.151138979703
ACH-000458,-0.118775329892
ACH-000459,-0.516888866323
ACH-000460,-0.30930340577300003
ACH-000461,-0.026006868720400002
ACH-000463,-0.297722629872
ACH-000464,-0.23185638206599998
ACH-000466,-0.108718580741
ACH-000467,-0.33145510799100003
ACH-000468,0.043701839295199996
ACH-000469,-0.2194636952
ACH-000470,-0.12219262779699999
ACH-000471,-0.276079067527
ACH-000472,-0.156245595679
ACH-000473,-0.034153715789400005
ACH-000475,-0.341398526127
ACH-000476,-0.242394056945
ACH-000477,-0.23350337398200002
ACH-000480,-0.277974703306
ACH-000481,-0.10002029234
ACH-000483,-0.287467489774
ACH-000484,-0.09851897778660001
ACH-000485,-0.19852029225099999
ACH-000486,-0.0610099405376
ACH-000487,-0.220371842881
ACH-000488,-0.325685478028
ACH-000490,-0.15918889828500002
ACH-000491,-0.06893475819780001
ACH-000495,-0.40968849723300005
ACH-000496,-0.17475322549300001
ACH-000499,-0.35066380951
ACH-000500,0.204537464953
ACH-000502,-0.252358858063
ACH-000503,-0.39877478804300004
ACH-000505,-0.126528482443
ACH-000507,-0.45685027779
ACH-000510,-0.0769876290355
ACH-000511,-0.21253659187600002
ACH-000512,-0.308821289771
ACH-000516,-0.361102690602
ACH-000517,-0.104910327631
ACH-000518,-0.09048223395749999
ACH-000520,-0.25454874134399996
ACH-000521,-0.27435324175299997
ACH-000522,-0.12821124114
ACH-000524,-0.174882918437
ACH-000527,-0.230586762435
ACH-000528,-0.30842314572900004
ACH-000537,-0.195004278437
ACH-000541,-0.18147981994100001
ACH-000542,-0.20072871184799998
ACH-000544,-0.200273369777
ACH-000545,-0.311662930332
ACH-000547,-0.270804735442
ACH-000548,-0.270342542665
ACH-000549,-0.21740653134399998
ACH-000550,-0.342543124084
ACH-000552,-0.0864201722965
ACH-000556,-0.0462187371195
ACH-000557,0.024135980235700003
ACH-000570,-0.160858104661
ACH-000571,-0.256169792104
ACH-000573,-0.246870524947
ACH-000576,-0.139484616373
ACH-000580,-0.157067949704
ACH-000584,-0.269895573542
ACH-000585,-0.33348350334000004
ACH-000588,-0.0557014898435
ACH-000589,-0.068120033686
ACH-000591,-0.136634758563
ACH-000593,-0.09174532650660001
ACH-000600,-0.19424270739500002
ACH-000601,-0.24305058367
ACH-000604,0.15012070343
ACH-000605,-0.0700142549411
ACH-000606,-0.119165376592
ACH-000608,-0.161326934846
ACH-000614,-0.193726981451
ACH-000616,0.00570485535347
ACH-000618,-0.139119051512
ACH-000619,-0.39515157103200005
ACH-000620,-0.38922201392300004
ACH-000621,-0.157056150475
ACH-000622,-0.119603739475
ACH-000623,-0.0590930491679
ACH-000624,-0.16803245408300002
ACH-000627,-0.363148891228
ACH-000630,-0.10169487561000001
ACH-000632,-0.13493021484200002
ACH-000633,-0.196291913143
ACH-000637,0.0931008367076
ACH-000638,-0.250634962021
ACH-000646,-0.204865753506
ACH-000647,-0.178911101836
ACH-000648,-0.491395546465
ACH-000649,-0.199830886832
ACH-000651,-0.10351684606799999
ACH-000652,-0.257785933992
ACH-000653,-0.14369081636199998
ACH-000657,-0.249506061651
ACH-000658,-0.241461850997
ACH-000661,-0.275901350308
ACH-000662,-0.14860925802000002
ACH-000663,-0.15894643468699998
ACH-000665,-0.061154591047199995
ACH-000671,-0.37756372884499995
ACH-000673,-0.21699660503
ACH-000676,-0.141957109792
ACH-000677,-0.0981990063169
ACH-000681,-0.26841318095899996
ACH-000682,-0.18088977617
ACH-000683,-0.19366948544399998
ACH-000684,-0.334292296633
ACH-000688,-0.331820475687
ACH-000693,-0.136109505288
ACH-000694,-0.18762155627399998
ACH-000695,0.0531786440804
ACH-000696,-0.16867613383299998
ACH-000697,0.040288377913
ACH-000699,-0.229743071661
ACH-000701,-0.42329713372100003
ACH-000706,-0.166857756281
ACH-000711,-0.374489655903
ACH-000713,-0.147330760188
ACH-000714,-0.318107350655
ACH-000718,-0.21432050326699997
ACH-000720,-0.303645343986
ACH-000721,-0.162781664656
ACH-000724,-0.336772726499
ACH-000725,-0.0312601746459
ACH-000732,-0.09012630144750002
ACH-000734,-0.0979573190183
ACH-000735,-0.0483310721669
