,TWSG1 (57045)
ACH-000004,0.43739238703199995
ACH-000007,0.203294250889
ACH-000009,0.260237491477
ACH-000011,0.327892168532
ACH-000012,0.21472362438
ACH-000013,0.228687244068
ACH-000014,0.122868115329
ACH-000015,0.25927005647
ACH-000017,0.0253461611068
ACH-000018,0.296967035752
ACH-000019,0.205681041176
ACH-000021,0.23044517874499998
ACH-000022,0.21468825185100002
ACH-000025,0.148552806112
ACH-000028,0.170331691987
ACH-000030,0.242285811873
ACH-000035,0.111962732915
ACH-000036,0.085267206755
ACH-000037,0.18659599642900002
ACH-000039,0.136719770228
ACH-000040,0.12005506654
ACH-000041,0.424859663525
ACH-000042,0.0764983116687
ACH-000045,0.118174319648
ACH-000047,0.041934833925400004
ACH-000052,-0.0559820471779
ACH-000053,0.24389879498000003
ACH-000054,0.151187255606
ACH-000055,0.10952265733
ACH-000060,0.19726662594500002
ACH-000067,0.165614551588
ACH-000070,0.248209791441
ACH-000075,0.452329261946
ACH-000078,0.228388864101
ACH-000082,0.17791384784400002
ACH-000085,0.23384978859900002
ACH-000086,0.163019569288
ACH-000087,0.199325770952
ACH-000092,0.162621125892
ACH-000095,0.21436391920000003
ACH-000097,0.224705101444
ACH-000098,0.314839864776
ACH-000099,0.141663391217
ACH-000108,0.26270822969
ACH-000113,0.245698966791
ACH-000115,0.105474972752
ACH-000116,0.211707054957
ACH-000118,0.170000076145
ACH-000120,0.0565402717682
ACH-000123,0.174934017914
ACH-000127,0.08368602153
ACH-000128,0.238807740238
ACH-000132,0.29634228656
ACH-000133,0.363178953838
ACH-000137,0.143148052725
ACH-000138,0.0133054077814
ACH-000142,0.22414623440900003
ACH-000143,0.0886114797065
ACH-000146,0.134806338225
ACH-000148,0.280389867016
ACH-000150,0.116034652894
ACH-000152,0.146851039794
ACH-000153,-0.011042885141900001
ACH-000159,0.149961516356
ACH-000160,0.19049032165899998
ACH-000163,0.29160508541200003
ACH-000167,0.052503189643699995
ACH-000168,0.349393701594
ACH-000169,0.21784007488200002
ACH-000178,0.160936491016
ACH-000182,0.106519820965
ACH-000183,0.188442489963
ACH-000188,0.134002146906
ACH-000189,0.182470990589
ACH-000190,0.123568135383
ACH-000198,0.225098369989
ACH-000204,0.25349974229899996
ACH-000206,0.225050609933
ACH-000207,-0.122524380322
ACH-000211,0.15949918247199998
ACH-000215,0.0627191861602
ACH-000221,0.127451426163
ACH-000222,0.0838481376267
ACH-000223,0.28096922575800004
ACH-000226,0.243234933563
ACH-000227,0.18267918970600003
ACH-000228,0.214581001963
ACH-000231,0.151955263507
ACH-000232,0.0579522193683
ACH-000233,0.199134111496
ACH-000234,0.0933096465924
ACH-000235,0.237792888371
ACH-000237,0.20215035114399998
ACH-000238,0.060426457705800005
ACH-000243,0.228594468922
ACH-000244,0.136596392665
ACH-000246,0.092323552806
ACH-000248,0.171627350775
ACH-000250,0.167033559703
ACH-000251,0.355249553205
ACH-000253,0.09975520327260001
ACH-000255,0.14287661356599998
ACH-000256,0.404955668111
ACH-000257,0.243038413008
ACH-000258,0.173570563712
ACH-000259,0.130602040103
ACH-000260,0.262354257771
ACH-000261,0.22694625028499998
ACH-000262,0.197269664591
ACH-000263,0.1972915462
ACH-000264,0.088284366228
ACH-000265,0.31073116119800004
ACH-000266,0.113211867444
ACH-000272,0.163655790975
ACH-000273,0.0156650233922
ACH-000274,0.161506284409
ACH-000277,0.0619777955858
ACH-000278,-0.0401601729903
ACH-000279,0.15814975081
ACH-000280,-0.00740323362802
ACH-000281,0.07387694040369999
ACH-000288,0.20089206755999997
ACH-000291,0.257680269121
ACH-000293,0.149321798276
ACH-000294,0.40325261630599996
ACH-000295,0.09011800668580001
ACH-000296,0.239744047863
ACH-000302,0.204750361283
ACH-000304,0.0328178521741
ACH-000307,0.240022811862
ACH-000308,0.21444837481600001
ACH-000310,0.268277605709
ACH-000311,0.15404337094599999
ACH-000312,0.20633467911800002
ACH-000315,0.23759167753199997
ACH-000316,0.246744105686
ACH-000317,0.481809999129
ACH-000318,0.168929416834
ACH-000319,0.226991287991
ACH-000320,0.0104368172521
ACH-000322,0.184737711273
ACH-000323,0.265299574704
ACH-000324,0.220590586914
ACH-000329,0.224480184999
ACH-000330,0.150766698152
ACH-000331,0.23933602530200002
ACH-000332,0.208844583715
ACH-000334,0.38609349665700005
ACH-000335,0.18515313292399999
ACH-000336,0.38691546326
ACH-000337,0.33204950278900003
ACH-000339,0.19409795058499998
