,CHODL (140578)
ACH-000004,-0.0559421842502
ACH-000007,-0.0139126314035
ACH-000009,0.0743828575017
ACH-000011,-0.0466970937693
ACH-000012,-0.23101351821999996
ACH-000013,0.007106173814770001
ACH-000014,0.166293836587
ACH-000015,-0.060647569889799996
ACH-000017,0.0404383773738
ACH-000018,0.161076347792
ACH-000019,-0.10654839866699999
ACH-000021,0.0315550983172
ACH-000022,-0.056269002514699996
ACH-000025,-0.007696954602409999
ACH-000028,-0.116943696163
ACH-000030,-0.129375391072
ACH-000035,-0.08897099229080001
ACH-000036,0.029096625189099997
ACH-000037,-0.0910126763287
ACH-000039,0.043198773891000006
ACH-000040,0.027238166993200003
ACH-000041,0.35203155515199996
ACH-000042,-0.00192483407178
ACH-000045,0.05462161900230001
ACH-000047,-0.0437864678481
ACH-000052,0.21578877851199998
ACH-000053,-0.020444570687400004
ACH-000054,-0.028741901291099995
ACH-000055,0.151309500876
ACH-000060,-0.11306502789799999
ACH-000067,0.05473616287190001
ACH-000070,0.08153529437589999
ACH-000075,0.067951657361
ACH-000078,-0.0689356049675
ACH-000082,-0.00945462188125
ACH-000085,0.050780738181
ACH-000086,0.051744719526500005
ACH-000087,-0.186600996087
ACH-000092,0.0573216233005
ACH-000095,0.11348728100199999
ACH-000097,-0.11102208337000001
ACH-000098,-0.0159155082192
ACH-000099,-0.0414977255424
ACH-000108,0.0418182566291
ACH-000113,0.0333830278119
ACH-000115,-0.0144349318401
ACH-000116,-0.101938001712
ACH-000118,0.0130711581329
ACH-000120,-0.141894789793
ACH-000123,-0.153976363391
ACH-000127,-0.11640778971599999
ACH-000128,0.09758244315860001
ACH-000132,-0.103688631425
ACH-000133,0.0297392841829
ACH-000137,0.042298535071900005
ACH-000138,0.12440133656300001
ACH-000142,0.028185761375099996
ACH-000143,0.0245915276938
ACH-000146,0.0654294899355
ACH-000148,0.060291824421699995
ACH-000150,-0.1443916621
ACH-000152,0.069829326616
ACH-000153,-0.110669722219
ACH-000159,-0.235682727299
ACH-000160,-0.05269583427209999
ACH-000163,-0.0141345889556
ACH-000167,-0.0444579712758
ACH-000168,0.0330750159391
ACH-000169,0.12684996504
ACH-000178,-0.126223536857
ACH-000182,-0.19480134124499998
ACH-000183,-0.19703133741599999
ACH-000188,-0.189332214471
ACH-000189,-0.0914554589769
ACH-000190,0.000466829442687
ACH-000198,0.0379623064579
ACH-000204,0.0678867554502
ACH-000206,-0.0798786561123
ACH-000207,0.06980351193289999
ACH-000211,0.0601441524214
ACH-000215,-0.07377949634860001
ACH-000221,0.00130953672244
ACH-000222,-0.0484072350435
ACH-000223,0.055794158245900005
ACH-000226,-0.0717230652195
ACH-000227,-0.18598412409200002
ACH-000228,0.0309984535298
ACH-000231,-0.16670583810200001
ACH-000232,0.05172889696409999
ACH-000233,-0.050092471810599996
ACH-000234,0.17389449371500001
ACH-000235,-0.0547824350859
ACH-000237,0.0846733766537
ACH-000238,-0.243811138602
ACH-000243,-0.0832884406577
ACH-000244,0.0460351588447
ACH-000246,-0.00183130507764
ACH-000248,-0.0312318193324
ACH-000250,-0.0149965254818
ACH-000251,0.14804554809
ACH-000253,0.07445208935360001
ACH-000255,-0.191067677909
ACH-000256,0.173226608754
ACH-000257,0.018562264077299998
ACH-000258,-0.23122113533100003
ACH-000259,-0.0282879734358
ACH-000260,0.026407998873
ACH-000261,0.09701192108130001
ACH-000262,-0.022242834067400002
ACH-000263,-0.0876097678332
ACH-000264,-0.0260561196208
ACH-000265,-0.173169526256
ACH-000266,0.014184788688399999
ACH-000272,0.0109754885656
ACH-000273,0.060021059326499995
ACH-000274,-0.00198133695195
ACH-000277,0.169087134856
ACH-000278,-0.0516994268915
ACH-000279,0.0768791082642
ACH-000280,0.140875457954
ACH-000281,0.307026482486
ACH-000288,-0.0935068169382
ACH-000291,-0.0638712866398
ACH-000293,0.144407760919
ACH-000294,-0.0037223190733299996
ACH-000295,-0.0813698737908
ACH-000296,0.08159262754919999
ACH-000302,-0.126903559959
ACH-000304,0.284546967721
ACH-000307,-0.022596874453099998
ACH-000308,-0.0486372341452
ACH-000310,-0.136150192233
ACH-000311,0.0237288935988
ACH-000312,-0.030371792709300002
ACH-000315,-0.00537397927665
ACH-000316,0.0860213014546
ACH-000317,-0.09755269836760001
ACH-000318,-0.144340301
ACH-000319,-0.034297224217500005
ACH-000320,0.0213122071702
ACH-000322,0.0579345086905
ACH-000323,0.0798648453987
ACH-000324,0.10801811664899999
ACH-000329,0.0224294891566
ACH-000330,0.029894838194400003
ACH-000331,-0.0118622225642
ACH-000332,-0.0384803577055
ACH-000334,-0.135848355216
ACH-000335,-0.08099981263230001
ACH-000336,0.118012081099
ACH-000337,0.220162311317
ACH-000339,-0.18933190868
ACH-000341,-0.0007216938435519999
ACH-000348,-0.048752971206199994
ACH-000350,0.120586143122
ACH-000352,0.0713230343771
ACH-000356,0.220393074346
ACH-000361,-0.100984855292
ACH-000362,0.024845544193000002
ACH-000363,0.018114769060900003
ACH-000364,-0.134321077675
ACH-000365,-0.0512986985735
ACH-000366,0.06025634066269999
ACH-000368,0.047557421420599995
ACH-000374,0.13868916772
ACH-000375,-0.085241316173
ACH-000376,0.000193870127975
ACH-000381,0.026955376783099998
ACH-000383,-0.120287588232
ACH-000387,0.10564955654699999
ACH-000389,-0.180191512729
ACH-000390,0.0931545332518
ACH-000393,0.111151938235
ACH-000395,0.0645994313259
ACH-000397,-0.10409113120300001
ACH-000401,-0.125414698563
ACH-000402,-0.0475026648898
ACH-000403,0.0382207423518
ACH-000404,0.017440119582
ACH-000406,0.050861593357300006
ACH-000407,0.0263479757858
ACH-000408,0.0365117128956
ACH-000410,-0.0219999142404
ACH-000411,0.134268510614
ACH-000414,-0.015974866737
ACH-000415,-0.17152679636
ACH-000416,0.0205533347415
ACH-000420,-0.021477679435
ACH-000421,-0.016205297610899998
ACH-000424,-0.0976977745301
ACH-000425,0.126949497528
ACH-000426,-0.37473739542900003
ACH-000427,0.0738689101635
ACH-000433,-0.0655007862901
ACH-000436,-0.0118657486449
ACH-000444,-0.025746941623299997
ACH-000445,0.10467056962200001
ACH-000448,-0.0812737612693
ACH-000450,0.0190130770869
ACH-000452,-0.0419920536665
ACH-000454,-0.0963537327122
