,SCP2D1 (140856)
ACH-000004,-0.06828890442919999
ACH-000007,0.19146902994800002
ACH-000009,0.09153701159260001
ACH-000011,0.0469720236167
ACH-000012,0.144546825036
ACH-000013,0.028291835533400003
ACH-000014,-0.047492048442500004
ACH-000015,0.118932851985
ACH-000017,0.09771988504910002
ACH-000018,0.133097894101
ACH-000019,-0.007100436926159999
ACH-000021,0.22063799077799998
ACH-000022,0.223058237069
ACH-000025,0.165895438732
ACH-000028,0.04911695598069999
ACH-000030,0.135686219012
ACH-000035,0.0645331852771
ACH-000036,0.25760773084800004
ACH-000037,-0.0439043696801
ACH-000039,0.170022408426
ACH-000040,-0.0215257740251
ACH-000041,0.191438635624
ACH-000042,0.17015448324700003
ACH-000045,0.179970260605
ACH-000047,0.122722207511
ACH-000052,0.388782177334
ACH-000053,0.08954316418960001
ACH-000054,0.162624663178
ACH-000055,0.14396569418
ACH-000060,0.131370170048
ACH-000067,0.119304114372
ACH-000070,0.144129086161
ACH-000075,0.09715462452089998
ACH-000078,0.31042138915600004
ACH-000082,0.0632252394434
ACH-000085,0.3064247687
ACH-000086,0.250046999426
ACH-000087,0.116221023736
ACH-000092,0.0603781870982
ACH-000095,0.12006274282700001
ACH-000097,0.039124470838000004
ACH-000098,0.08692397151589999
ACH-000099,0.0844873619531
ACH-000108,0.181444562335
ACH-000113,0.0371056454137
ACH-000115,0.0986266161145
ACH-000116,0.0168337402416
ACH-000118,0.0696660604445
ACH-000120,0.24411996984099998
ACH-000123,-0.129304490558
ACH-000127,0.0692009160415
ACH-000128,0.176359521919
ACH-000132,0.11216445579600001
ACH-000133,0.145702302316
ACH-000137,0.128851608813
ACH-000138,0.130710743017
ACH-000142,0.322836485603
ACH-000143,0.016117121047700002
ACH-000146,0.141778733856
ACH-000148,-0.012289664701200001
ACH-000150,0.0771468584536
ACH-000152,0.0548985285644
ACH-000153,0.202602287711
ACH-000159,0.28016919404
ACH-000160,-0.0373401411869
ACH-000163,-0.0830533374566
ACH-000167,0.0250210953515
ACH-000168,0.131495653469
ACH-000169,0.266257139202
ACH-000178,0.0711493745027
ACH-000182,0.124373777374
ACH-000183,0.197524614294
ACH-000188,0.210233899785
ACH-000189,0.287079783568
ACH-000190,-0.020785467035299997
ACH-000198,0.0290138770477
ACH-000204,0.37269264161700005
ACH-000206,0.0904397267939
ACH-000207,-0.19176700507599997
ACH-000211,0.0519677368647
ACH-000215,0.136321075683
ACH-000221,0.24216760402100002
ACH-000222,0.198107169308
ACH-000223,0.131460708435
ACH-000226,0.119724958489
ACH-000227,-0.10408607779100001
ACH-000228,-0.0711361244894
