,HCAR1 (27198)
ACH-000004,0.009770821005700002
ACH-000007,0.0724273842664
ACH-000009,-0.288646232381
ACH-000011,-0.141150155629
ACH-000012,-0.24545446383400002
ACH-000013,-0.0194431999363
ACH-000014,-0.26029270379999997
ACH-000015,-0.0582740580339
ACH-000017,-0.115050960515
ACH-000018,-0.149985078333
ACH-000019,-0.500923842339
ACH-000021,-0.292167045504
ACH-000022,-0.0881880761386
ACH-000025,-0.26437771699499996
ACH-000028,-0.0603553679583
ACH-000030,-0.07993085517319999
ACH-000035,-0.211796966
ACH-000036,-0.0734868450528
ACH-000037,-0.175060984185
ACH-000039,-0.150574093673
ACH-000040,-0.0086217649791
ACH-000041,-0.0190889884453
ACH-000042,-0.225386157435
ACH-000045,-0.31525249253000004
ACH-000047,-0.0234000640417
ACH-000052,-0.13766241317
ACH-000053,-0.163854075166
ACH-000054,-0.13859626735799999
ACH-000055,-0.213036227602
ACH-000060,-0.384629268306
ACH-000067,-0.0675420263574
ACH-000070,-0.168215942305
ACH-000075,-0.20247049039599999
ACH-000078,-0.118305755469
ACH-000082,-0.153010662687
ACH-000085,-0.11554001855399999
ACH-000086,-0.17599528078600002
ACH-000087,-0.217497896451
ACH-000092,-0.21764872421999998
ACH-000095,-0.22994001115499998
ACH-000097,-0.0908956537324
ACH-000098,-0.244045940961
ACH-000099,-0.303251376339
ACH-000108,-0.19067672520999998
ACH-000113,-0.15257948410299998
ACH-000115,-0.18803488009799998
ACH-000116,-0.150919984792
ACH-000118,-0.148899099051
ACH-000120,-0.275897993234
ACH-000123,-0.376645359929
ACH-000127,-0.08631921051439999
ACH-000128,-0.0160367110474
ACH-000132,-0.176428922706
ACH-000133,-0.277446347693
ACH-000137,-0.342495459499
ACH-000138,-0.320093123813
ACH-000142,-0.155618799215
ACH-000143,-0.201102776863
ACH-000146,-0.09826564620989998
ACH-000148,-0.165381340781
ACH-000150,-0.257833578345
ACH-000152,-0.322257842708
ACH-000153,-0.207665725492
ACH-000159,-0.0019263535772
ACH-000160,-0.168248221412
ACH-000163,-0.181670751458
ACH-000167,0.155736225442
ACH-000168,-0.250692752713
ACH-000169,-0.316135739527
ACH-000178,-0.039181481148099995
ACH-000182,-0.18700036756400001
ACH-000183,-0.149853777591
ACH-000188,-0.211697319399
ACH-000189,-0.0707915611554
ACH-000190,-0.39286564662699996
ACH-000198,-0.143967032567
ACH-000204,-0.07000645994089999
ACH-000206,-0.20955511077
ACH-000207,0.051290768295999996
ACH-000211,-0.26431021111999997
ACH-000215,-0.232885369817
ACH-000221,-0.0809113794143
ACH-000222,-0.198514449576
ACH-000223,-0.18188346642499997
ACH-000226,-0.0672085435099
ACH-000227,-0.383970786214
ACH-000228,-0.09503891310000001
ACH-000231,-0.15786609015
ACH-000232,-0.325528980127
ACH-000233,-0.0901325151626
ACH-000234,-0.23968874339899998
