,PI4K2B (55300)
ACH-000004,-0.0417758872871
ACH-000007,0.182981471666
ACH-000009,0.17626099975600001
ACH-000011,0.05065341981930001
ACH-000012,0.0878677587218
ACH-000013,0.0905914036895
ACH-000014,0.277704842322
ACH-000015,0.100259126574
ACH-000017,-0.042862762688199996
ACH-000018,-0.005963578190510001
ACH-000019,-0.113969339716
ACH-000021,0.158497929763
ACH-000022,0.0949969777438
ACH-000025,0.26274466308600003
ACH-000028,0.0671980064333
ACH-000030,0.0332366050922
ACH-000035,0.0574478648839
ACH-000036,0.075158236862
ACH-000037,0.0558171253082
ACH-000039,0.505868245494
ACH-000040,-0.027952844541700002
ACH-000041,-0.0671465783114
ACH-000042,0.17672573616999998
ACH-000045,0.0287416940997
ACH-000047,0.0155516821475
ACH-000052,0.0422046161109
ACH-000053,0.119403057611
ACH-000054,0.00818485372982
ACH-000055,0.07118069225
ACH-000060,-0.0892432513477
ACH-000067,0.051088870511699996
ACH-000070,-0.0439720914735
ACH-000075,-0.15548473392999998
ACH-000078,0.125597289376
ACH-000082,0.015562370516600001
ACH-000085,-0.0206741677183
ACH-000086,0.0674564849649
ACH-000087,0.0852093932426
ACH-000092,0.12950501217399998
ACH-000095,0.148314748595
ACH-000097,0.040125424427400004
ACH-000098,0.09718442603369999
ACH-000099,0.253545151076
ACH-000108,0.210608403346
ACH-000113,-0.07010208913919999
ACH-000115,-0.175982546696
ACH-000116,-0.00672095294171
ACH-000118,0.104487592837
ACH-000120,0.0159845395336
ACH-000123,0.0957987876141
ACH-000127,0.00106338539096
ACH-000128,0.14710869834100002
ACH-000132,0.0810199414459
ACH-000133,-0.00760832580201
ACH-000137,-0.124375862387
ACH-000138,0.06972919259219999
ACH-000142,0.12931543847100002
ACH-000143,-0.105815041621
ACH-000146,0.020340972916700003
ACH-000148,0.09820514639239998
ACH-000150,-0.0518790012533
ACH-000152,-0.013724941510299998
ACH-000153,0.176384975927
ACH-000159,-0.054044335317900004
ACH-000160,-0.056126347026500004
ACH-000163,-0.13794129007300002
ACH-000167,-0.005387283775619999
ACH-000168,0.012052599297
ACH-000169,0.176507735493
ACH-000178,0.120732784481
ACH-000182,0.021141577146400005
ACH-000183,0.071743874655
ACH-000188,0.11433046670399999
ACH-000189,0.253814863013
ACH-000190,-0.08763411459079999
ACH-000198,0.0548995917454
ACH-000204,0.040362589503699996
ACH-000206,0.0401481075294
ACH-000207,0.208706852557
ACH-000211,0.048413570803500006
ACH-000215,0.0431819256925
ACH-000221,0.0059754696857299994
ACH-000222,0.20533606622699999
ACH-000223,0.05140715686919999
ACH-000226,0.0646656591945
ACH-000227,0.11675496469699999
ACH-000228,0.0925533773016
ACH-000231,0.0581500937878
ACH-000232,0.12695248633300002
ACH-000233,0.26291555349199996
ACH-000234,0.036901162758999996
ACH-000235,0.157580475899
ACH-000237,0.134244410447
ACH-000238,0.0312062755333
ACH-000243,0.0955522382102
ACH-000244,-0.225770774159
ACH-000246,0.0313655161582
ACH-000248,0.108904031024
ACH-000250,-0.00834505647677
ACH-000251,0.00352465657504
ACH-000253,0.0317762772
ACH-000255,0.0792283221447
ACH-000256,0.18395721164599999
ACH-000257,0.18168381696199998
