,WFDC10B (280664)
ACH-000004,0.017935528016500002
ACH-000007,0.200080205157
ACH-000009,-0.0267688356762
ACH-000011,-0.09376769313719999
ACH-000012,0.134174418707
ACH-000013,0.11556712570599999
ACH-000014,0.046853212168100004
ACH-000015,0.0054748511610699995
ACH-000017,0.0381085550359
ACH-000018,-0.18045013150400002
ACH-000019,-0.032471717250399997
ACH-000021,0.0640118107176
ACH-000022,0.134358370535
ACH-000025,-0.0831541687371
ACH-000028,-0.0498105101186
ACH-000030,-0.0945009337669
ACH-000035,0.196723912531
ACH-000036,-0.0505099623922
ACH-000037,0.0241279863853
ACH-000039,0.121584477929
ACH-000040,-0.275144412391
ACH-000041,0.129622824708
ACH-000042,0.07683431353260001
ACH-000045,0.29301489775600004
ACH-000047,0.0865338556777
ACH-000052,0.06863618556609999
ACH-000053,0.019846418334599998
ACH-000054,-0.10731639801000001
ACH-000055,-0.0574540875963
ACH-000060,0.119206577796
ACH-000067,0.005325771961499999
ACH-000070,0.058498909157099994
ACH-000075,-0.11767811524
ACH-000078,0.125694361821
ACH-000082,-0.220539527411
ACH-000085,-0.24166554544399999
ACH-000086,-0.029471599858
ACH-000087,0.170041722141
ACH-000092,0.0660078514437
ACH-000095,-0.074085967682
ACH-000097,-0.090659588079
ACH-000098,0.125275313115
ACH-000099,0.0748069423927
ACH-000108,0.00514523778875
ACH-000113,-0.0348140471331
ACH-000115,-0.240857218148
ACH-000116,-0.0124848692451
ACH-000118,0.0016439056412500001
ACH-000120,-0.0361222359355
ACH-000123,0.0302617108797
ACH-000127,0.045921085167
ACH-000128,0.0300137514341
ACH-000132,-0.000356940963509
ACH-000133,-0.215972178889
ACH-000137,0.00101426503729
ACH-000138,0.022418856546400003
ACH-000142,0.09069198901389999
ACH-000143,0.06564827552579999
ACH-000146,-0.00840330737829
ACH-000148,-0.085991551192
ACH-000150,0.0322059677352
ACH-000152,-0.0377980372471
ACH-000153,-0.218422108918
ACH-000159,0.22776840310199997
ACH-000160,-0.0594349428586
ACH-000163,-0.0401867053347
ACH-000167,-0.09838225551030001
ACH-000168,0.310067889464
ACH-000169,-0.10191159617699999
ACH-000178,0.017308329367400004
ACH-000182,-0.057310685769100006
ACH-000183,0.019279607264900002
ACH-000188,0.0497191240466
ACH-000189,-0.206116705936
ACH-000190,0.0840692426021
ACH-000198,0.17228555243500002
ACH-000204,0.316274514463
ACH-000206,0.114265196794
ACH-000207,0.0173254574066
ACH-000211,0.014272277529200001
ACH-000215,-0.05692004693969999
ACH-000221,-0.0112825732899
