,RPL27A (6157)
ACH-000004,-1.43606845171
ACH-000007,-1.5908400104
ACH-000009,-1.40195462441
ACH-000011,-1.87815819341
ACH-000012,-1.2720250069499999
ACH-000013,-1.1342190076899998
ACH-000014,-1.3882400380200002
ACH-000015,-1.32219094141
ACH-000017,-0.771191801684
ACH-000018,-1.2004642218000001
ACH-000019,-1.9349996509
ACH-000021,-1.44377296792
ACH-000022,-1.10295048207
ACH-000025,-1.47902430248
ACH-000028,-1.4045538513299998
ACH-000030,-1.6966982342599999
ACH-000035,-0.9703973961169999
ACH-000036,-1.46757374567
ACH-000037,-2.0115954072599997
ACH-000039,-1.26002570191
ACH-000040,-1.19766772018
ACH-000041,-1.2235023109299998
ACH-000042,-1.34045994906
ACH-000045,-1.17402022426
ACH-000047,-1.26613519933
ACH-000052,-1.15373533726
ACH-000053,-1.3698376601299997
ACH-000054,-1.67596440376
ACH-000055,-1.5024775335799998
ACH-000060,-1.22001322329
ACH-000067,-1.3464664583500001
ACH-000070,-1.8999604191
ACH-000075,-1.22108693806
ACH-000078,-1.64227739766
ACH-000082,-1.3438184959000001
ACH-000085,-1.40448791523
ACH-000086,-1.22302065271
ACH-000087,-1.60482202345
ACH-000092,-1.4636958711399999
ACH-000095,-1.61531583791
ACH-000097,-1.3771117199599998
ACH-000098,-1.3707988756099998
ACH-000099,-1.72296584768
ACH-000108,-1.3183827668299999
ACH-000113,-1.3924744922499999
ACH-000115,-1.69147460391
ACH-000116,-1.25987191826
ACH-000118,-1.12557628385
ACH-000120,-1.38874416752
ACH-000123,-1.46572297225
ACH-000127,-1.33387803904
ACH-000128,-1.32047242789
ACH-000132,-1.1484051477200001
ACH-000133,-1.2320048989399999
ACH-000137,-1.30731752465
ACH-000138,-1.66711514731
ACH-000142,-1.43435351222
ACH-000143,-1.3583262090000001
ACH-000146,-1.29065401549
ACH-000148,-1.6040190978100002
ACH-000150,-1.52219701769
ACH-000152,-1.03708826061
ACH-000153,-1.45613869584
ACH-000159,-1.45708537262
ACH-000160,-1.24567946958
ACH-000163,-1.44611698956
ACH-000167,0.578091522029
ACH-000168,-1.40835624273
ACH-000169,-1.42886927816
ACH-000178,-1.2411411372499999
ACH-000182,-1.33965353398
ACH-000183,-1.24592479594
ACH-000188,-1.49910418461
ACH-000189,-1.28310639347
ACH-000190,-1.8071322545200001
ACH-000198,-1.57666416381
ACH-000204,-0.97424432654
ACH-000206,-1.61621816961
ACH-000207,-1.4279564182299997
ACH-000211,-1.4534532913100002
ACH-000215,-1.41245031121
ACH-000221,-1.2525588379
ACH-000222,-1.21948850056
ACH-000223,-1.17851810796
ACH-000226,-1.38578074834
ACH-000227,-1.60266899944
ACH-000228,-1.05299955683
ACH-000231,-1.33007551782
ACH-000232,-1.3801065403200001
ACH-000233,-1.4815845212999998
ACH-000234,-1.39488915665
