,CELA1 (1990)
ACH-000004,-0.224368349754
ACH-000007,-0.0492552110667
ACH-000009,-0.33910048758
ACH-000011,-0.07604155678730001
ACH-000012,-0.23099836579100003
ACH-000013,-0.30828671841
ACH-000014,-0.321299007742
ACH-000015,-0.367649567292
ACH-000017,-0.230994114487
ACH-000018,-0.414880837211
ACH-000019,-0.11722824506400001
ACH-000021,-0.33691146878399997
ACH-000022,-0.216370020302
ACH-000025,-0.314323184884
ACH-000028,-0.390327320611
ACH-000030,-0.334684082339
ACH-000035,-0.362477150353
ACH-000036,-0.150827694971
ACH-000037,-0.237969931432
ACH-000039,-0.20413216866300002
ACH-000040,-0.248841204942
ACH-000041,-0.39962124662500004
ACH-000042,-0.230947984824
ACH-000045,-0.276583221463
ACH-000047,-0.38560272006800006
ACH-000052,-0.477511138322
ACH-000053,-0.30707387950599996
ACH-000054,-0.194714035021
ACH-000055,-0.384264298835
ACH-000060,-0.055031933789300005
ACH-000067,-0.431508025783
ACH-000070,-0.106942781663
ACH-000075,-0.248294816468
ACH-000078,-0.35047755190200003
ACH-000082,-0.135907049241
ACH-000085,-0.19711207204599998
ACH-000086,-0.46616127846199995
ACH-000087,-0.536842994021
ACH-000092,-0.251205767112
ACH-000095,-0.130556803785
ACH-000097,-0.22079490059700002
ACH-000098,-0.130575918983
ACH-000099,-0.32626925838000004
ACH-000108,-0.12895595790300002
ACH-000113,-0.24150587411899999
ACH-000115,-0.396004688146
ACH-000116,-0.111203917032
ACH-000118,-0.231184946257
ACH-000120,-0.0974657444214
ACH-000123,-0.248687745758
ACH-000127,-0.24083909085799998
ACH-000128,-0.43688906726000004
ACH-000132,-0.039162548325400004
ACH-000133,-0.239889694401
ACH-000137,-0.502989250079
ACH-000138,-0.228667298705
ACH-000142,-0.26729631242699997
ACH-000143,-0.348135710511
ACH-000146,-0.285276659663
ACH-000148,-0.211479771836
ACH-000150,-0.152727454222
ACH-000152,-0.48970941188100003
ACH-000153,-0.40518952895800003
ACH-000159,-0.223672448023
ACH-000160,-0.23340388612100002
ACH-000163,-0.0631791439032
ACH-000167,-0.303404179296
ACH-000168,-0.08017025381010001
ACH-000169,-0.164581304697
ACH-000178,-0.25246463716699996
ACH-000182,-0.24060052992199998
ACH-000183,-0.20157485584100002
ACH-000188,-0.159570599422
ACH-000189,-0.173762680215
ACH-000190,-0.170880860398
ACH-000198,-0.281481868864
ACH-000204,-0.0713876784187
ACH-000206,-0.15808088519000002
ACH-000207,-0.311943480522
ACH-000211,-0.11343370360999999
ACH-000215,-0.344662794606
ACH-000221,-0.18955869780499998
ACH-000222,0.042605918742
ACH-000223,-0.360695660197
ACH-000226,-0.247759835293
ACH-000227,-0.146036859576
ACH-000228,-0.348596331113
ACH-000231,-0.274810295059
ACH-000232,-0.282079964591
ACH-000233,-0.12071822373600001
ACH-000234,-0.394379373618
ACH-000235,-0.185780959526
ACH-000237,-0.18243161795600002
ACH-000238,-0.27216213101
ACH-000243,-0.21800469612599999
ACH-000244,-0.403406408433
ACH-000246,-0.177194981096
ACH-000248,-0.31983015383499996
ACH-000250,-0.225349007634
ACH-000251,-0.147897625777
ACH-000253,-0.0723065478455
ACH-000255,-0.195872712196
ACH-000256,-0.25106981434000003
ACH-000257,-0.321657749932
ACH-000258,-0.253288637623
ACH-000259,-0.240023546094
ACH-000260,-0.414610391216
ACH-000261,-0.315360662602
ACH-000262,-0.115230653748
ACH-000263,-0.289414697931
ACH-000264,-0.29532371253899997
ACH-000265,-0.18833917430599997
ACH-000266,-0.185305739538
ACH-000272,-0.00905493580113
ACH-000273,-0.145116428297
ACH-000274,-0.23275686770999998
ACH-000277,-0.311627448845
ACH-000278,-0.332567868667
ACH-000279,-0.39109584391
ACH-000280,-0.154657925277
ACH-000281,-0.393568138812
ACH-000288,-0.337476892964
ACH-000291,-0.178263126519
ACH-000293,-0.330383131316
ACH-000294,-0.251136456085
ACH-000295,-0.31523592133699996
ACH-000296,-0.35022317706999995
ACH-000302,-0.269890121368
ACH-000304,-0.132489203122
ACH-000307,-0.101327938706
ACH-000308,-0.198612891655
ACH-000310,-0.30047958729400004
ACH-000311,-0.164619658443
ACH-000312,-0.339418160431
ACH-000315,0.00304559630879
ACH-000316,-0.297638408292
ACH-000317,-0.034026480139399996
ACH-000318,-0.34482559508500005
ACH-000319,-0.33983589043799994
ACH-000320,-0.0920936451897
ACH-000322,-0.22314657943000005
ACH-000323,0.0844777055404
ACH-000324,-0.208013086349
ACH-000329,-0.279521167199
ACH-000330,-0.129171071174
ACH-000331,-0.176100311051
ACH-000332,-0.187628365977
ACH-000334,-0.382912224766
ACH-000335,-0.107427426011
ACH-000336,-0.0822378580226
ACH-000337,-0.279932560164
ACH-000339,-0.327853455051
ACH-000341,-0.35516434810099995
ACH-000348,-0.26324954326
ACH-000350,-0.192859287916
ACH-000352,-0.0629319056323
ACH-000356,-0.413903345333
ACH-000361,-0.46331683126400003
ACH-000362,-0.358762279217
ACH-000363,-0.114142584793
ACH-000364,-0.196179490898
ACH-000365,-0.316781799436
ACH-000366,-0.366193670885
ACH-000368,-0.23124206111900003
ACH-000374,-0.275223742296
ACH-000375,-0.121154686481
ACH-000376,-0.147059943865
ACH-000381,-0.141852495424
ACH-000383,-0.130587432555
ACH-000387,-0.34686971978500003
ACH-000389,-0.304666477713
ACH-000390,-0.310074091184
ACH-000393,-0.0661560209946
ACH-000395,-0.233899060805
ACH-000397,-0.201979014388
ACH-000401,-0.222997393524
ACH-000402,-0.39361407165299994
ACH-000403,-0.21295949829500002
ACH-000404,-0.177507212439
ACH-000406,-0.34244809190700004
ACH-000407,-0.36569734975699997
ACH-000408,-0.526656595966
ACH-000410,-0.338926509732
ACH-000411,-0.08697609112089999
ACH-000414,-0.184687472696
ACH-000415,-0.140304722254
ACH-000416,-0.237826593051
ACH-000420,-0.305483985644
ACH-000421,-0.25474949335
ACH-000424,-0.24286402905299997
ACH-000425,-0.2599398451
ACH-000426,-0.382855114705
ACH-000427,-0.0126732385901
ACH-000433,-0.28250431064
ACH-000436,-0.164995588905
ACH-000444,-0.09197539654100001
ACH-000445,-0.370120442245
ACH-000448,-0.187285378079
ACH-000450,-0.143914042377
ACH-000452,-0.330098098051
ACH-000454,-0.316920906068
ACH-000458,-0.543820839947
ACH-000459,-0.0993740805653
ACH-000460,-0.171685751759
ACH-000461,-0.326875688971
ACH-000463,-0.13608658272500002
ACH-000464,-0.276058090961
ACH-000466,-0.15782169521199998
ACH-000467,-0.233348123427
ACH-000468,-0.5151209926529999
ACH-000469,-0.272440701063
ACH-000470,-0.224379467942
ACH-000471,-0.0639214123511
ACH-000472,-0.29673852574799997
ACH-000473,-0.24485582938
ACH-000475,-0.30035733607799997
ACH-000476,-0.248856387363
ACH-000477,-0.19361694713199998
ACH-000480,-0.18649883754299998
ACH-000481,-0.370422089395
ACH-000483,-0.275692723889
ACH-000484,-0.133177804241
ACH-000485,-0.07374622218489998
ACH-000486,-0.27005390433800003
ACH-000487,-0.214116648347
ACH-000488,-0.319492787821
ACH-000490,-0.306801827435
ACH-000491,-0.110424954552
ACH-000495,-0.064305674171
ACH-000496,-0.333736604445
ACH-000499,-0.32916255925099996
ACH-000500,0.49247889768200004
ACH-000502,-0.199539991118
ACH-000503,0.009500973562159998
ACH-000505,-0.210360174859
ACH-000507,-0.505420474958
ACH-000510,-0.18297457028499997
ACH-000511,-0.216662545364
ACH-000512,-0.324477677583
ACH-000516,-0.284847591033
ACH-000517,-0.311033666657
ACH-000518,-0.19822770152
ACH-000520,-0.25497221451900004
ACH-000521,-0.235185888199
ACH-000522,-0.169410256325
ACH-000524,-0.32056587165399997
ACH-000527,-0.191866369732
ACH-000528,-0.186153233393
ACH-000537,-0.163193903797
ACH-000541,-0.384300757319
ACH-000542,-0.178189508684
ACH-000544,-0.343789280915
ACH-000545,-0.124741870233
ACH-000547,-0.358124491047
ACH-000548,-0.300010781541
ACH-000549,-0.356804454582
ACH-000550,-0.267130364741
ACH-000552,-0.133175358791
ACH-000556,-0.49009016081100004
ACH-000557,-0.153302686522
ACH-000570,-0.26031336045200004
ACH-000571,-0.126794901497
ACH-000573,-0.147847691314
ACH-000576,-0.175813321556
ACH-000580,0.08906196982449999
ACH-000584,-0.19395813200999998
ACH-000585,-0.267379680307
ACH-000588,-0.184675136983
ACH-000589,-0.283934924017
ACH-000591,-0.325723103015
ACH-000593,-0.316857133092
ACH-000600,-0.382309565801
ACH-000601,-0.191244976393
ACH-000604,-0.42059788545500004
ACH-000605,-0.381573721492
ACH-000606,-0.33151202534
ACH-000608,-0.27603902398499996
ACH-000614,-0.578959971836
ACH-000616,-0.28774563492800004
ACH-000618,-0.28608320673099996
ACH-000619,-0.128739580085
ACH-000620,-0.20634776046199999
ACH-000621,-0.22623252685400003
ACH-000622,-0.28995371723200003
ACH-000623,-0.132518000269
ACH-000624,-0.300762222056
ACH-000627,-0.319538665372
ACH-000630,-0.138020068645
ACH-000632,-0.23099759702
ACH-000633,-0.141131820993
ACH-000637,-0.0599966612441
ACH-000638,-0.325624461159
ACH-000646,-0.376852547077
ACH-000647,-0.176957839352
ACH-000648,0.136347243768
ACH-000649,-0.24144687884100002
ACH-000651,-0.251073872265
ACH-000652,-0.287825563349
ACH-000653,-0.109977996843
ACH-000657,-0.10973759000399999
ACH-000658,-0.278328509105
ACH-000661,-0.09120065521130001
ACH-000662,0.026827484866299996
ACH-000663,-0.154095803846
ACH-000665,-0.293426522818
ACH-000671,-0.249639832949
ACH-000673,-0.235231170222
ACH-000676,-0.270047735194
ACH-000677,-0.279202717158
ACH-000681,-0.311051265784
ACH-000682,-0.2833535339
ACH-000683,-0.228201033948
ACH-000684,-0.0713360003794
ACH-000688,-0.399830499756
ACH-000693,-0.309916350184
ACH-000694,-0.364134104287
ACH-000695,0.0433691010166
ACH-000696,-0.216265801111
ACH-000697,-0.436226140271
ACH-000699,-0.156628175929
ACH-000701,-0.275852143597
ACH-000706,-0.0912833568228
ACH-000711,-0.253617300187
ACH-000713,-0.368670304715
ACH-000714,-0.298145483609
ACH-000718,-0.20436322366
ACH-000720,-0.260668190056
ACH-000721,-0.265564494712
ACH-000724,-0.24931758913899998
ACH-000725,-0.468676230021
ACH-000732,-0.286310212878
ACH-000734,-0.141177947285
ACH-000735,-0.21067845989300002
ACH-000736,-0.396793996421
ACH-000738,-0.179257084978
ACH-000746,-0.396043054524
ACH-000747,-0.189097114015
ACH-000748,-0.25088582088000005
ACH-000753,-0.235299405424
ACH-000756,-0.17467424235399998
ACH-000757,-0.364511474434
ACH-000758,-0.424159084454
ACH-000760,-0.306572553551
ACH-000763,-0.241922865909
ACH-000764,-0.70213131216
ACH-000765,-0.35582408477899996
ACH-000766,-0.235128661958
ACH-000767,-0.280704992507
ACH-000768,-0.29519648166900003
ACH-000769,-0.161543216524
ACH-000770,-0.257284651441
ACH-000771,-0.0938687564019
ACH-000773,-0.40781833661300004
ACH-000776,-0.203528607979
ACH-000777,-0.138520293967
ACH-000778,-0.027499640647
ACH-000781,-0.0967669358316
ACH-000782,-0.24250645777199997
ACH-000783,-0.32105773877599997
ACH-000784,-0.29410833983
ACH-000785,-0.256244170307
ACH-000787,-0.168559637505
ACH-000788,-0.34677079548399997
ACH-000791,-0.15364947197599998
ACH-000792,-0.277851384335
ACH-000794,-0.124941314713
ACH-000796,-0.0851908428639
ACH-000799,-0.137833648803
ACH-000800,-0.311891129443
ACH-000802,-0.350280114839
ACH-000804,-0.368401190532
ACH-000805,-0.0884219186067
ACH-000809,-0.237080722462
ACH-000810,-0.26175712073199997
ACH-000811,-0.197754723388
ACH-000817,-0.221385111118
ACH-000819,-0.297091659024
ACH-000820,-0.568235662158
ACH-000821,-0.452971958368
ACH-000822,-0.36865219942199995
ACH-000823,-0.41471451391999997
ACH-000824,-0.18227335627
ACH-000827,-0.179553564128
ACH-000829,-0.0972397452318
ACH-000831,-0.444247723807
ACH-000832,-0.34850977775200004
ACH-000833,-0.319933116457
ACH-000834,-0.15541789992399999
ACH-000835,-0.12466934485600001
ACH-000836,-0.23815520947299998
ACH-000837,-0.28026228832
ACH-000838,-0.205863245964
ACH-000839,-0.366092871517
ACH-000840,-0.307470422294
ACH-000841,-0.561864829981
ACH-000843,-0.037914769536900005
ACH-000846,-0.18162576879099998
ACH-000847,-0.294539791337
ACH-000848,-0.131488062143
ACH-000849,-0.26659675264800003
ACH-000851,-0.44683069250699997
ACH-000855,-0.236527595374
ACH-000856,-0.128213910384
ACH-000858,-0.262984287323
ACH-000859,-0.496636415326
ACH-000861,-0.431373432404
ACH-000862,-0.31131455011799997
ACH-000865,-0.316564100025
ACH-000866,-0.140745647726
ACH-000867,-0.276789486471
ACH-000869,-0.234047874364
ACH-000872,0.00779023471934
ACH-000873,-0.273503661023
ACH-000876,-0.215715867109
ACH-000878,-0.338210239257
ACH-000880,-0.310521333595
ACH-000881,-0.0861622456583
ACH-000882,-0.10991612832
ACH-000884,-0.24228016245
ACH-000885,-0.0934985317063
ACH-000887,-0.17547879022399998
ACH-000888,-0.219195201337
ACH-000889,-0.364466687166
ACH-000890,-0.142160924485
ACH-000896,-0.352205245392
ACH-000898,-0.160281091602
ACH-000900,-0.45709478165899997
ACH-000901,-0.365198327975
ACH-000905,-0.22765349576299998
ACH-000906,-0.38737175329400003
ACH-000907,-0.509933542302
ACH-000910,-0.308481050345
ACH-000911,-0.38997363445
ACH-000912,-0.301252673721
ACH-000913,-0.20037713842
ACH-000915,-0.293105824281
ACH-000916,-0.520567299423
ACH-000917,-0.218118281226
ACH-000921,-0.141407108437
ACH-000924,-0.0864081115112
ACH-000926,-0.044452931124400005
ACH-000928,-0.128825240732
ACH-000929,-0.127899864959
ACH-000932,-0.115501080953
ACH-000935,-0.128247092635
ACH-000936,-0.256075542904
ACH-000937,-0.28999069847
ACH-000938,-0.485531906325
ACH-000939,-0.289029717236
ACH-000941,-0.24768971718199997
ACH-000943,-0.30969489755699997
ACH-000946,-0.216062487944
ACH-000947,-0.159102633987
ACH-000948,-0.221570426087
ACH-000950,-0.22256458821199998
ACH-000953,-0.323643255056
ACH-000957,0.0604797027831
ACH-000958,-0.426406963987
ACH-000960,-0.41658864964500003
ACH-000963,-0.18999419723299998
ACH-000968,-0.237258061156
ACH-000969,-0.0712716071296
ACH-000973,-0.34405031281099996
ACH-000974,-0.283859960742
ACH-000975,-0.17700530204700002
ACH-000976,-0.216291065618
ACH-000978,-0.465294510714
ACH-000980,-0.170293306767
ACH-000984,-0.335149937597
ACH-000986,-0.221541636063
ACH-000988,-0.16189492914
ACH-000993,0.0609843936364
ACH-000994,-0.42530846482900003
ACH-000996,-0.00915922258736
ACH-001001,-0.23732409354200001
ACH-001020,-0.313720331044
ACH-001028,-0.22062018253199997
ACH-001031,-0.294310825443
ACH-001038,-0.272964622522
ACH-001048,-0.25453885743
ACH-001050,-0.260254178816
ACH-001053,-0.428440401458
ACH-001054,-0.23807883285999998
ACH-001061,-0.32516029018599996
ACH-001067,-0.0345766409402
ACH-001075,-0.313123530448
ACH-001096,-0.144499820428
ACH-001128,-0.45071631530699996
ACH-001134,-0.32015790077100004
ACH-001151,-0.367594078823
ACH-001163,-0.30771852660300003
ACH-001164,-0.242452611453
ACH-001173,-0.301083240478
ACH-001183,-0.18505902017200002
ACH-001184,-0.30780637899
ACH-001190,-0.13733306693800001
ACH-001192,-0.304821937004
ACH-001193,-0.545329722023
ACH-001196,-0.12916705478
ACH-001197,-0.398635417329
ACH-001205,-0.193180705498
