,ZW10 (9183)
ACH-000004,-0.161628527642
ACH-000007,-0.579987642901
ACH-000009,-0.462347861127
ACH-000011,-0.673151570379
ACH-000012,-0.504268205364
ACH-000013,-1.20473735817
ACH-000014,-0.564281481084
ACH-000015,-0.598956837025
ACH-000017,-0.7430952034430001
ACH-000018,-0.695548809556
ACH-000019,-0.760139194641
ACH-000021,-0.415821353429
ACH-000022,-0.570392085544
ACH-000025,-0.672538282912
ACH-000028,-0.857259751543
ACH-000030,-0.426627470484
ACH-000035,-0.952427675775
ACH-000036,-1.2442894517799998
ACH-000037,-0.310205503832
ACH-000039,-0.6058896917100001
ACH-000040,-0.750798056037
ACH-000041,-0.470647403394
ACH-000042,-0.501535891355
ACH-000045,-0.596078436638
ACH-000047,-0.824886780554
ACH-000052,-0.699521020047
ACH-000053,-0.7414034819740001
ACH-000054,-0.8395581666949999
ACH-000055,-0.765853183134
ACH-000060,-0.31562667156199997
ACH-000067,-0.29964753685199996
ACH-000070,-0.696542376603
ACH-000075,-0.543372520283
ACH-000078,-0.9853300453749999
ACH-000082,-0.392224288647
ACH-000085,-0.305348798787
ACH-000086,-0.786293314385
ACH-000087,-0.417365606802
ACH-000092,-0.756526757695
ACH-000095,-0.800026373972
ACH-000097,-0.834952508873
ACH-000098,-0.572428268149
ACH-000099,-0.7901109442659999
ACH-000108,-0.798279562193
ACH-000113,-0.470347075505
ACH-000115,-0.712862115353
ACH-000116,-1.1107493135100002
ACH-000118,-1.0032209003399999
ACH-000120,-0.9012596851479999
ACH-000123,-0.7470425710609999
ACH-000127,-0.461217320348
ACH-000128,-0.684020333738
ACH-000132,-0.490537903486
ACH-000133,-0.7284878669050001
ACH-000137,-0.8284258492059999
ACH-000138,-0.6759855482680001
ACH-000142,-0.8764928283769999
ACH-000143,-0.548449295163
ACH-000146,-0.6531326658250001
ACH-000148,-0.597960330649
ACH-000150,-0.445140960533
ACH-000152,-0.5401804797349999
ACH-000153,-0.8527887810629999
ACH-000159,-0.728611338062
ACH-000160,-0.7287941895640001
ACH-000163,-0.70246567934
ACH-000167,-0.506823069222
ACH-000168,-0.706669962645
ACH-000169,-0.588985429969
ACH-000178,-0.679478862651
ACH-000182,-0.291971485548
ACH-000183,-0.533762976161
ACH-000188,-0.6829664020469999
ACH-000189,-0.8890213295980001
ACH-000190,-0.400170172084
ACH-000198,-0.628480602794
ACH-000204,-0.619295678061
ACH-000206,-0.529017157474
ACH-000207,-0.49228028018700004
ACH-000211,-0.307988249005
ACH-000215,-0.539058144982
ACH-000221,-0.45203814544200005
ACH-000222,-0.39313998433200004
ACH-000223,-0.560523856923
ACH-000226,-0.9098279387229999
ACH-000227,-0.6929998830349999
ACH-000228,-0.37035136984
ACH-000231,-0.756858191445
ACH-000232,-0.6909617307870001
ACH-000233,-1.00156879661
ACH-000234,-0.9002458401719999
ACH-000235,-0.269781567481
ACH-000237,-0.6979930726520001
ACH-000238,-0.951667493766
ACH-000243,-0.641725354326
ACH-000244,-0.794192199613
ACH-000246,-0.7054646149179999
ACH-000248,-0.858101709303
ACH-000250,-0.0721138040133
ACH-000251,-0.434333750167
ACH-000253,-0.27774760236400003
ACH-000255,-0.904314678153
ACH-000256,-0.356907814171
ACH-000257,-0.7025352512980001
ACH-000258,-0.496518953654
ACH-000259,-0.769712351507
ACH-000260,-0.534857875292
ACH-000261,-0.484738253114
ACH-000262,-0.7753537389899999
ACH-000263,-0.538028156975
ACH-000264,-0.572877715571
ACH-000265,-0.41673718956600003
ACH-000266,-0.268546043595
ACH-000272,-0.83369221656
ACH-000273,-0.7482839622399999
ACH-000274,-0.6847280262819999
ACH-000277,-0.667987705295
ACH-000278,-0.938612966756
ACH-000279,-0.457092950916
ACH-000280,-0.713471541206
ACH-000281,-0.568141405105
ACH-000288,-0.623972035207
ACH-000291,-0.661376771826
ACH-000293,-0.515751840515
ACH-000294,-0.674562149024
ACH-000295,-0.8257854941159999
ACH-000296,-0.504080651866
ACH-000302,-0.599988833494
ACH-000304,-0.54137682685
ACH-000307,-0.48058925959700005
ACH-000308,-0.5319333409120001
ACH-000310,-0.9707057144679999
ACH-000311,-0.628667265214
ACH-000312,-0.773641952142
ACH-000315,-1.0095909302600001
ACH-000316,-0.6518453913310001
ACH-000317,-0.761394580686
ACH-000318,-0.511784382164
ACH-000319,-1.39775247767
ACH-000320,-0.688486406101
ACH-000322,-0.592693000291
ACH-000323,-0.665410107111
ACH-000324,-0.618354969963
ACH-000329,-0.158854188845
ACH-000330,-0.910227568778
ACH-000331,-0.8259558420290001
ACH-000332,-0.49507399904700006
ACH-000334,-0.180592134989
ACH-000335,-0.792809884366
ACH-000336,-0.6190477562160001
ACH-000337,-0.6159126509889999
ACH-000339,-0.725250915612
ACH-000341,-1.00965084598
ACH-000348,-0.817899452034
ACH-000350,-0.852622190554
ACH-000352,-0.780833686914
ACH-000356,-0.915297739553
ACH-000361,-0.515748982487
ACH-000362,-0.420951928126
ACH-000363,-0.945756004215
ACH-000364,-0.753362566206
ACH-000365,-0.41843932751100005
ACH-000366,-0.9340137668140001
ACH-000368,-0.886935315538
ACH-000374,-0.8327967959389999
ACH-000375,-0.762779664684
ACH-000376,-0.593309967403
ACH-000381,-0.668162386652
ACH-000383,-0.126857409999
ACH-000387,-0.499262936572
ACH-000389,-0.607180712492
ACH-000390,-0.539915891208
ACH-000393,-0.32429740435
ACH-000395,-0.658451025103
ACH-000397,-0.338975454582
ACH-000401,-0.47701669329400004
ACH-000402,-0.522545094295
ACH-000403,-0.458550739132
ACH-000404,-0.497860839648
ACH-000406,-0.647549445079
ACH-000407,-0.870828836541
ACH-000408,-0.549306632235
ACH-000410,-0.710996949613
ACH-000411,-0.891550878575
ACH-000414,-0.7717080068600001
ACH-000415,-0.8361840934810001
ACH-000416,-0.271725430085
ACH-000420,-0.612847971814
ACH-000421,-0.396312549715
ACH-000424,-0.47575239685500004
ACH-000425,-0.728669864222
ACH-000426,-0.705935991802
ACH-000427,-0.498558449372
ACH-000433,-0.571020188398
ACH-000436,-0.487391725376
ACH-000444,-0.826900052586
ACH-000445,-0.91158562464
ACH-000448,-0.811429134969
ACH-000450,-0.616465113421
ACH-000452,-0.8070934152629999
ACH-000454,-0.70638444854
ACH-000458,-0.566879934566
ACH-000459,-0.6183485641659999
ACH-000460,-0.758215148206
ACH-000461,-0.8994360676719999
ACH-000463,-0.668387890432
ACH-000464,-0.7045568793260001
ACH-000466,-0.409644884037
ACH-000467,-0.62535637344
ACH-000468,-0.686254251546
ACH-000469,-0.579124902452
ACH-000470,-0.44393321757200005
ACH-000471,-0.9780176470370001
ACH-000472,-0.46765319206100003
ACH-000473,-0.821084973836
ACH-000475,-0.572946310147
ACH-000476,-0.28922440346
ACH-000477,-0.457241763614
ACH-000480,-1.02123847904
ACH-000481,-0.519672403393
ACH-000483,-0.598225706412
ACH-000484,-0.555838378561
ACH-000485,-0.44891046201000007
ACH-000486,-0.776424152422
ACH-000487,-0.619136161499
ACH-000488,-0.626182683624
ACH-000490,-0.748593194894
ACH-000491,-0.41742453701300003
ACH-000495,-0.6677702489230001
ACH-000496,-0.654005090402
ACH-000499,-0.440293842642
ACH-000500,-0.551368780438
ACH-000502,-0.706516665958
ACH-000503,-0.8493070869179999
ACH-000505,-0.508789500276
ACH-000507,-0.378156708737
ACH-000510,-0.39641997075999996
ACH-000511,-0.602858668937
ACH-000512,-0.6389045950710001
ACH-000516,-0.836852106597
ACH-000517,-0.0358384418923
ACH-000518,-0.6170554201699999
ACH-000520,-0.504127845287
ACH-000521,-0.39508165823700003
ACH-000522,-0.5746544061150001
ACH-000524,-0.539515417182
ACH-000527,-0.960224746768
ACH-000528,-1.0081821470799999
ACH-000537,-0.51003710607
ACH-000541,-1.34834183605
ACH-000542,-0.676343694751
ACH-000544,-0.77641368596
ACH-000545,-0.716834333468
ACH-000547,-0.6497634480009999
ACH-000548,-1.08126884039
ACH-000549,-0.443553936351
ACH-000550,-0.46129786346100005
ACH-000552,-0.594789239185
ACH-000556,-0.215919321487
ACH-000557,-0.425734519625
ACH-000570,-0.750533858743
ACH-000571,-0.766194265221
ACH-000573,-0.47583544450000004
ACH-000576,-0.776789204725
ACH-000580,-1.15767224472
