,SCG5 (6447)
ACH-000004,-0.34820486287600005
ACH-000007,0.018607304324499998
ACH-000009,-0.136818613244
ACH-000011,-0.190936895505
ACH-000012,-0.149723900935
ACH-000013,-0.165062559749
ACH-000014,-0.299129030378
ACH-000015,-0.146129609691
ACH-000017,-0.127288643608
ACH-000018,0.0914876990446
ACH-000019,-0.47831804544699996
ACH-000021,-0.07865480541110001
ACH-000022,-0.14269465809100002
ACH-000025,-0.0998094758436
ACH-000028,0.100307978155
ACH-000030,-0.0546881923596
ACH-000035,-0.158626036019
ACH-000036,-0.0250796159864
ACH-000037,-0.0792013138655
ACH-000039,0.10490094269099999
ACH-000040,0.009348536366370001
ACH-000041,-0.051913061028500004
ACH-000042,-0.00181412577208
ACH-000045,0.0398497538664
ACH-000047,0.005258891795550001
ACH-000052,-0.20860564995099998
ACH-000053,-0.0311624501976
ACH-000054,0.08030509932249999
ACH-000055,-0.22763824159600002
ACH-000060,-0.0463495232371
ACH-000067,0.050182512080000005
ACH-000070,0.08015067774160001
ACH-000075,-0.031345530922300004
ACH-000078,-0.00302342142866
ACH-000082,-0.0739079516557
ACH-000085,0.10395468925000001
ACH-000086,-0.106705815747
ACH-000087,-0.0232143266477
ACH-000092,-0.19550573804299998
ACH-000095,-0.058901167182
ACH-000097,-0.131276675162
ACH-000098,-0.18467241769499998
ACH-000099,0.0162934101454
ACH-000108,-0.08730893363539999
ACH-000113,-0.0486886090427
ACH-000115,-0.025520131886900003
ACH-000116,-0.22393711403900002
ACH-000118,-0.15938683056800002
ACH-000120,-0.320187777101
ACH-000123,-0.13683094313799998
ACH-000127,-0.09362482906160001
ACH-000128,-0.0018868823002499999
ACH-000132,-0.104409297808
ACH-000133,-0.138489078003
ACH-000137,-0.0383548076855
ACH-000138,0.053110176235100004
ACH-000142,0.181570562518
ACH-000143,-0.12905449083599999
ACH-000146,-0.16415842009
ACH-000148,-0.256785277345
ACH-000150,-0.08682722228610001
ACH-000152,-0.07889172656389999
ACH-000153,-0.10167107611500001
ACH-000159,0.0587434160999
ACH-000160,-0.290538458168
ACH-000163,-0.31461930834
ACH-000167,-0.161397901085
ACH-000168,-0.0793729796636
ACH-000169,-0.280187149267
ACH-000178,-0.0705557931564
ACH-000182,-0.06218488263230001
ACH-000183,-0.0977930946935
ACH-000188,0.00754795457492
ACH-000189,-0.112206574305
ACH-000190,-0.0427049252938
ACH-000198,-0.243495317699
ACH-000204,-0.19923081113899999
ACH-000206,0.018263582312
ACH-000207,-0.19287919473200002
ACH-000211,-0.0928393842657
ACH-000215,-0.15198403709
ACH-000221,-0.306826492433
ACH-000222,-0.0688944480142
ACH-000223,-0.168880703363
ACH-000226,-0.30704317518
ACH-000227,-0.38502928858999996
ACH-000228,0.187652941992
ACH-000231,-0.17821133785999999
ACH-000232,0.09332749368389999
ACH-000233,-0.102728887656
ACH-000234,-0.19263545003600002
ACH-000235,-0.190991477843
ACH-000237,-0.0797463685614
ACH-000238,0.161077918418
ACH-000243,-0.20541530548700002
ACH-000244,-0.338826970529
ACH-000246,-0.15178708416099998
ACH-000248,-0.255335061008
ACH-000250,-0.0645900073365
ACH-000251,0.036272456385499995
ACH-000253,-0.197640871403
ACH-000255,-0.305777782711
ACH-000256,-0.40282861582400004
ACH-000257,-0.0646959713703
ACH-000258,-0.298829351596
ACH-000259,-0.0420627129148
ACH-000260,-0.257631693284
ACH-000261,-0.26716300027199996
ACH-000262,0.046220214155599994
ACH-000263,-0.0970067136528
ACH-000264,-0.179072078011
ACH-000265,-0.14244793226
ACH-000266,-0.0888156566772
ACH-000272,-0.165133115334
ACH-000273,-0.115408147781
ACH-000274,-0.271277109944
ACH-000277,0.0744589032833
ACH-000278,-0.301757552633
ACH-000279,-0.110677381125
ACH-000280,-0.23664488246800003
ACH-000281,-0.23534114334000003
ACH-000288,-0.10000770983799999
ACH-000291,0.210849875807
ACH-000293,-0.23730267902600002
ACH-000294,-0.262211786279
ACH-000295,-0.380217057788
ACH-000296,-0.36951548147200003
ACH-000302,-0.100705514922
ACH-000304,-0.00561398592466
ACH-000307,-0.220325753379
ACH-000308,-0.12224621602800001
ACH-000310,-0.40697134134199997
ACH-000311,-0.18103010540999998
ACH-000312,-0.201993114229
ACH-000315,-0.022117530924499997
ACH-000316,-0.27848221626200004
ACH-000317,0.0254905708323
ACH-000318,0.0229480738145
ACH-000319,-0.267191813959
ACH-000320,-0.399103110871
ACH-000322,-0.19594128483800002
ACH-000323,0.111967569102
ACH-000324,-0.0112648035949
ACH-000329,-0.0793694962259
ACH-000330,-0.33537578453899997
ACH-000331,-0.27944201075999997
ACH-000332,-0.00959456650604
ACH-000334,-0.0059664350167100005
ACH-000335,-0.11959273444900001
ACH-000336,-0.23788179071899998
ACH-000337,-0.17910815383200002
ACH-000339,-0.164895339494
ACH-000341,-0.167869734558
ACH-000348,0.0587929170139
ACH-000350,0.0230899396484
ACH-000352,-0.09663396866730001
ACH-000356,-0.17187268768
ACH-000361,-0.475459780329
ACH-000362,-0.212820677985
ACH-000363,-0.14903774661699998
ACH-000364,-0.0526974621194
ACH-000365,-0.08380767662239999
ACH-000366,-0.0690374383302
ACH-000368,-0.170458814036
ACH-000374,0.055234415798300004
ACH-000375,-0.213468175504
ACH-000376,-0.136375618975
ACH-000381,-0.106430954792
ACH-000383,-0.0850995573314
ACH-000387,-0.249470487335
ACH-000389,-0.110807116883
ACH-000390,-0.144275024516
ACH-000393,-0.124369296393
ACH-000395,0.0300319018171
ACH-000397,-0.0211802671403
ACH-000401,0.0419945601423
ACH-000402,-0.51068027218
ACH-000403,-0.150850599136
ACH-000404,-0.313939000569
ACH-000406,-0.0673257514358
ACH-000407,-0.40887427663500003
ACH-000408,0.0376516581947
ACH-000410,-0.30130779471200003
ACH-000411,-0.0202423930166
ACH-000414,-0.07799097321960001
ACH-000415,-0.22576687533599998
ACH-000416,-0.12444454043099999
ACH-000420,-0.035638840864
ACH-000421,-0.275376405948
ACH-000424,-0.434641858042
ACH-000425,-0.07131847737580001
ACH-000426,-0.0319436733215
ACH-000427,-0.145790451824
ACH-000433,-0.305828745427
ACH-000436,-0.31771936658000005
ACH-000444,-0.144262626253
ACH-000445,-0.401219929207
ACH-000448,-0.330731489876
ACH-000450,-0.108533668848
ACH-000452,-0.130807383141
ACH-000454,0.0749259972369
ACH-000458,-0.1392144108
ACH-000459,-0.0368753859113
ACH-000460,-0.12382206857200001
ACH-000461,-0.294570822155
ACH-000463,-0.11519910075300001
ACH-000464,-0.175896549211
ACH-000466,-0.0602928406332
ACH-000467,-0.233215981153
ACH-000468,-0.308992402491
ACH-000469,-0.0668923450943
ACH-000470,-0.275852943598
ACH-000471,-0.0227846606918
ACH-000472,-0.03868661553569999
ACH-000473,-0.11950922181500001
ACH-000475,0.0417238326021
ACH-000476,-0.028322408689700002
ACH-000477,-0.33510674214
ACH-000480,-0.10433845506200001
ACH-000481,-0.33317383699
ACH-000483,-0.475665604252
ACH-000484,-0.154492155732
ACH-000485,-0.15955513746400002
ACH-000486,-0.14969925616
ACH-000487,-0.08813749496260001
ACH-000488,-0.124423137708
ACH-000490,-0.09891975949069999
ACH-000491,-0.0914857573213
ACH-000495,-0.297981558247
ACH-000496,-0.303143478966
ACH-000499,0.18812312467700001
ACH-000500,0.802813916479
ACH-000502,-0.18600818314800002
ACH-000503,0.06176447494580001
ACH-000505,-0.188854015411
ACH-000507,0.0067322688374900005
ACH-000510,-0.167230102008
ACH-000511,-0.190384437321
ACH-000512,0.0146633742972
ACH-000516,-0.215633756052
ACH-000517,-0.213018123906
ACH-000518,0.039975868094699996
ACH-000520,-0.018411808353400002
ACH-000521,0.222122401448
ACH-000522,-0.159398982492
ACH-000524,-0.07117368307039999
ACH-000527,-0.14866214217
ACH-000528,-0.141843488998
ACH-000537,-0.284269822921
ACH-000541,-0.230366795707
ACH-000542,-0.21437328499400002
ACH-000544,-0.0028894584564200004
ACH-000545,-0.07711796733239999
ACH-000547,-0.18881740066599997
ACH-000548,-0.0657752335814
ACH-000549,0.10562402211899999
ACH-000550,-0.127577382086
ACH-000552,0.0370130242279
ACH-000556,0.0517212489335
ACH-000557,-0.0919985288157
ACH-000570,-0.37037894324799997
ACH-000571,-0.15889654434
ACH-000573,-0.11726552138499999
ACH-000576,-0.11979308728299999
ACH-000580,-0.165403451436
ACH-000584,-0.159334888428
ACH-000585,-0.250714807467
ACH-000588,0.11178730779200001
ACH-000589,0.0711976931823
ACH-000591,-0.175579280203
