,CD200R1L (344807)
ACH-000004,-0.0684818631683
ACH-000007,-0.046935474680699994
ACH-000009,-0.116083005593
ACH-000011,-0.149407846047
ACH-000012,0.0907671090412
ACH-000013,-0.120163849652
ACH-000014,-0.140354038796
ACH-000015,0.0703946660238
ACH-000017,-0.164595469677
ACH-000018,-0.06070908246730001
ACH-000019,-0.20995478669700002
ACH-000021,-0.183206832907
ACH-000022,-0.0865499324691
ACH-000025,-0.111693948741
ACH-000028,-0.15351548671700002
ACH-000030,-0.0869347413234
ACH-000035,0.043134425836199995
ACH-000036,-0.00430809842336
ACH-000037,-0.065494784205
ACH-000039,-0.0563357181102
ACH-000040,-0.116544009293
ACH-000041,0.00805022353371
ACH-000042,-0.00709838587745
ACH-000045,-0.0950355995047
ACH-000047,-0.133062607421
ACH-000052,0.0808024708571
ACH-000053,-0.07510925391010001
ACH-000054,-0.265562448739
ACH-000055,0.0227637163664
ACH-000060,-0.127002964948
ACH-000067,-0.0712481560848
ACH-000070,-0.0623494220206
ACH-000075,-0.451413564283
ACH-000078,-0.11962124967900001
ACH-000082,0.00282139077262
ACH-000085,-0.0635759014422
ACH-000086,-0.17115973071199997
ACH-000087,0.21019528984000002
ACH-000092,-0.289522335355
ACH-000095,-0.146401600758
ACH-000097,-0.130284614873
ACH-000098,0.0458515987242
ACH-000099,-0.0469201616105
ACH-000108,-0.191592014842
ACH-000113,-0.127748535783
ACH-000115,-0.050764656564499994
ACH-000116,-0.0033815074790800002
ACH-000118,-0.220204332823
ACH-000120,-0.032672155873099996
ACH-000123,-0.229211699874
ACH-000127,-0.047908824722400004
ACH-000128,-0.2119165003
ACH-000132,-0.27812970951099997
ACH-000133,-0.212383046919
ACH-000137,-0.152228797155
ACH-000138,-0.18332229325899999
ACH-000142,0.0797586701282
ACH-000143,-0.056430550702900005
ACH-000146,0.06969483777369999
ACH-000148,-0.07417378549610001
ACH-000150,0.138848056862
ACH-000152,-0.36414407212800004
ACH-000153,-0.0682570345425
ACH-000159,-0.1062260791
ACH-000160,-0.209977078083
ACH-000163,0.079423039853
ACH-000167,-0.277311899381
ACH-000168,-0.373888642333
ACH-000169,-0.0882800577087
ACH-000178,-0.15104613157299998
ACH-000182,-0.12410410611
ACH-000183,-0.0340942665555
ACH-000188,-0.0428090438354
ACH-000189,-0.153159387998
ACH-000190,-0.0742750690129
ACH-000198,-0.112149989171
ACH-000204,-0.0453015480217
ACH-000206,-0.294808192043
ACH-000207,0.0
ACH-000211,-0.0519152731927
ACH-000215,-0.0198225723666
ACH-000221,-0.21183465928
ACH-000222,-0.16848270296
ACH-000223,-0.137686324263
ACH-000226,-0.0580536823621
ACH-000227,-0.11137487637599999
ACH-000228,-0.30496982468600004
ACH-000231,-0.192646248613
ACH-000232,-0.0910784080753
ACH-000233,-0.007490179581520001
ACH-000234,-0.022089976286499998
ACH-000235,-0.123995860176
ACH-000237,-0.032598659902400004
ACH-000238,-0.09265222992149999
ACH-000243,-0.0335033880342
ACH-000244,-0.562762480985
