,BPIFB4 (149954)
ACH-000004,-0.5198626731220001
ACH-000007,0.0179851345673
ACH-000009,-0.322139888364
ACH-000011,-0.0169279960859
ACH-000012,-0.0112483050253
ACH-000013,-0.118906694647
ACH-000014,-0.035804080518800005
ACH-000015,-0.113592039963
ACH-000017,0.0625451584779
ACH-000018,0.11194495207699999
ACH-000019,-0.22434432743000002
ACH-000021,-0.160856844651
ACH-000022,-0.018641606959
ACH-000025,-0.105370908194
ACH-000028,-0.0906241892476
ACH-000030,-0.27980800010699997
ACH-000035,-0.243441099615
ACH-000036,-0.0660830263002
ACH-000037,0.065278769002
ACH-000039,-0.202637737149
ACH-000040,-0.174940785777
ACH-000041,-0.164674482893
ACH-000042,-0.268815541321
ACH-000045,-0.131330699901
ACH-000047,-0.264550879367
ACH-000052,-0.0415821958266
ACH-000053,-0.115998866912
ACH-000054,-0.127346709192
ACH-000055,0.07515904500489999
ACH-000060,-0.163476778345
ACH-000067,-0.13450657420700002
ACH-000070,-0.11112455345999998
ACH-000075,-0.0911408667879
ACH-000078,0.010351485595200001
ACH-000082,-0.11266611477800001
ACH-000085,-0.109130654886
ACH-000086,-0.225405746807
ACH-000087,-0.36740153646799995
ACH-000092,-0.15978196165
ACH-000095,-0.08817283106650001
ACH-000097,-0.190665235999
ACH-000098,0.0693310813226
ACH-000099,-0.269261002033
ACH-000108,-0.23114904225900001
ACH-000113,-0.0461922922815
ACH-000115,-0.15160429470999998
ACH-000116,-0.19688151478399998
ACH-000118,-0.24226557747900002
ACH-000120,-0.307389336447
ACH-000123,-0.20721842788800002
ACH-000127,-0.00962073071874
ACH-000128,-0.152840255002
ACH-000132,-0.0278726264109
ACH-000133,-0.254618245129
ACH-000137,0.0171053439684
ACH-000138,-0.14465613353700002
ACH-000142,0.0197574274401
ACH-000143,-0.184114459212
ACH-000146,-0.179115011087
ACH-000148,-0.168340293536
ACH-000150,0.152574927425
ACH-000152,-0.09212770435560001
ACH-000153,-0.282316849562
ACH-000159,-0.0376944327601
ACH-000160,-0.226757262727
ACH-000163,-0.229316912598
ACH-000167,0.0511288818028
ACH-000168,-0.0572203242076
ACH-000169,-0.33217019438
ACH-000178,-0.337892634133
ACH-000182,-0.256221558048
ACH-000183,-0.06269432796659999
ACH-000188,-0.21289790786200002
ACH-000189,-0.224799034997
ACH-000190,-0.19599498675000002
ACH-000198,0.0017606767485399998
ACH-000204,-0.023566104737400003
ACH-000206,-0.0666519421292
ACH-000207,-0.254163015757
ACH-000211,-0.09000974756480001
ACH-000215,-0.131717802816
ACH-000221,-0.205233447082
ACH-000222,-0.40514877213600003
ACH-000223,-0.034082997624300004
ACH-000226,-0.208447847644
ACH-000227,-0.127655951864
ACH-000228,-0.271976088009
ACH-000231,-0.293117991635
