,CDKL2 (8999)
ACH-000004,-0.332663625876
ACH-000007,-0.25021904276
ACH-000009,-0.48972847911600004
ACH-000011,-0.22692326478900002
ACH-000012,-0.376167073808
ACH-000013,-0.222142329987
ACH-000014,-0.185093695672
ACH-000015,-0.31661578062199996
ACH-000017,-0.266872102598
ACH-000018,-0.33660920859899995
ACH-000019,-0.28096958943100003
ACH-000021,-0.42790855228200003
ACH-000022,-0.223906829021
ACH-000025,-0.177468960212
ACH-000028,-0.354168482565
ACH-000030,-0.357794832701
ACH-000035,-0.334757318513
ACH-000036,-0.29009713685800004
ACH-000037,-0.175518601343
ACH-000039,-0.265787914651
ACH-000040,-0.189871200954
ACH-000041,-0.594038537075
ACH-000042,-0.465041218465
ACH-000045,-0.201576235134
ACH-000047,-0.331358551894
ACH-000052,-0.34559492583499996
ACH-000053,-0.388500396609
ACH-000054,-0.320165474377
ACH-000055,-0.292442274954
ACH-000060,-0.341217596788
ACH-000067,-0.254536152687
ACH-000070,-0.12816801856899998
ACH-000075,-0.36219420531700003
ACH-000078,-0.37683504197800005
ACH-000082,-0.312278269147
ACH-000085,-0.176505349078
ACH-000086,-0.265637470277
ACH-000087,0.039511891099900005
ACH-000092,-0.207508127451
ACH-000095,-0.216974866481
ACH-000097,-0.3240671771
ACH-000098,-0.305950485542
ACH-000099,-0.460382294717
ACH-000108,-0.447228875599
ACH-000113,-0.400299930631
ACH-000115,-0.20351214737300002
ACH-000116,-0.33717660384900006
ACH-000118,-0.278220400718
ACH-000120,-0.444870787655
ACH-000123,-0.393636631272
ACH-000127,-0.341056720766
ACH-000128,-0.24559419378199998
ACH-000132,-0.370547181391
ACH-000133,-0.191436729328
ACH-000137,-0.184241964552
ACH-000138,-0.270820932254
ACH-000142,-0.415530803298
ACH-000143,-0.149356051474
ACH-000146,-0.248644243677
ACH-000148,-0.325325109462
ACH-000150,-0.32059545481
ACH-000152,-0.273488879728
ACH-000153,-0.476027373508
ACH-000159,-0.373707465854
ACH-000160,-0.372660349353
ACH-000163,-0.235302765302
ACH-000167,-0.51566089724
ACH-000168,-0.202158097397
ACH-000169,-0.206215020282
ACH-000178,-0.33999139437799997
ACH-000182,-0.373591434828
ACH-000183,-0.257777670119
ACH-000188,-0.272250372151
ACH-000189,-0.419592815779
ACH-000190,-0.398021644434
ACH-000198,-0.264410396993
ACH-000204,-0.524478863199
ACH-000206,-0.400748519776
ACH-000207,-0.302886778157
ACH-000211,-0.424561115145
ACH-000215,-0.20609911892000002
ACH-000221,-0.40822651308700003
ACH-000222,-0.406099780713
ACH-000223,-0.405526116198
ACH-000226,-0.203097375696
ACH-000227,-0.14620103678500002
ACH-000228,-0.48022614119499996
ACH-000231,-0.26949242212200003
ACH-000232,-0.286588969111
ACH-000233,-0.372987793377
ACH-000234,-0.18586008750100003
ACH-000235,-0.285038424016
ACH-000237,-0.35454944723399995
ACH-000238,-0.21069693443100002
ACH-000243,-0.33113089051100003
ACH-000244,-0.169006127081
ACH-000246,-0.17013948697099998
ACH-000248,-0.162395063718
ACH-000250,-0.269464568675
ACH-000251,-0.09384894318539999
ACH-000253,-0.248316514947
ACH-000255,-0.161145617672
ACH-000256,-0.175209957005
ACH-000257,-0.306290451225
ACH-000258,-0.323233057176
ACH-000259,-0.306601950235
ACH-000260,-0.284652804208
ACH-000261,-0.268983289789
ACH-000262,-0.0576042376338
ACH-000263,-0.118853028598
ACH-000264,-0.305521142586
ACH-000265,-0.559233323989
ACH-000266,-0.298133401775
ACH-000272,-0.39801027396
ACH-000273,-0.5113700997649999
ACH-000274,-0.15219852309
ACH-000277,-0.350655191571
ACH-000278,-0.0790774297557
ACH-000279,-0.435485458873
ACH-000280,-0.323206091734
ACH-000281,-0.30629405345800004
ACH-000288,-0.241303212189
ACH-000291,-0.213027321379
ACH-000293,-0.253846997831
ACH-000294,-0.106531765942
ACH-000295,-0.442386533377
ACH-000296,-0.46112953113999994
ACH-000302,-0.38492215280500003
ACH-000304,-0.317284724573
ACH-000307,-0.396187156607
ACH-000308,-0.401949780903
ACH-000310,-0.398146824212
ACH-000311,-0.495302146698
ACH-000312,-0.320862990794
ACH-000315,-0.273937470904
ACH-000316,-0.250670653737
ACH-000317,-0.448958142835
ACH-000318,-0.326795773508
ACH-000319,-0.327188243368
ACH-000320,-0.548795664128
ACH-000322,-0.355644126304
ACH-000323,-0.273372638406
