,EIF4E (1977)
ACH-000004,-1.32281048861
ACH-000007,-1.25330071046
ACH-000009,-1.13222492051
ACH-000011,-1.08359882535
ACH-000012,-1.06684967984
ACH-000013,-0.856921919098
ACH-000014,-1.29422433602
ACH-000015,-1.09453343995
ACH-000017,-1.03783713343
ACH-000018,-1.46649140509
ACH-000019,-0.9688536366889999
ACH-000021,-1.2033819886700001
ACH-000022,-1.04591820441
ACH-000025,-1.3311555698100002
ACH-000028,-0.933964694345
ACH-000030,-1.19849535167
ACH-000035,-1.11183089541
ACH-000036,-1.03069468809
ACH-000037,-1.39315528062
ACH-000039,-1.02784319795
ACH-000040,-0.9916250748469999
ACH-000041,-1.35968181725
ACH-000042,-0.8672436211299999
ACH-000045,-1.0
ACH-000047,-1.03772389051
ACH-000052,-0.9377820775460001
ACH-000053,-0.9790861702279999
ACH-000054,-1.3572274306799998
ACH-000055,-1.26229550547
ACH-000060,-1.32185328858
ACH-000067,-1.0875406545100001
ACH-000070,-1.0771060166600002
ACH-000075,-1.3512662135299998
ACH-000078,-1.10047642638
ACH-000082,-0.821462152564
ACH-000085,-1.1198049745
ACH-000086,-1.17378920892
ACH-000087,-0.999344847456
ACH-000092,-1.21403099477
ACH-000095,-1.06257782785
ACH-000097,-0.776675247688
ACH-000098,-1.09112866747
ACH-000099,-1.06849553475
ACH-000108,-1.11261557699
ACH-000113,-0.8539458925660001
ACH-000115,-1.00029139654
ACH-000116,-1.10615647258
ACH-000118,-0.916735823784
ACH-000120,-0.958235508264
ACH-000123,-0.8631516847319999
ACH-000127,-1.01032794354
ACH-000128,-1.13670410797
ACH-000132,-1.28582530504
ACH-000133,-0.911842905074
ACH-000137,-0.848605162522
ACH-000138,-0.962555662708
ACH-000142,-1.0748261858700001
ACH-000143,-1.14401466756
ACH-000146,-1.09286977486
ACH-000148,-1.04363915493
ACH-000150,-1.2197314841700002
ACH-000152,-1.1383926644700002
ACH-000153,-1.05909266893
ACH-000159,-1.27672104533
ACH-000160,-1.05529479689
ACH-000163,-0.806312548782
ACH-000167,-1.27984534067
ACH-000168,-0.936462211265
ACH-000169,-1.07821437358
ACH-000178,-1.1422835830299998
ACH-000182,-0.906847859532
ACH-000183,-1.15764157779
ACH-000188,-1.03180900718
ACH-000189,-1.64229314287
ACH-000190,-1.03505258881
ACH-000198,-1.0829971094
ACH-000204,-1.42498207616
ACH-000206,-0.71084852972
ACH-000207,-1.10001451287
ACH-000211,-1.1111914732
ACH-000215,-1.02249032811
ACH-000221,-0.974955445818
ACH-000222,-1.12498862215
ACH-000223,-1.0139825136799998
ACH-000226,-1.13547861059
ACH-000227,-0.956993451085
ACH-000228,-0.920813285986
ACH-000231,-1.15948598996
ACH-000232,-1.03030459442
ACH-000233,-0.740952335236
ACH-000234,-1.03884166687
ACH-000235,-0.9260124586
ACH-000237,-1.37264124627
ACH-000238,-1.0497781244
ACH-000243,-1.20415121579
ACH-000244,-1.05949492432
ACH-000246,-1.05277676665
ACH-000248,-1.08772216494
ACH-000250,-1.00818894289
ACH-000251,-1.3317253151000001
ACH-000253,-0.9912293585680001
ACH-000255,-1.2184518384899998
ACH-000256,-1.14070709792
ACH-000257,-1.17963284676
ACH-000258,-1.16216020177
ACH-000259,-1.12548596106
ACH-000260,-1.0924604471100001
ACH-000261,-1.05372378037
ACH-000262,-1.22311634994
ACH-000263,-1.142452428
ACH-000264,-0.9753888352060001
ACH-000265,-1.20374255751
ACH-000266,-0.9838438101629999
ACH-000272,-1.12890362274
ACH-000273,-0.9767304326809999
ACH-000274,-1.11725410688
ACH-000277,-0.609267233608
ACH-000278,-1.12647855414
ACH-000279,-1.35410615153
ACH-000280,-0.9769209087549999
ACH-000281,-1.4137513134900002
ACH-000288,-1.0849212150799998
ACH-000291,-1.18571764052
ACH-000293,-0.912320228211
ACH-000294,-1.11179330862
ACH-000295,-1.10323102169
ACH-000296,-1.1824408582600001
ACH-000302,-1.23039869419
ACH-000304,-1.3339683394700002
ACH-000307,-0.950181287494
ACH-000308,-0.97935446265
ACH-000310,-1.37716999353
ACH-000311,-0.849894777492
ACH-000312,-1.1400398335100002
ACH-000315,-1.18853553756
ACH-000316,-1.26329324797
ACH-000317,-1.33335397875
ACH-000318,-1.12054810456
ACH-000319,-1.23279498601
ACH-000320,-1.4351364563299998
ACH-000322,-1.1259729704299999
ACH-000323,-1.1806256931499999
ACH-000324,-0.839579440015
ACH-000329,-1.02341214326
ACH-000330,-0.953839745512
ACH-000331,-0.9750263911779999
ACH-000332,-1.0102578147799999
ACH-000334,-1.12397838321
ACH-000335,-0.9640450891329999
ACH-000336,-1.24090348701
ACH-000337,-0.889684217261
ACH-000339,-1.05930006862
ACH-000341,-0.8753471545370001
ACH-000348,-1.03571564981
ACH-000350,-0.999301669419
ACH-000352,-0.8890704611700001
ACH-000356,-0.8877619860539999
ACH-000361,-0.930111318566
ACH-000362,-0.783527425816
ACH-000363,-1.39429477528
ACH-000364,-0.937259640001
ACH-000365,-0.9297869486489999
ACH-000366,-1.1776859077
ACH-000368,-0.91601776125
ACH-000374,-1.15540769201
ACH-000375,-0.9381832200679999
ACH-000376,-0.9902069433990001
ACH-000381,-1.02680175006
ACH-000383,-0.9532076008149999
ACH-000387,-1.04396626296
ACH-000389,-1.2201068921
ACH-000390,-1.2953153616
ACH-000393,-1.22444010059
ACH-000395,-0.9221487228599999
ACH-000397,-1.05245989976
ACH-000401,-1.00801111433
ACH-000402,-1.15992684719
ACH-000403,-0.922161455215
ACH-000404,-0.8586211444830001
ACH-000406,-1.01339921576
ACH-000407,-1.05037035099
ACH-000408,-0.917242181682
ACH-000410,-1.052027668
ACH-000411,-1.01590014591
ACH-000414,-0.9628150057989999
ACH-000415,-1.05072526192
ACH-000416,-1.11576945045
ACH-000420,-0.9155032172650001
ACH-000421,-0.921018438996
ACH-000424,-1.6089453793000001
ACH-000425,-1.16046702635
ACH-000426,-0.813334258057
ACH-000427,-0.709001125626
ACH-000433,-1.2390751956100001
ACH-000436,-0.882968313372
ACH-000444,-1.24093771745
ACH-000445,-0.95924039573
ACH-000448,-1.04769252202
ACH-000450,-1.1095039864899998
ACH-000452,-0.973471644008
ACH-000454,-0.881878228555
ACH-000458,-0.952639191039
ACH-000459,-0.406927404177
ACH-000460,-1.0807598446100002
ACH-000461,-1.0353079167299999
ACH-000463,-0.9752049673469999
ACH-000464,-1.07888866219
ACH-000466,-0.996866005095
ACH-000467,-0.943342704529
ACH-000468,-1.16345105903
ACH-000469,-1.43014047225
ACH-000470,-1.02631107352
ACH-000471,-0.9444760302940001
ACH-000472,-1.0555985017799998
ACH-000473,-1.22387007877
ACH-000475,-1.15290076817
ACH-000476,-1.1845602464700002
ACH-000477,-0.9504223069259999
ACH-000480,-1.1316939533200001
ACH-000481,-0.908262139552
ACH-000483,-0.957249511772
ACH-000484,-0.451261263885
ACH-000485,-0.8061787323019999
ACH-000486,-1.08206576466
ACH-000487,-1.06338506214
ACH-000488,-0.7192123152609999
ACH-000490,-1.02343445453
ACH-000491,-1.03739834548
ACH-000495,-1.01602523363
ACH-000496,-1.16219799654
ACH-000499,-1.1993794417799999
ACH-000500,-1.0
ACH-000502,-0.979114052694
ACH-000503,-1.15716383897
ACH-000505,-1.5600096433300001
ACH-000507,-1.3025827584899998
ACH-000510,-1.08228012452
ACH-000511,-1.35752035689
ACH-000512,-1.25268461275
ACH-000516,-1.1350110022600002
ACH-000517,-1.11624921951
ACH-000518,-0.9902889928149999
ACH-000520,-1.3004380913
ACH-000521,-1.23776711424
ACH-000522,-1.01370745721
ACH-000524,-1.25229415015
ACH-000527,-1.18005658249
ACH-000528,-1.01373324029
ACH-000537,-0.8780669194949999
ACH-000541,-1.08075111009
ACH-000542,-1.10037859805
ACH-000544,-0.976423258399
ACH-000545,-1.05305987555
ACH-000547,-1.13404623529
ACH-000548,-1.03900861694
ACH-000549,-1.41490218611
ACH-000550,-1.17001891074
ACH-000552,-1.0495908164899999
ACH-000556,-1.30839812859
ACH-000557,-0.71269540746
ACH-000570,-0.951217711477
ACH-000571,-0.95988016909
ACH-000573,-1.2231021138
ACH-000576,-0.956488089188
ACH-000580,-0.8184406809100001
ACH-000584,-0.927216716931
