,ASPSCR1 (79058)
ACH-000841,-0.38058747667599996
ACH-000843,-0.19782076629099998
ACH-000846,-0.260491714626
ACH-000847,-0.284345062062
ACH-000848,-0.348873450519
ACH-000849,-0.216062261974
ACH-000851,-0.511860665312
ACH-000855,0.0666829439138
ACH-000856,-0.32731309077799997
ACH-000858,-0.311774798145
ACH-000859,-0.251598105114
ACH-000861,-0.166466351293
ACH-000862,-0.465771315303
ACH-000865,-0.495761640722
ACH-000866,-0.231440666684
ACH-000867,-0.307043368497
ACH-000869,-0.20992378302900003
ACH-000872,-0.435738099251
ACH-000873,-0.256742359257
ACH-000876,-0.321086394688
ACH-000878,0.208298050383
ACH-000880,-0.324387764969
ACH-000881,-0.19229739563
ACH-000882,-0.17417654746800001
ACH-000884,-0.428616530086
ACH-000885,-0.284020240275
ACH-000887,-0.302274675798
ACH-000888,-0.338810931814
ACH-000889,-0.529659116995
ACH-000890,-0.112590153446
ACH-000896,-0.27215841695
ACH-000898,-0.353135063803
ACH-000900,-0.17189331302400002
ACH-000901,-0.371187900438
ACH-000905,-0.150616083845
ACH-000906,-0.34235640276199997
ACH-000907,-0.270049397482
ACH-000910,-0.468796865839
ACH-000911,-0.260572114751
ACH-000912,-0.303446308409
ACH-000913,-0.33886885186899995
ACH-000915,-0.25510016115899997
ACH-000916,-0.246119575242
ACH-000917,-0.308381581659
ACH-000921,-0.2636761928
ACH-000924,-0.401244931853
ACH-000926,-0.212847460289
ACH-000928,-0.194091199465
ACH-000929,-0.306977602655
ACH-000932,-0.21725613213300002
ACH-000935,-0.432074668637
ACH-000936,-0.21652057224399998
ACH-000937,-0.28683140802499996
ACH-000938,0.010805454629600001
ACH-000939,-0.216464712275
ACH-000941,-0.184342745447
ACH-000943,-0.211413477377
ACH-000946,-0.257505272764
ACH-000947,-0.327148331892
ACH-000948,-0.376199993635
ACH-000950,-0.318595910082
ACH-000953,-0.383508688406
ACH-000957,-0.36496572393700005
ACH-000958,-0.165657573082
ACH-000960,-0.16385192606899998
ACH-000963,-0.283670254741
ACH-000968,-0.19796987597100002
ACH-000969,-0.0609818554446
ACH-000973,-0.267863437986
ACH-000974,-0.26947026995400003
ACH-000975,-0.213597837233
ACH-000976,-0.29737948391999997
ACH-000978,-0.460788048357
ACH-000980,-0.302608030078
ACH-000984,-0.300495576873
ACH-000986,-0.21871885881900002
ACH-000988,-0.29079363901
ACH-000993,-0.273795129971
ACH-000994,-0.391507289486
ACH-000996,-0.293522962411
ACH-001001,-0.35276054100000004
ACH-001020,-0.217302592472
ACH-001028,-0.279490306762
ACH-001031,-0.31834239518699997
ACH-001038,-0.365388513096
ACH-001048,-0.442270441684
ACH-001050,-0.334102102729
ACH-001053,-0.54043795692
ACH-001054,-0.435315997724
ACH-001061,-0.23760325782299999
ACH-001067,-0.36515278993
ACH-001075,-0.301338829151
ACH-001096,-0.589626553066
ACH-001128,-0.0319486385916
ACH-001134,-0.33342145316
ACH-001151,-0.199347077036
ACH-001163,-0.26042762384
ACH-001164,-0.27497921983600004
ACH-001173,-0.35784099788699997
ACH-001183,-0.327308424365
ACH-001184,-0.406253781525
ACH-001190,-0.34649847000399997
ACH-001192,-0.38955256392399995
ACH-001193,-0.463492552675
ACH-001196,-0.300569643032
ACH-001197,-0.268557459893
ACH-001205,-0.206419163488
ACH-001211,-0.267800784604
ACH-001212,-0.44132416633500005
ACH-001228,-0.35158732330200004
ACH-001232,-0.286532945065
ACH-001239,-0.349304191987
ACH-001274,-0.20647377950800003
ACH-001275,-0.21332658091099999
ACH-001277,-0.202708082302
ACH-001278,-0.190661933898
ACH-001280,-0.691207316672
ACH-001283,-0.5394864974
ACH-001289,-0.189580177277
ACH-001295,-0.45431243887199996
ACH-001300,-0.271949634534
ACH-001301,-0.44563908893700005
ACH-001302,-0.431153886127
ACH-001303,-0.7939316144290001
ACH-001306,-0.33691963282399995
ACH-001318,-0.177071393666
ACH-001322,-0.429173508542
ACH-001328,-0.49282298938
ACH-001332,0.037428001858
ACH-001333,-0.290592917936
ACH-001336,-0.310267466716
ACH-001340,-0.34158724989399997
ACH-001346,-0.191830957576
ACH-001353,-0.323387057794
ACH-001354,-0.447253746999
ACH-001367,-0.250928752545
ACH-001368,-0.404384485382
ACH-001374,-0.35558235245399994
ACH-001375,-0.318427575862
ACH-001377,-0.48288193085500003
ACH-001380,-0.377717540272
ACH-001391,-0.47171857158999997
ACH-001407,-0.187438102021
ACH-001408,-0.241546929789
ACH-001413,-0.37574730976099996
ACH-001430,-0.08368458486239999
ACH-001431,-0.440188793367
ACH-001450,-0.298645507891
ACH-001496,-0.278709747055
ACH-001500,-0.45452056372599997
ACH-001521,-0.402596385588
ACH-001523,-0.156137900996
ACH-001532,-0.43132228990800003
ACH-001536,-0.366332129537
ACH-001550,-0.37860187277400004
ACH-001552,-0.20537246137499998
ACH-001554,-0.208365008937
ACH-001645,-0.131206557176
ACH-001654,-0.461399991766
ACH-001715,-0.247536079298
ACH-001735,-0.407173737734
ACH-001736,-0.0757481456708
ACH-001737,-0.22468892376999997
ACH-001740,-0.555186796783
ACH-001745,-0.383189734259
ACH-001750,-0.38338294011600005
ACH-001765,-0.197556363859
ACH-001956,-0.39960188216700004
ACH-001957,-0.201525188245
