,NFYC (4802)
ACH-000421,-1.0315692642399998
ACH-000424,-0.634750173794
ACH-000425,-0.86785305576
ACH-000426,-0.7778385218549999
ACH-000427,-1.09071750804
ACH-000433,-0.916130264657
ACH-000436,-0.8403195959649999
ACH-000444,-1.1832834827
ACH-000445,-1.1285921649700001
ACH-000448,-1.02140334975
ACH-000450,-0.9056339383759999
ACH-000452,-0.856049383176
ACH-000454,-0.981917773191
ACH-000458,-1.04782864702
ACH-000459,-0.859128512834
ACH-000460,-0.935895903931
ACH-000461,-0.998431423054
ACH-000463,-1.37763065598
ACH-000464,-0.949255156422
ACH-000466,-0.874412172746
ACH-000467,-0.902930840355
ACH-000468,-0.539113124425
ACH-000469,-1.1709215714
ACH-000470,-0.7443593747220001
ACH-000471,-0.918879430855
ACH-000472,-1.1423442819299998
ACH-000473,-1.1046689276100001
ACH-000475,-0.855284916486
ACH-000476,-1.21830140242
ACH-000477,-1.25608313685
ACH-000480,-1.28267643931
ACH-000481,-1.3435233188999998
ACH-000483,-0.8846992817470001
ACH-000484,-1.75635196538
ACH-000485,-1.2026047149299999
ACH-000486,-1.23147730112
ACH-000487,-1.03678414573
ACH-000488,-0.9005024983200001
ACH-000490,-1.2092531160200002
ACH-000491,-0.8886013175759999
ACH-000495,-0.814313269696
ACH-000496,-0.9974161621850001
ACH-000499,-0.973088589924
ACH-000500,-1.15691116449
ACH-000502,-1.00619784262
ACH-000503,-1.07595255463
ACH-000505,-0.668793610759
ACH-000507,-0.989079598443
ACH-000510,-1.07930501544
ACH-000511,-1.0717795708600002
ACH-000512,-1.38986459253
ACH-000516,-1.0790822195899998
ACH-000517,-0.972932768177
ACH-000518,-0.849583955175
ACH-000520,-0.952483502535
ACH-000521,-1.08782630369
ACH-000522,-0.857903568576
ACH-000524,-1.02519542902
ACH-000527,-1.2229704068
ACH-000528,-1.13663612213
ACH-000537,-1.1129819525700002
ACH-000541,-1.1067253410200002
ACH-000542,-0.9884237120039999
ACH-000544,-1.0755187133
ACH-000545,-0.942002652456
ACH-000547,-1.18627225836
ACH-000548,-1.01567573665
ACH-000549,-0.693578273016
ACH-000550,-0.937402962087
ACH-000552,-1.1826866334700001
ACH-000556,-1.0422440742499999
ACH-000557,-0.980016952816
ACH-000570,-0.796334367586
ACH-000571,-0.8000023156209999
ACH-000573,-0.7141891724989999
ACH-000576,-1.15317532445
ACH-000580,-0.820487007297
ACH-000584,-0.8720016109630001
ACH-000585,-0.511648017485
ACH-000588,-0.8854816976090001
ACH-000589,-1.0516170672
ACH-000591,-0.548095003244
ACH-000593,-0.942450700446
ACH-000600,-0.980409450068
ACH-000601,-1.0026644444600001
ACH-000604,-0.9218216838700001
ACH-000605,-1.2755658138400001
ACH-000606,-0.8199068642470001
ACH-000608,-1.1790480353
ACH-000614,-1.31131876703
ACH-000616,-0.988389212227
ACH-000618,-1.0142124903
ACH-000619,-1.0702723686799998
ACH-000620,-1.0179400831799998
ACH-000621,-0.692095398341
ACH-000622,-1.18312185185
ACH-000623,-1.0621177528599999
ACH-000624,-1.1433356996100001
ACH-000627,-1.18885063835
ACH-000630,-0.7049624083239999
ACH-000632,-0.8044822516310001
ACH-000633,-0.7802068989990001
ACH-000637,-1.24406213603
ACH-000638,-0.851306315431
ACH-000646,-1.1463851716
ACH-000647,-1.1512645417899998
ACH-000648,-0.916356859043
ACH-000649,-0.7150457219390001
ACH-000651,-1.20921691996
ACH-000652,-0.830191039954
ACH-000653,-0.906337726893
ACH-000657,-1.03035763908
ACH-000658,-1.0059432766
ACH-000661,-1.1235494449099999
ACH-000662,-1.11030556278
ACH-000663,-0.535686927021
ACH-000665,-0.806772410908
ACH-000671,-0.8490824146250001
ACH-000673,-0.832194251494
ACH-000676,-0.9217181561200001
ACH-000677,-0.672174596322
ACH-000681,-1.16685928997
ACH-000682,-1.07705820493
ACH-000683,-1.05437607783
ACH-000684,-0.923026230209
ACH-000688,-0.897433610507
ACH-000693,-0.917081105628
ACH-000694,-0.972464277937
ACH-000695,-1.27718522441
ACH-000696,-1.08369045472
ACH-000697,-0.888985278289
ACH-000699,-1.09724674293
ACH-000701,-0.7497014343330001
ACH-000706,-0.827363700678
ACH-000711,-1.1400276448200002
ACH-000713,-0.940815255906
ACH-000714,-0.825950025176
ACH-000718,-0.8565680515009999
ACH-000720,-0.893138199239
ACH-000721,-0.812336754109
ACH-000724,-0.9067875487389999
ACH-000725,-1.2466694784299999
ACH-000732,-0.953691451362
ACH-000734,-1.03222282146
ACH-000735,-0.9027549784610001
ACH-000736,-0.975892874411
ACH-000738,-0.945139921854
ACH-000746,-1.46288556075
ACH-000747,-0.910562838721
ACH-000748,-0.872517879734
ACH-000753,-0.820992141525
ACH-000756,-0.747176290964
ACH-000757,-1.05417328091
ACH-000758,-0.9879775710519999
ACH-000760,-1.16937932077
ACH-000763,-0.8604654050220001
ACH-000764,-0.511773758944
ACH-000765,-0.977542386462
ACH-000766,-1.35200317563
ACH-000767,-0.852751418265
ACH-000768,-0.875283935944
ACH-000769,-1.16291837281
ACH-000770,-1.06441988234
ACH-000771,-1.02025654001
ACH-000773,-0.674234146288
ACH-000776,-0.988517649109
ACH-000777,-1.09480235987
ACH-000778,-1.0565212300799998
ACH-000781,-1.05821589914
ACH-000782,-0.9567128055959999
ACH-000783,-1.1211651563
ACH-000784,-0.764826136383
ACH-000785,-1.07569204207
ACH-000787,-0.8901940439589999
ACH-000788,-1.01164799946
ACH-000791,-1.01397576775
ACH-000792,-0.9382933986579999
ACH-000794,-1.0053393727600002
ACH-000796,-1.06225022279
ACH-000799,-1.07792308455
ACH-000800,-0.948185119866
ACH-000802,-0.781336606758
ACH-000804,-0.680471441028
ACH-000805,-1.0080393118100002
ACH-000809,-0.747439255245
ACH-000810,-1.0679791527
ACH-000811,-1.39336570308
ACH-000817,-0.846979620206
ACH-000819,-0.83373369633
ACH-000820,-0.746536060548
ACH-000821,-1.04125231
ACH-000822,-1.4883655109099998
ACH-000823,-0.776324120765
ACH-000824,-0.878728808748
ACH-000827,-1.1201719837100002
ACH-000829,-1.1027487167899999
ACH-000831,-1.21345573539
ACH-000832,-0.9252929972730001
ACH-000833,-0.7558287258490001
ACH-000834,-1.0542590197600001
ACH-000835,-1.08673786377
ACH-000836,-0.513913809489
ACH-000837,-1.12179334951
ACH-000838,-0.8819428746789999
ACH-000839,-1.0003768227399998
ACH-000840,-0.809405583121
ACH-000841,-0.685097870824
ACH-000843,-1.0333748403299998
ACH-000846,-0.878788261535
ACH-000847,-0.8497616919740001
ACH-000848,-0.9105697436799999
ACH-000849,-0.64502123849
ACH-000851,-0.985861211219
ACH-000855,-0.708257220126
ACH-000856,-1.01069985167
ACH-000858,-1.11393562558
ACH-000859,-0.675727035306
ACH-000861,-1.00585609687
ACH-000862,-1.12784957516
ACH-000865,-1.2243296439
ACH-000866,-0.9502440691859999
ACH-000867,-0.8844465180840001
ACH-000869,-0.9877235083020001
ACH-000872,-0.9444953204150001
ACH-000873,-0.7306234531829999
ACH-000876,-1.0108576399
ACH-000878,-0.8336683039920001
ACH-000880,-0.950512442532
ACH-000881,-1.24777650376
ACH-000882,-0.9068500241159999
ACH-000884,-1.1312909654899999
ACH-000885,-1.0663186706
ACH-000887,-1.03829838776
ACH-000888,-1.02162911624
ACH-000889,-1.10324293475
ACH-000890,-1.1268039351
ACH-000896,-0.894062619169
ACH-000898,-0.996679279887
ACH-000900,-0.9312122959289999
ACH-000901,-0.8203090310150001
ACH-000905,-0.873395571442
ACH-000906,-0.907042461432
ACH-000907,-1.01098700381
ACH-000910,-0.914130669089
ACH-000911,-1.2754923423
ACH-000912,-0.998436070869
ACH-000913,-0.969695526135
ACH-000915,-1.0708562686299998
ACH-000916,-1.34880297856
ACH-000917,-1.24768891523
ACH-000921,-1.11972980309
ACH-000924,-0.885445636825
ACH-000926,-1.02064718509
ACH-000928,-1.12466588376
ACH-000929,-1.02803750765
ACH-000932,-1.15741563185
ACH-000935,-1.0406774179
ACH-000936,-0.928234713758
ACH-000937,-0.968444792612
ACH-000938,-1.14940580655
ACH-000939,-0.812163947033
ACH-000941,-1.5600209879799998
ACH-000943,-1.14662305578
ACH-000946,-1.18142830605
ACH-000947,-0.91579151495
ACH-000948,-0.8343953078659999
ACH-000950,-0.953694676071
ACH-000953,-0.895430969775
ACH-000957,-1.16210024594
ACH-000958,-1.0077422456899998
ACH-000960,-1.0210266670200001
ACH-000963,-1.2257396929
ACH-000968,-1.06743224206
ACH-000969,-1.0490682992
ACH-000973,-0.944953968738
ACH-000974,-1.16619955502
ACH-000975,-1.12227322771
ACH-000976,-0.976312816324
ACH-000978,-1.24855942427
ACH-000980,-1.00133431782
ACH-000984,-1.2697498999099999
ACH-000986,-0.974955632207
ACH-000988,-1.0469954058600002
ACH-000993,-1.1532910431
ACH-000994,-1.21778901642
ACH-000996,-1.15486290598
ACH-001001,-0.819891678565
ACH-001020,-1.0624274982
ACH-001028,-0.7622974397390001
ACH-001031,-1.09124622894
ACH-001038,-0.9491758543369999
ACH-001048,-0.857268917647
ACH-001050,-1.02393710875
ACH-001053,-0.960752605589
ACH-001054,-0.993458755604
ACH-001061,-1.06159862196
ACH-001067,-1.13885894779
ACH-001075,-1.0261310078599999
ACH-001096,-1.02482368877
ACH-001128,0.2976941804
ACH-001134,-1.03635572589
ACH-001151,-1.15563784811
ACH-001163,-1.18816702496
ACH-001164,-0.7978985975409999
ACH-001173,-0.941723654834
ACH-001183,-1.15211586854
ACH-001184,-0.994834043927
ACH-001190,-1.0362324734200001
ACH-001192,-0.8781596782350001
ACH-001193,-0.7932791071330001
ACH-001196,-1.2023134282899999
ACH-001197,-0.903230472388
ACH-001205,-1.0159571000399998
ACH-001211,-1.17417810791
ACH-001212,-1.1749732988600001
ACH-001228,-0.940780473414
ACH-001232,-0.826482824928
ACH-001239,-0.970200585292
ACH-001274,-1.0614895987100001
ACH-001275,-0.8218964497399999
ACH-001277,-0.775487586043
ACH-001278,-1.0382739779299999
ACH-001280,-1.092155642
ACH-001283,-1.10057722211
ACH-001289,-1.0913209020999999
ACH-001295,-1.14118306361
ACH-001300,-0.8327611398029999
ACH-001301,-1.3480749939200003
ACH-001302,-0.8542268069969999
ACH-001303,-1.5752074958700002
ACH-001306,-1.0198433945799998
ACH-001318,-1.32869505874
ACH-001322,-1.30476313794
ACH-001328,-0.8272917465
ACH-001332,-0.8308546765929999
ACH-001333,-0.888688980794
ACH-001336,-1.25940079686
ACH-001340,-1.17393255121
ACH-001346,-1.21407243158
ACH-001353,-1.12954724077
ACH-001354,-0.718883032256
ACH-001367,-0.982305635697
ACH-001368,-0.947496647584
ACH-001374,-1.25506772146
ACH-001375,-1.15482277911
ACH-001377,-1.5479588049700002
ACH-001380,-0.927804399623
ACH-001391,-1.2631192465999999
ACH-001407,-0.528671196976
ACH-001408,-0.976719117467
ACH-001413,-0.910230817431
ACH-001430,-0.917190636152
ACH-001431,-1.01507973084
ACH-001450,-0.985830267519
ACH-001496,-0.774029840603
ACH-001500,-0.719371266423
ACH-001521,-0.756168198162
ACH-001523,-0.971289183108
ACH-001532,-1.0839352066299999
ACH-001536,-0.960102617719
ACH-001550,-0.564884675173
ACH-001552,-1.0593968833299998
ACH-001554,-0.83012163398
ACH-001645,-0.821131495382
ACH-001654,-1.16146537312
ACH-001715,-0.9159902953419999
ACH-001735,-1.00219067194
ACH-001736,-0.998789686581
ACH-001737,-0.768810931365
ACH-001740,-1.22320429749
ACH-001745,-0.959748117518
ACH-001750,-1.0549758446200002
ACH-001765,-0.664932152716
ACH-001956,-1.07812070519
ACH-001957,-1.28821916015
