,SPC24 (147841)
ACH-000004,-2.14216796074
ACH-000007,-1.7809757598099998
ACH-000009,-1.81460281699
ACH-000011,-1.7936770268900002
ACH-000012,-1.7587096401700002
ACH-000013,-2.11987341715
ACH-000014,-1.69439329443
ACH-000015,-1.69207239415
ACH-000017,-1.9513316355099999
ACH-000018,-1.6418364968099999
ACH-000019,-1.9173216723900002
ACH-000021,-1.62452632365
ACH-000022,-2.14740583048
ACH-000025,-1.61263333905
ACH-000028,-1.5590936946899998
ACH-000030,-1.67534888567
ACH-000035,-1.48967024736
ACH-000036,-1.79125085957
ACH-000037,-2.23969021167
ACH-000039,-2.1279510749400004
ACH-000040,-1.6359834999399998
ACH-000041,-2.16139890072
ACH-000042,-1.85362137875
ACH-000045,-1.7823534936
ACH-000047,-1.99441008727
ACH-000052,-1.3911656640799999
ACH-000053,-1.8938225136500002
ACH-000054,-1.78860116447
ACH-000055,-1.95323457436
ACH-000060,-1.92270647667
ACH-000067,-1.76193709479
ACH-000070,-1.90144486599
ACH-000075,-1.62779566873
ACH-000078,-1.97410958902
ACH-000082,-1.67397926038
ACH-000085,-1.9688627797
ACH-000086,-1.5224520938100001
ACH-000087,-2.1450887562900003
ACH-000092,-1.47259033302
ACH-000095,-1.9037161882700002
ACH-000097,-1.80655515773
ACH-000098,-1.8503671398900001
ACH-000099,-1.75803534785
ACH-000108,-1.63729111511
ACH-000113,-1.9570485134
ACH-000115,-2.72848804598
ACH-000116,-1.8877763120099997
ACH-000118,-1.54312800481
ACH-000120,-1.7072512702
ACH-000123,-1.6416966846099998
ACH-000127,-1.6177273307799998
ACH-000128,-1.9772190705700001
ACH-000132,-1.69400474133
ACH-000133,-1.63580670272
ACH-000137,-1.7470543294499998
ACH-000138,-1.9850729359700001
ACH-000142,-1.4533364618200002
ACH-000143,-1.84035530192
ACH-000146,-2.0852832129400003
ACH-000148,-2.0382404923
ACH-000150,-1.37053171657
ACH-000152,-1.34902609916
ACH-000153,-1.87113095093
ACH-000159,-2.0193891588999997
ACH-000160,-1.9438838908400002
ACH-000163,-1.97112958979
ACH-000167,-2.59805311804
ACH-000168,-1.6423567963799999
ACH-000169,-1.92342677021
ACH-000178,-1.78876140164
ACH-000182,-1.94670438551
ACH-000183,-1.9226972795299997
ACH-000188,-1.89665645532
ACH-000189,-1.15571978438
ACH-000190,-1.67135429504
ACH-000198,-1.82897263725
ACH-000204,-1.85147752067
ACH-000206,-1.8447754308400002
ACH-000207,-1.8103865483200001
ACH-000211,-1.8346786544599998
ACH-000215,-1.84032863265
ACH-000221,-2.10818366926
ACH-000222,-1.84933829213
ACH-000223,-1.70410732492
ACH-000226,-1.88879168086
ACH-000227,-1.9965792171799999
ACH-000228,-1.94948050789
ACH-000231,-1.55609041896
ACH-000232,-1.8162352422299999
ACH-000233,-1.96830492708
ACH-000234,-1.96789805474
ACH-000235,-1.8428819974000001
