,RPP25L (138716)
ACH-000004,-0.8584528702580001
ACH-000007,-0.12317227425300001
ACH-000009,-0.19934310042300002
ACH-000011,-0.880143351268
ACH-000012,-0.00537042087009
ACH-000013,-0.131628035608
ACH-000014,0.0378498688823
ACH-000015,-0.19553901197299997
ACH-000017,0.0721095576425
ACH-000018,-1.0381946570799998
ACH-000019,-0.27212546403099996
ACH-000021,-0.27731982018199997
ACH-000022,-0.06104207990680001
ACH-000025,-1.02758123287
ACH-000028,-0.0263198971397
ACH-000030,-0.115978412954
ACH-000035,-0.180637769129
ACH-000036,-1.106818433
ACH-000037,-0.98751642033
ACH-000039,0.279526271204
ACH-000040,-0.825397033905
ACH-000041,-0.243354830389
ACH-000042,-0.16418988399700002
ACH-000045,0.00183786676236
ACH-000047,0.0731325196896
ACH-000052,0.010204546758
ACH-000053,-0.588852290217
ACH-000054,-0.793606512816
ACH-000055,-0.980023506833
ACH-000060,0.16409438305500001
ACH-000067,-0.35390805374300005
ACH-000070,-0.7716293175839999
ACH-000075,-0.881345485974
ACH-000078,-0.0712342272894
ACH-000082,-0.173436751191
ACH-000085,0.0728470407849
ACH-000086,-0.0476154109131
ACH-000087,-0.10694105468599999
ACH-000092,-0.955957244588
ACH-000095,-1.02780756484
ACH-000097,0.008824153629889999
ACH-000098,-0.960028845958
ACH-000099,0.0813889486983
ACH-000108,0.0783437705045
ACH-000113,0.0716674044012
ACH-000115,-0.197873882506
ACH-000116,0.0949396075869
ACH-000118,-0.116480246924
ACH-000120,-0.596736087209
ACH-000123,-0.14908222567399998
ACH-000127,-0.9530355488700001
ACH-000128,-1.05018910064
ACH-000132,-0.857137314798
ACH-000133,-0.10406092656199999
ACH-000137,-0.756472725909
ACH-000138,-0.134755493355
ACH-000142,-0.112491031611
ACH-000143,0.268309464517
ACH-000146,0.0522883372081
ACH-000148,-0.44573676353200004
ACH-000150,-0.24972676011199998
ACH-000152,-1.05607041092
ACH-000153,-0.406466383018
ACH-000159,-0.32084401196
ACH-000160,-0.262579180944
ACH-000163,-0.159312787434
ACH-000167,-0.676029514762
ACH-000168,-0.39379735035999996
ACH-000169,-0.885335675424
ACH-000178,-0.053134108317
ACH-000182,-0.00860392932231
ACH-000183,-0.054955336454999996
ACH-000188,-0.0493418722961
ACH-000189,-0.7079513034909999
ACH-000190,-0.900246082147
ACH-000198,-0.584019318211
ACH-000204,-0.673225275845
ACH-000206,-0.9309959193170001
ACH-000207,-0.341410772729
ACH-000211,-0.954883321367
ACH-000215,-0.814870355733
ACH-000221,-0.096793997837
ACH-000222,-0.4093159149
ACH-000223,0.118062287591
ACH-000226,-0.25180435098299997
ACH-000227,-0.506653501884
ACH-000228,-0.196458596982
ACH-000231,-0.029282602155400003
ACH-000232,-1.10559289194
ACH-000233,-1.0373672593899999
ACH-000234,-0.609575138829
ACH-000235,-0.0942059949231
ACH-000237,-1.1696161963200002
ACH-000238,-0.383836120697
ACH-000243,-0.125977206216
ACH-000244,-0.917858090075
ACH-000246,-0.6937924928829999
ACH-000248,-0.15654304034299998
ACH-000250,-1.34508188774
ACH-000251,-0.200756001268
ACH-000253,0.0100014934346
ACH-000255,-1.20645123104
ACH-000256,-0.22053038647599998
ACH-000257,-0.404759237866
ACH-000258,-0.0489446703058
ACH-000259,0.0263129637437
ACH-000260,0.0301714102255
ACH-000261,0.0023492925049299995
ACH-000262,-0.7190439015710001
ACH-000263,-0.31934077132
ACH-000264,-0.0517889580993
ACH-000265,-0.187479216468
ACH-000266,-0.0457296803394
ACH-000272,-0.19401472092
ACH-000273,-0.79568138016
ACH-000274,-0.1492511811
ACH-000277,0.031831801711
ACH-000278,-0.47080695334399997
ACH-000279,0.107753679388
ACH-000280,-0.476030742468
ACH-000281,-0.167653317557
ACH-000288,-0.0467226135967
ACH-000291,-0.023835613351
ACH-000293,-0.06339472420680001
ACH-000294,-0.869373305268
ACH-000295,-0.755120495883
ACH-000296,-0.11857923152899999
ACH-000302,-0.697436085626
ACH-000304,-0.21931239538800001
ACH-000307,-0.048627295147199996
ACH-000308,-0.11904100577299999
ACH-000310,0.0638935006453
ACH-000311,0.11093828034000001
ACH-000312,-0.25998560991999997
ACH-000315,-0.22715979647100001
ACH-000316,-0.0949291383943
ACH-000317,-0.0281467386138
ACH-000318,-0.0639967941304
ACH-000319,0.0646775277051
ACH-000320,-0.227385426123
ACH-000322,-0.803191098802
ACH-000323,-0.291576722816
ACH-000324,-0.986026013678
ACH-000329,-0.06640855822790001
ACH-000330,-0.38758185049599997
ACH-000331,-0.07131397699960002
ACH-000332,-0.08563935604319999
ACH-000334,-0.300188374899
ACH-000335,-0.531012481094
ACH-000336,-0.0445354489974
ACH-000337,-0.019032284660799998
ACH-000339,0.0446900434932
ACH-000341,-0.31183226613299997
ACH-000348,-0.125062176985
ACH-000350,0.13266986931299998
ACH-000352,-0.504167309438
ACH-000356,-0.117895492598
ACH-000361,0.104055621848
ACH-000362,0.0116527612527
ACH-000363,-0.156750840866
ACH-000364,-1.22685897613
ACH-000365,-0.961639255961
ACH-000366,-0.39321396118
ACH-000368,-0.646608151263
ACH-000374,-0.11716655291
ACH-000375,-0.850885224334
ACH-000376,-1.14034361621
ACH-000381,-0.03858449154719999
ACH-000383,-0.0505490063717
ACH-000387,-0.272231906871
ACH-000389,-0.8813430246100001
ACH-000390,-0.19368679908
ACH-000393,-0.875361816428
ACH-000395,0.17893807638099998
ACH-000397,-0.7348274105949999
ACH-000401,-0.830554305643
ACH-000402,-0.802410523535
ACH-000403,0.08471680506960001
ACH-000404,-0.19179934515500002
ACH-000406,-0.015701051354
ACH-000407,-0.806038894682
ACH-000408,-0.286172688847
ACH-000410,-0.392643719079
ACH-000411,-1.0619440084899998
ACH-000414,0.009362985919610002
ACH-000415,-0.08364480131430001
ACH-000416,0.030772462924799997
ACH-000420,0.026921192560400004
ACH-000421,-0.0314367912054
ACH-000424,-0.317535529188
ACH-000425,-0.0607652283321
ACH-000426,0.237440700995
ACH-000427,-0.12356379365299999
ACH-000433,-0.176393651868
ACH-000436,-0.6771507842810001
ACH-000444,-0.251216125048
ACH-000445,-0.872813796704
ACH-000448,-0.0533656728063
ACH-000450,0.169846793807
ACH-000452,-0.060954709687
ACH-000454,-0.08685716905780001
ACH-000458,-0.9137028354119999
ACH-000459,-0.569549873834
ACH-000460,-0.39808512837300003
ACH-000461,0.0226922974853
ACH-000463,-0.138817894307
ACH-000464,-0.6518227944330001
ACH-000466,-0.25180900466999995
ACH-000467,-0.009769661122579999
ACH-000468,-0.131496974188
ACH-000469,-1.0113736084
ACH-000470,-0.106501005355
ACH-000471,-1.29130747725
ACH-000472,-1.38073868959
ACH-000473,-0.10853422525
ACH-000475,0.0369956754659
ACH-000476,-0.241119610838
ACH-000477,0.18238280429099998
ACH-000480,-0.272046272517
ACH-000481,-0.048706409301300005
ACH-000483,-0.336114560277
ACH-000484,-0.489353687581
ACH-000485,0.0654992600011
ACH-000486,-0.00641571552207
ACH-000487,-0.979843900102
ACH-000488,0.011587798965
ACH-000490,-0.14220060931700002
ACH-000491,-0.28462513421999996
ACH-000495,-1.04042038872
ACH-000496,-0.149664940637
ACH-000499,-0.0769027402828
ACH-000500,-0.8358979781370001
ACH-000502,-0.0389777895869
ACH-000503,-0.10738896660999998
ACH-000505,-1.21129067917
ACH-000507,-0.04984337775909999
ACH-000510,-0.025468740545900002
ACH-000511,-1.04339694237
ACH-000512,-0.151322531964
ACH-000516,-0.262963320515
ACH-000517,0.116276576956
ACH-000518,-0.191585854313
ACH-000520,-0.025074902320099998
ACH-000521,-0.11596417909600001
ACH-000522,-0.989311438065
ACH-000524,0.100990994375
ACH-000527,-0.966287184884
ACH-000528,0.11421470349099999
ACH-000537,-0.494909104128
ACH-000541,-0.760003244199
ACH-000542,-1.2090825446200002
ACH-000544,0.08790892198139999
ACH-000545,-0.6292364114410001
ACH-000547,-0.31295092751
ACH-000548,-0.544833992352
ACH-000549,-0.14795299856799998
ACH-000550,-0.227586316203
ACH-000552,0.057075009752400006
ACH-000556,-0.1301024732
ACH-000557,-0.006610456778720001
ACH-000570,-0.12142383058900001
ACH-000571,-0.252043586026
ACH-000573,-0.0549730728324
ACH-000576,-0.683386121329
ACH-000580,-0.5970980521270001
