,SAPCD2 (89958)
ACH-000004,0.0358316314645
ACH-000007,0.00825386284718
ACH-000009,-0.018387610455099998
ACH-000011,-0.15473113777699998
ACH-000012,-0.1236403109
ACH-000013,-0.0813644480162
ACH-000014,-0.288977896628
ACH-000015,-0.158660235718
ACH-000017,0.0226749474433
ACH-000018,-0.179826628277
ACH-000019,-0.120152317038
ACH-000021,-0.18322593486900002
ACH-000022,-0.04230907703319999
ACH-000025,-0.14107341632
ACH-000028,0.0848241780495
ACH-000030,-0.0241215998392
ACH-000035,0.030057492696400002
ACH-000036,-0.0313157783611
ACH-000037,-0.0758250558026
ACH-000039,0.41153808316299995
ACH-000040,-0.156219164059
ACH-000041,0.0714898034898
ACH-000042,-0.010851871472200002
ACH-000045,-0.272620687287
ACH-000047,-0.14343777025999999
ACH-000052,-0.135634196906
ACH-000053,-0.046012786542300003
ACH-000054,-0.0940503851951
ACH-000055,-0.031919371266
ACH-000060,-0.275445163205
ACH-000067,0.05881515747550001
ACH-000070,-0.35405488712
ACH-000075,-0.232424718576
ACH-000078,0.00532551515197
ACH-000082,0.064227270117
ACH-000085,-0.0410792272838
ACH-000086,0.027844906564799998
ACH-000087,0.019666559001400002
ACH-000092,-0.006517305006319999
ACH-000095,0.0249194099503
ACH-000097,-0.282919538915
ACH-000098,-0.0670490930274
ACH-000099,-0.0642708216039
ACH-000108,-0.0704945481663
ACH-000113,0.0558833430381
ACH-000115,0.152871095086
ACH-000116,-0.123450843774
ACH-000118,-0.034235448454
ACH-000120,-0.0484311799873
ACH-000123,0.027051297641199998
ACH-000127,-0.0885116375257
ACH-000128,-0.34673691683799995
ACH-000132,-0.295517267812
ACH-000133,-0.0008439460505919999
ACH-000137,-0.08016217895010001
ACH-000138,-0.0862900278136
ACH-000142,-0.227127397515
ACH-000143,-0.142459083754
ACH-000146,0.096331464915
ACH-000148,-0.019334911409900003
ACH-000150,0.18216779980099998
ACH-000152,0.0178242362037
ACH-000153,-0.0133552643549
ACH-000159,-0.162081424073
ACH-000160,-0.0383247176194
ACH-000163,-0.0698915220844
ACH-000167,-0.0948329682591
ACH-000168,-0.24071877990499999
ACH-000169,-0.246352192124
ACH-000178,-0.0507736260881
ACH-000182,-0.12749804610999999
ACH-000183,-0.19445796324900003
ACH-000188,-0.0339951202065
ACH-000189,-0.32427105325
ACH-000190,-0.119701867333
ACH-000198,-0.0347135338171
ACH-000204,-0.299691882701
ACH-000206,-0.258492719351
ACH-000207,-0.502148785174
ACH-000211,0.0209445692274
ACH-000215,-0.21963989834000003
ACH-000221,-0.101299286403
ACH-000222,-0.138854531728
ACH-000223,-0.216404026884
ACH-000226,0.0330711247004
ACH-000227,0.138414114442
ACH-000228,-0.35267075919600005
ACH-000231,-0.09941619517210001
ACH-000232,-0.0489035922505
ACH-000233,0.0614083812427
ACH-000234,-0.295212007803
ACH-000235,-0.17326966660100002
ACH-000237,0.0763637723924
ACH-000238,-0.251169125818
ACH-000243,-0.0948785637943
ACH-000244,-0.122585789855
ACH-000246,-0.17742320539
ACH-000248,0.0244229761619
ACH-000250,-0.0751754410085
ACH-000251,-0.119746751861
ACH-000253,-0.111890110185
ACH-000255,-0.101100975744
ACH-000256,0.174495117148
ACH-000257,-0.010242944415200001
ACH-000258,0.28819766318000006
ACH-000259,-0.085382315696
ACH-000260,0.00695948774811
ACH-000261,-0.169516818871
ACH-000262,-0.100667725606
ACH-000263,-0.378961357859
ACH-000264,0.0165358712605
ACH-000265,-0.040437303951199995
ACH-000266,-0.151676104912
ACH-000272,-0.20634866572000002
ACH-000273,-0.177000071767
ACH-000274,-0.125826648416
ACH-000277,-0.215526591455
ACH-000278,-0.014065043836299999
ACH-000279,0.0255940517557
ACH-000280,-0.0340349413263
ACH-000281,0.205958022434
ACH-000288,-0.0617117292777
ACH-000291,0.045341990898699995
ACH-000293,0.0425896603816
ACH-000294,0.182385208349
ACH-000295,0.011724391928900001
ACH-000296,-0.15705148025000001
ACH-000302,0.0723628222545
ACH-000304,-0.43776969703199997
ACH-000307,-0.022107177453799996
ACH-000308,-0.0329690589609
ACH-000310,0.16919668844900002
ACH-000311,-0.128861138324
ACH-000312,-0.008277968580859999
ACH-000315,0.180441200298
ACH-000316,-0.2668768519
ACH-000317,-0.117537840156
ACH-000318,-0.179891584959
ACH-000319,0.0110992535456
ACH-000320,-0.110941976346
ACH-000322,-0.266502035235
ACH-000323,-0.115728955724
ACH-000324,-0.042095738520599994
ACH-000329,-0.059064653645099996
ACH-000330,0.15826402386900001
ACH-000331,-0.0846176731515
ACH-000332,-0.100464557752
ACH-000334,-0.0958798986546
ACH-000335,0.217866197513
ACH-000336,0.197732073213
ACH-000337,-0.246766970425
ACH-000339,-0.291588882081
ACH-000341,0.17718410691599998
ACH-000348,-0.0825844486658
ACH-000350,0.152505716918
ACH-000352,-0.09109035246310002
ACH-000356,-0.18215826392499998
ACH-000361,-0.1047531236
ACH-000362,0.0453071628399
ACH-000363,-0.09411479341870001
ACH-000364,-0.09539953726089999
ACH-000365,0.06695650545040001
ACH-000366,-0.055477578740499994
ACH-000368,-0.0458440560106
ACH-000374,-0.189369862058
ACH-000375,-0.12122859859200001
ACH-000376,-0.0693524067663
ACH-000381,-0.09973842965730001
ACH-000383,-0.0930278677176
ACH-000387,-0.019688391843700002
ACH-000389,-0.308123014018
ACH-000390,-0.14587228386099999
ACH-000393,-0.190477123261
