,RUVBL1 (8607)
ACH-000204,-1.49422168604
ACH-000206,-2.15952331598
ACH-000207,-2.34217318257
ACH-000211,-1.80032014933
ACH-000215,-1.87947616817
ACH-000221,-1.75735545155
ACH-000222,-1.9708341870400004
ACH-000223,-1.8389599261000003
ACH-000226,-1.7819109901199999
ACH-000227,-2.1878301720400004
ACH-000228,-1.6755417546399998
ACH-000231,-1.58992163947
ACH-000232,-1.8702518701
ACH-000233,-1.8510040470099998
ACH-000234,-2.1023337985
ACH-000235,-1.74464153743
ACH-000237,-1.7932526543400003
ACH-000238,-1.7916264250799998
ACH-000243,-1.69055832587
ACH-000244,-1.85435200367
ACH-000246,-1.7209990799500001
ACH-000248,-1.59921303382
ACH-000250,-1.80061749163
ACH-000251,-1.52433972889
ACH-000253,-2.10122440686
ACH-000255,-1.4727745993099999
ACH-000256,-1.9188318636900001
ACH-000257,-1.9645047029700002
ACH-000258,-1.9424083441799997
ACH-000259,-1.75272911949
ACH-000260,-1.6429495321799998
ACH-000261,-1.6444124306
ACH-000262,-1.69533340849
ACH-000263,-2.30390437676
ACH-000264,-2.01403291313
ACH-000265,-1.8835217013599999
ACH-000266,-1.7173981493700001
ACH-000272,-1.66342450766
ACH-000273,-1.7110934971399998
ACH-000274,-2.18764329621
ACH-000277,-2.30545741136
ACH-000278,-1.7341247124
ACH-000279,-2.07997851292
ACH-000280,-1.4813153943900002
ACH-000281,-2.0039059289099996
ACH-000288,-1.6237588948500001
ACH-000291,-1.7215403337000001
ACH-000293,-2.3014659164099998
ACH-000294,-2.77646179451
ACH-000295,-1.54741714155
ACH-000296,-1.54442406546
ACH-000302,-2.0252628572
ACH-000304,-2.19933980941
ACH-000307,-1.70761151814
ACH-000308,-1.95809655034
ACH-000310,-1.96486770461
ACH-000311,-2.0228342195099995
ACH-000312,-1.8200764526700002
ACH-000315,-2.0828945301400004
ACH-000316,-2.0677184580400003
ACH-000317,-1.58029876945
ACH-000318,-1.94228537401
ACH-000319,-1.73023012368
ACH-000320,-1.83024193561
ACH-000322,-1.73898762738
ACH-000323,-1.7610805379199999
ACH-000324,-1.8836769074700002
ACH-000329,-2.11257377653
ACH-000330,-1.62379371799
ACH-000331,-1.69601166319
ACH-000332,-1.61999339282
ACH-000334,-2.32369462997
ACH-000335,-1.65500331271
ACH-000336,-1.9927989016999998
ACH-000337,-1.7808750098
ACH-000339,-1.77553587968
ACH-000341,-2.31727516368
ACH-000348,-1.83284591197
ACH-000350,-2.13162304481
ACH-000352,-1.8623373366799998
ACH-000356,-1.7361827363599998
ACH-000361,-1.92892418678
ACH-000362,-1.81832086387
ACH-000363,-1.94002280595
ACH-000364,-1.68767998034
ACH-000365,-2.14860076608
ACH-000366,-1.9484061230200003
ACH-000368,-1.8567928296
ACH-000374,-1.7469840545200002
ACH-000375,-1.68588851874
ACH-000376,-1.8279406242099998
ACH-000381,-1.81853445183
ACH-000383,-2.15968753692
ACH-000387,-2.13388283322
ACH-000389,-1.9117772496
ACH-000390,-1.87224659468
ACH-000393,-2.13379738216
ACH-000395,-1.8905235689500002
ACH-000397,-1.7802028546400002
ACH-000401,-1.8843701447499999
ACH-000402,-1.9165743737999998
ACH-000403,-1.94566029535
ACH-000404,-1.5289287543999999
ACH-000406,-1.9633891651
ACH-000407,-1.70510467119
ACH-000408,-1.56523356074
ACH-000410,-1.5890948329799999
ACH-000411,-1.6491071125
ACH-000414,-1.8737100551499999
ACH-000415,-1.7551549899
ACH-000416,-1.65714131716
ACH-000420,-1.67424554984
ACH-000421,-1.66811011402
ACH-000424,-1.8651647653599999
ACH-000425,-1.60560045256
ACH-000426,-1.8891365704299998
ACH-000427,-1.7027673190000001
ACH-000433,-1.6232879763299999
ACH-000436,-2.09605693604
ACH-000444,-1.64716546127
ACH-000445,-1.68551354981
ACH-000448,-1.61753924305
ACH-000450,-1.67178893182
ACH-000452,-1.7525188732499999
ACH-000454,-1.4970832642200003
ACH-000458,-1.80002277776
ACH-000459,-1.0781933528
ACH-000460,-1.7828929911700002
ACH-000461,-1.74175591276
ACH-000463,-1.85084235944
ACH-000464,-2.13373482146
ACH-000466,-1.55584604103
ACH-000467,-1.59482557898
ACH-000468,-1.9647898698400004
ACH-000469,-1.8835175263599997
ACH-000470,-2.03579458567
ACH-000471,-1.7098051343399998
ACH-000472,-2.07061133814
ACH-000473,-1.48224713941
ACH-000475,-1.93409147564
ACH-000476,-1.9502893967700001
ACH-000477,-1.83472915716
ACH-000480,-1.77715904979
ACH-000481,-2.09662849232
ACH-000483,-1.8531871491599998
ACH-000484,-1.7720438263900002
ACH-000485,-1.95574771958
ACH-000486,-1.6498024143399999
ACH-000487,-1.93015272561
ACH-000488,-1.62987676861
ACH-000490,-1.62251867424
ACH-000491,-2.26451372064
ACH-000495,-1.7374621717299998
ACH-000496,-1.7451120792099997
ACH-000499,-1.8447121495099998
ACH-000500,-1.6279635011200002
ACH-000502,-1.8419552681599998
ACH-000503,-2.12717018107
ACH-000505,-2.07832328163
ACH-000507,-1.77974605303
ACH-000510,-1.79416363699
ACH-000511,-1.6885667162399998
ACH-000512,-2.23581705905
ACH-000516,-1.7257294304599997
ACH-000517,-1.8910603931099998
ACH-000518,-1.58289808123
ACH-000520,-1.65933049666
ACH-000521,-1.5874108379799998
ACH-000522,-1.7592592357900003
ACH-000524,-1.9959466569799997
ACH-000527,-1.5145489794
ACH-000528,-1.6229374754299999
ACH-000537,-1.88310137687
ACH-000541,-2.14205292965
ACH-000542,-1.7744539244599997
ACH-000544,-1.30611145151
ACH-000545,-1.62008578364
ACH-000547,-1.9203744694099998
ACH-000548,-1.8673541448900002
ACH-000549,-1.5833462417700002
ACH-000550,-2.0967165809
ACH-000552,-1.71859431949
ACH-000556,-1.80708615654
ACH-000557,-2.45521680427
ACH-000570,-1.9275567065900001
ACH-000571,-2.23100962963
ACH-000573,-1.8272593284799998
ACH-000576,-1.8920980032599997
ACH-000580,-1.9612504196599998
ACH-000584,-1.80344810595
ACH-000585,-1.80943324037
ACH-000588,-1.85030794685
ACH-000589,-1.76178131312
ACH-000591,-1.82115236102
ACH-000593,-1.78729607275
ACH-000600,-1.794916816
ACH-000601,-1.62929853368
ACH-000604,-1.81900725844
ACH-000605,-1.7916172240400001
ACH-000606,-1.5575097894
ACH-000608,-2.52625680895
ACH-000614,-2.07832230031
ACH-000616,-1.72355947804
ACH-000618,-1.4923636485499998
ACH-000619,-1.7903817139400002
ACH-000620,-1.73549974557
ACH-000621,-2.0074304710099997
ACH-000622,-1.7796077857400001
ACH-000623,-1.79444029837
ACH-000624,-1.79617918162
ACH-000627,-1.5818451286300002
ACH-000630,-1.67944051856
ACH-000632,-1.72477026949
ACH-000633,-2.16561422751
ACH-000637,-1.84841447612
ACH-000638,-1.60411526683
ACH-000646,-1.41550585086
ACH-000647,-1.81436068839
ACH-000648,-1.99457856782
ACH-000649,-1.8426268754599997
ACH-000651,-1.8286686803499999
ACH-000652,-1.7774684057900003
ACH-000653,-1.9041346051099999
ACH-000657,-1.91811519845
ACH-000658,-2.1133653524200002
ACH-000661,-2.1024780645
ACH-000662,-2.09373476847
ACH-000663,-1.7743564904599998
ACH-000665,-1.63772388645
ACH-000671,-2.09948676857
ACH-000673,-1.69013970836
ACH-000676,-1.76843679037
ACH-000677,-1.866302181
ACH-000681,-1.85818627279
ACH-000682,-1.9042920291099998
ACH-000683,-1.8256448533900003
ACH-000684,-1.62283309527
ACH-000688,-1.70611162729
ACH-000693,-1.7451798759000001
ACH-000694,-1.56442659786
ACH-000695,-2.2827585102400003
ACH-000696,-1.6579891287600002
ACH-000697,-1.64283121002
ACH-000699,-1.87416980055
ACH-000701,-2.0663400226700004
ACH-000706,-1.8350616424400001
ACH-000711,-1.75795120265
ACH-000713,-1.70268260393
ACH-000714,-1.7160700467299999
ACH-000718,-1.7484377812
ACH-000720,-1.7760878619299998
ACH-000721,-1.84288542531
ACH-000724,-1.8752651572799999
ACH-000725,-1.90667832648
ACH-000732,-1.30563000995
ACH-000734,-1.8799178747299998
ACH-000735,-1.44365189233
ACH-000736,-1.54478281882
ACH-000738,-1.75270138404
ACH-000746,-2.0121265453799997
ACH-000747,-1.7348536398199998
ACH-000748,-1.89873018625
ACH-000753,-1.8042732103799999
ACH-000756,-1.5263613435799999
ACH-000757,-1.8151440599000002
ACH-000758,-1.79768752501
ACH-000760,-1.6799465297100002
ACH-000763,-1.9803024076499998
ACH-000764,-1.62064201912
ACH-000765,-1.93991528866
ACH-000766,-1.7197442853
ACH-000767,-1.82246483947
ACH-000768,-1.8117090821400001
ACH-000769,-1.9025022655500001
ACH-000770,-1.8378179254700002
ACH-000771,-1.34492718408
ACH-000773,-1.91196781735
ACH-000776,-2.0784386561900003
ACH-000777,-1.9757760958099997
ACH-000778,-1.62896575875
ACH-000781,-1.71663904349
ACH-000782,-1.53331005075
ACH-000783,-1.85604155232
ACH-000784,-1.67819768821
ACH-000785,-1.9864175103200001
ACH-000787,-1.64039074692
ACH-000788,-1.8337550008599999
ACH-000791,-1.9204856312799998
ACH-000792,-1.9923961599900002
ACH-000794,-1.7576182802900002
ACH-000796,-1.7916397018099999
ACH-000799,-1.5728526062200001
ACH-000800,-2.19206114872
ACH-000802,-1.8122675401900001
ACH-000804,-1.7440257989099996
ACH-000805,-2.16905987042
ACH-000809,-1.7513392563499999
ACH-000810,-2.13573640137
ACH-000811,-2.1074540989900004
ACH-000817,-1.76470902646
ACH-000819,-1.52390680174
ACH-000820,-1.4620840237600001
ACH-000821,-2.23284361339
ACH-000822,-1.89468453212
ACH-000823,-1.7890586250099998
ACH-000824,-1.9431437443900001
ACH-000827,-1.7111743101299999
ACH-000829,-2.17263124279
ACH-000831,-1.90168655741
ACH-000832,-1.6796228757
ACH-000833,-2.0759103590400003
ACH-000834,-1.65844638447
ACH-000835,-1.7455328051400003
ACH-000836,-1.2554211336
ACH-000837,-1.70220023218
ACH-000838,-2.00618104775
ACH-000839,-1.7746728052
ACH-000840,-1.8620661479599998
ACH-000841,-1.9196666118799999
ACH-000843,-1.8651985504400004
ACH-000846,-1.6589724760799998
ACH-000847,-1.85056162283
ACH-000848,-2.05465015714
ACH-000849,-1.90986915064
ACH-000851,-1.65927995162
ACH-000855,-1.8682714675099998
ACH-000856,-1.92311646365
ACH-000858,-1.82584558689
ACH-000859,-1.7917105694799997
ACH-000861,-1.9127992849200002
ACH-000862,-1.70006022451
ACH-000865,-1.63542409811
ACH-000866,-1.88940375197
ACH-000867,-1.7935818075799999
ACH-000869,-1.89485953928
ACH-000872,-1.6020561390799999
ACH-000873,-1.41436080975
ACH-000876,-1.9096509928999998
ACH-000878,-2.17474977261
ACH-000880,-2.09861033851
ACH-000881,-1.8523745726700003
ACH-000882,-1.63843054967
ACH-000884,-1.42481814002
ACH-000885,-1.8026090251700002
ACH-000887,-1.58676013658
ACH-000888,-1.7580580956099998
ACH-000889,-2.10341645439
ACH-000890,-1.8038322886200002
ACH-000896,-1.64036706147
ACH-000898,-1.82351083759
ACH-000900,-1.72094411405
ACH-000901,-1.8524853573900002
ACH-000905,-1.8837080254599998
ACH-000906,-1.7611760216099999
ACH-000907,-1.69380150285
ACH-000910,-2.0249031248900002
ACH-000911,-1.79858946555
ACH-000912,-1.78440172064
ACH-000913,-1.8069731497
ACH-000915,-1.6755913893
ACH-000916,-1.5552928673800002
ACH-000917,-1.7606039406099998
ACH-000921,-1.7183443521900001
ACH-000924,-1.8193285620599997
ACH-000926,-2.08531594765
ACH-000928,-1.6746247850600002
ACH-000929,-1.6975368056400002
ACH-000932,-1.77150830123
ACH-000935,-1.91550391877
ACH-000936,-1.91247902032
ACH-000937,-2.08576633523
ACH-000938,-2.0960871379299997
ACH-000939,-1.4430800009
ACH-000941,-1.7418070164200001
ACH-000943,-2.07626537254
ACH-000946,-1.8951639642099998
ACH-000947,-1.8527307881200001
ACH-000948,-1.5024761108700002
ACH-000950,-1.9061249984200002
ACH-000953,-2.20304785607
ACH-000957,-1.7083431339
ACH-000958,-2.00487629292
ACH-000960,-2.01654811572
ACH-000963,-1.70653567468
ACH-000968,-1.6175283868
ACH-000969,-1.7792477188299998
ACH-000973,-1.5451039638100001
ACH-000974,-1.8299388529
ACH-000975,-1.86833865965
ACH-000976,-1.49183680719
ACH-000978,-1.36386290278
ACH-000980,-1.85337857529
ACH-000984,-1.89293112303
ACH-000986,-1.7256622594599997
ACH-000988,-1.87536904844
ACH-000993,-1.61580923759
ACH-000994,-2.32256176529
ACH-000996,-1.63431940618
ACH-001001,-1.83912984135
ACH-001020,-1.45050702905
ACH-001028,-1.9633844042400002
ACH-001031,-1.6394919450999998
ACH-001038,-1.91134017915
ACH-001048,-1.95117777602
ACH-001050,-1.7535419323299999
ACH-001053,-2.0299834803400003
ACH-001054,-1.5051818783700002
ACH-001061,-1.75056815433
ACH-001067,-1.6428520057700002
ACH-001075,-1.6446117593399998
ACH-001096,-1.8437092826599997
ACH-001128,-1.2204266044
ACH-001134,-1.6558820789
ACH-001151,-1.8271219774
ACH-001163,-1.79383660242
ACH-001164,-1.14862856581
ACH-001173,-1.7831021947299999
ACH-001183,-1.67047758296
ACH-001184,-1.60259965817
ACH-001190,-1.45780961841
ACH-001192,-1.9422044729900003
ACH-001193,-2.02309731078
ACH-001196,-1.83871862353
ACH-001197,-2.14673399562
ACH-001205,-1.8193235481
ACH-001211,-1.65034064516
ACH-001212,-1.65419577226
ACH-001228,-1.71943405599
ACH-001232,-1.6384840313999998
ACH-001239,-1.7091337685699999
ACH-001274,-1.9743404173099999
ACH-001275,-2.08764786034
ACH-001277,-1.73863736167
ACH-001278,-1.49960814192
ACH-001280,-1.79606155072
ACH-001283,-1.6047161897799997
ACH-001289,-1.8949990447099998
ACH-001295,-1.96224333907
ACH-001300,-2.13083614172
ACH-001301,-2.18303060185
ACH-001302,-1.8629306106999999
ACH-001303,-1.99171465347
ACH-001306,-1.75615753949
ACH-001318,-1.78358557324
ACH-001322,-1.79677500663
ACH-001328,-1.58866078683
ACH-001332,-1.47115282657
ACH-001333,-1.64199815358
ACH-001336,-1.70682182926
ACH-001340,-1.6191574026100002
ACH-001346,-1.5512535406799999
ACH-001353,-1.81004447365
ACH-001354,-1.71099158579
ACH-001367,-1.7562574295400002
ACH-001368,-1.8080444653299999
ACH-001374,-1.55537007717
ACH-001375,-1.66799921146
ACH-001377,-2.0057903395
ACH-001380,-1.8174901402099999
ACH-001391,-1.82471304442
ACH-001407,-1.87136180348
ACH-001408,-1.85621496427
ACH-001413,-1.5720909514399999
ACH-001430,-1.78470491346
ACH-001431,-1.9833635416
ACH-001450,-1.74729732572
ACH-001496,-1.26506239738
ACH-001500,-1.50175902433
ACH-001521,-1.9789256960900004
ACH-001523,-1.63676205779
ACH-001532,-1.82723564417
ACH-001536,-1.76594605873
ACH-001550,-1.46818228753
ACH-001552,-1.88703642732
ACH-001554,-1.8320140298900003
ACH-001645,-1.95478333324
ACH-001654,-1.91903592374
ACH-001715,-1.59055098161
ACH-001735,-2.02012838052
ACH-001736,-2.06553814614
ACH-001737,-1.78521979599
ACH-001740,-1.8683518360799998
ACH-001745,-1.97498292039
ACH-001750,-1.73117906031
ACH-001765,-2.04423785685
ACH-001956,-1.67476179036
ACH-001957,-1.8772860371200002
