,NMRK2 (27231)
ACH-000004,-0.120996792642
ACH-000007,-0.103753226715
ACH-000009,-0.15996258960100002
ACH-000011,-0.0114581302881
ACH-000012,-0.279646008974
ACH-000013,-0.161714701606
ACH-000014,-0.10085720806399999
ACH-000015,-0.21582378710900002
ACH-000017,-0.24927024765900002
ACH-000018,0.04928542425369999
ACH-000019,-0.36310999533
ACH-000021,-0.276883986883
ACH-000022,-0.247984548075
ACH-000025,-0.131912496843
ACH-000028,-0.125940780102
ACH-000030,-0.142360990924
ACH-000035,-0.131498350371
ACH-000036,-0.163708281003
ACH-000037,0.051989871952099996
ACH-000039,-0.137784390131
ACH-000040,-0.311465663528
ACH-000041,-0.21770194480500002
ACH-000042,-0.162103158384
ACH-000045,-0.203765071518
ACH-000047,-0.060149649647199994
ACH-000052,-0.027425422656200002
ACH-000053,-0.11151863991800001
ACH-000054,-0.14419104862600002
ACH-000055,-0.0844229186059
ACH-000060,-0.151918093742
ACH-000067,-0.0256553843844
ACH-000070,-0.239510496096
ACH-000075,-0.15459941265000002
ACH-000078,0.0160782716854
ACH-000082,-0.17868912358800002
ACH-000085,-0.209662879292
ACH-000086,-0.0458734826887
ACH-000087,0.100034393989
ACH-000092,-0.36849355186
ACH-000095,-0.36815620229900003
ACH-000097,-0.09623508486739998
ACH-000098,-0.21672719342099997
ACH-000099,-0.23906301368299998
ACH-000108,-0.23778533910799998
ACH-000113,-0.187494480529
ACH-000115,-0.35088017495800006
ACH-000116,-0.08858579916639998
ACH-000118,0.00825774416246
ACH-000120,-0.142699601608
ACH-000123,-0.152821970757
ACH-000127,-0.187155463365
ACH-000128,-0.163270664536
ACH-000132,-0.126735232677
ACH-000133,-0.055821737904900005
ACH-000137,-0.15466571584799998
ACH-000138,-0.0131530789094
ACH-000142,0.033390880850299995
ACH-000143,-0.188545923741
ACH-000146,-0.123943527525
ACH-000148,-0.207210537888
ACH-000150,0.0406561965373
ACH-000152,-0.193621202732
ACH-000153,-0.07614030541349999
ACH-000159,-0.28019489587499996
ACH-000160,-0.0955715597295
ACH-000163,0.00701275897267
ACH-000167,-0.260085105619
ACH-000168,0.06737386964030001
ACH-000169,-0.119307946076
ACH-000178,-0.127657911087
ACH-000182,-0.127995836579
ACH-000183,-0.0685480637326
ACH-000188,-0.17378419191
ACH-000189,-0.043245698181800005
ACH-000190,-0.154727550865
ACH-000198,-0.247169023913
ACH-000204,0.0532811553488
ACH-000206,-0.274403811924
ACH-000207,-0.14749404736500002
ACH-000211,0.0231747945609
ACH-000215,-0.0771602498147
ACH-000221,-0.108528214666
ACH-000222,-0.14218306853499998
ACH-000223,-0.05837740682709999
ACH-000226,-0.0398452677584
ACH-000227,-0.241049877856
ACH-000228,0.0347058511547
ACH-000231,0.0120538614448
ACH-000232,-0.192902940427
ACH-000233,-0.025066416436
ACH-000234,-0.300516249068
ACH-000235,-0.229960655888
ACH-000237,-0.180501337428
ACH-000238,-0.053233988280600004
ACH-000243,-0.230882837369
ACH-000244,-0.23547823691999997
ACH-000246,-0.18266876237399998
ACH-000248,-0.10154243698899999
ACH-000250,-0.18198149534400002
ACH-000251,0.033258327071700004
ACH-000253,-0.0594330132057
ACH-000255,-0.162999572011
ACH-000256,-0.23184341408700002
ACH-000257,-0.173714668528
ACH-000258,0.0145451349615
ACH-000259,-0.20424371955099999
ACH-000260,-0.163451810503
ACH-000261,-0.157179447141
ACH-000262,-0.302977913616
ACH-000263,0.184463468062
ACH-000264,-0.158007515338
ACH-000265,-0.10399183448100001
ACH-000266,-0.209031254987
ACH-000272,-0.243054059262
ACH-000273,-0.215788591746
ACH-000274,-0.231993526432
ACH-000277,-0.30234244050299997
ACH-000278,-0.240460213771
ACH-000279,-0.0801776432895
ACH-000280,-0.129595981137
ACH-000281,-0.0407729409357
ACH-000288,-0.005136277090479999
ACH-000291,-0.216522606715
ACH-000293,-0.201762344773
ACH-000294,-0.270522332152
ACH-000295,-0.0061948206986299995
ACH-000296,0.0350162391529
ACH-000302,-0.244520323686
ACH-000304,-0.228058063638
ACH-000307,-0.243121600424
ACH-000308,-0.0692997798177
ACH-000310,-0.206985628218
ACH-000311,-0.187061701385
ACH-000312,-0.19136184376600002
ACH-000315,-0.14368901247000002
ACH-000316,0.0889493033876
ACH-000317,-0.0790836368255
ACH-000318,-0.130255094959
ACH-000319,-0.16789216008299998
ACH-000320,-0.150473229187
ACH-000322,-0.21619522413199999
ACH-000323,-0.0983038387102
ACH-000324,-0.061313510608099996
ACH-000329,-0.21690326190499998
ACH-000330,-0.10210481888900001
ACH-000331,-0.153202096201
ACH-000332,-0.148877354999
ACH-000334,-0.14531736667099998
ACH-000335,-0.0582463958347
ACH-000336,-0.0795928850011
ACH-000337,-0.159585830825
ACH-000339,-0.0940596453173
ACH-000341,-0.789199539599
ACH-000348,-0.23133418440200001
ACH-000350,-0.0378274349566
ACH-000352,-0.19973654233
ACH-000356,-0.0938804498928
ACH-000361,-0.139574943236
ACH-000362,-0.204572974994
ACH-000363,-0.250799751014
ACH-000364,-0.257240082979
ACH-000365,-0.240701457017
ACH-000366,-0.181387153769
ACH-000368,-0.0198365804793
ACH-000374,-0.09144615714880001
ACH-000375,0.013036291524100001
ACH-000376,-0.0403817443821
ACH-000381,0.109331459686
ACH-000383,-0.243650368088
ACH-000387,-0.023535608525799997
ACH-000389,-0.211300622205
ACH-000390,-0.16632033453700001
ACH-000393,-0.205429657875
ACH-000395,0.0313756836099
ACH-000397,-0.21947650493
ACH-000401,-0.368003689268
ACH-000402,-0.262644389832
ACH-000403,-0.248956055753
ACH-000404,0.0077469460271400005
ACH-000406,-0.0938152830593
ACH-000407,-0.0702692687163
ACH-000408,0.113887638176
ACH-000410,-0.0199844647889
ACH-000411,-0.211468778463
ACH-000414,-0.206166357891
ACH-000415,-0.10331191396600001
ACH-000416,-0.287288882177
ACH-000420,-0.102693470262
ACH-000421,-0.27383579042
ACH-000424,-0.503341022743
ACH-000425,-0.290589415042
ACH-000426,-0.40750124035199997
ACH-000427,-0.45887665545
ACH-000433,-0.447295941334
ACH-000436,-0.446567166003
ACH-000444,-0.233811686233
ACH-000445,-0.0897429203847
ACH-000448,-0.368363831058
