,IQCK (124152)
ACH-000004,0.10531924255000001
ACH-000007,-0.22014666364399998
ACH-000009,0.112219894353
ACH-000011,0.0461680423207
ACH-000012,0.073745470762
ACH-000013,0.00498778121931
ACH-000014,0.0782138474247
ACH-000015,-0.206572866016
ACH-000017,0.121651999958
ACH-000018,0.13866332073899998
ACH-000019,0.109500464921
ACH-000021,0.0266082352873
ACH-000022,0.14928638880200001
ACH-000025,-0.0673217226107
ACH-000028,0.0588279146232
ACH-000030,0.08489991049830001
ACH-000035,-0.256540798741
ACH-000036,0.103539488842
ACH-000037,-0.014296130340499999
ACH-000039,0.0506003561228
ACH-000040,0.0235842395922
ACH-000041,0.137329228862
ACH-000042,-0.027679775921499998
ACH-000045,-0.016862405504000002
ACH-000047,-0.07605303276039999
ACH-000052,0.12428893922499999
ACH-000053,-0.0275590497646
ACH-000054,-0.10441600291200001
ACH-000055,0.207268186235
ACH-000060,0.126680355431
ACH-000067,-0.10872280581900001
ACH-000070,0.280125261866
ACH-000075,-0.0657187517715
ACH-000078,0.0237659629568
ACH-000082,-0.008441586673880001
ACH-000085,0.108586965043
ACH-000086,0.154102409026
ACH-000087,0.08556183139149999
ACH-000092,0.101200482944
ACH-000095,-0.0240876753669
ACH-000097,0.00321758696882
ACH-000098,-0.0310693384374
ACH-000099,0.0398890323652
ACH-000108,-0.0721203076727
ACH-000113,0.0424691994946
ACH-000115,-0.0317889975287
ACH-000116,0.0945894563671
ACH-000118,0.00654344656417
ACH-000120,0.0424951739388
ACH-000123,-0.08428122627830001
ACH-000127,-0.26076949284699996
ACH-000128,0.112142956046
ACH-000132,0.023569293774
ACH-000133,-0.0649647946872
ACH-000137,-0.0170849005547
ACH-000138,0.0184612625348
ACH-000142,-0.131666138563
ACH-000143,-0.0244628016428
ACH-000146,0.0209754786686
ACH-000148,0.045636400842000005
ACH-000150,0.014878217345200001
ACH-000152,0.139323601089
ACH-000153,0.061024974216400005
ACH-000159,-0.0751274394381
ACH-000160,-0.05171288230169999
ACH-000163,-0.141221729322
ACH-000167,-0.0016021744183499997
ACH-000168,0.0833073325532
ACH-000169,-0.049153737973199996
ACH-000178,-0.118896788588
ACH-000182,-0.059304983553800004
ACH-000183,0.00734920340005
ACH-000188,0.0494838896744
ACH-000189,0.116643036278
ACH-000190,-0.0199524378325
ACH-000198,0.0574398738953
ACH-000204,-0.0081097729894
ACH-000206,-0.0821052327233
ACH-000207,0.171896600235
ACH-000211,0.0408947002716
ACH-000215,-0.047857413821
ACH-000221,0.051103720511600004
ACH-000222,0.194696672593
ACH-000223,-0.0162986213273
ACH-000226,-0.09728110689649999
ACH-000227,0.119104105842
ACH-000228,-0.131883023235
ACH-000231,-0.0031019595817600005
ACH-000232,0.00993156440342
ACH-000233,-0.06127430816459999
ACH-000234,0.0279471284302
ACH-000235,0.028982894928299998
ACH-000237,-0.08495823099710001
ACH-000238,0.0787347919025
ACH-000243,-0.047033167347
