,CER1 (9350)
ACH-000004,-0.8804972530670001
ACH-000007,0.300332001714
ACH-000009,-0.0766846962291
ACH-000011,-0.10515231587400001
ACH-000012,0.20472768398400001
ACH-000013,-0.00797721056012
ACH-000014,-0.0658211167235
ACH-000015,-0.0446209854165
ACH-000017,0.281051972987
ACH-000018,0.253347857645
ACH-000019,-0.0946564865886
ACH-000021,0.183643443423
ACH-000022,-0.0219155448525
ACH-000025,0.181695015981
ACH-000028,0.11445962950300001
ACH-000030,0.0703207446182
ACH-000035,-0.07090099602519999
ACH-000036,0.109653392425
ACH-000037,-0.31084294727
ACH-000039,0.19513801496
ACH-000040,0.0935131999695
ACH-000041,0.177081926837
ACH-000042,0.22184988069800002
ACH-000045,-0.017934978899700003
ACH-000047,-0.16886838143199998
ACH-000052,0.00572209554603
ACH-000053,0.121773417129
ACH-000054,-0.00744274194302
ACH-000055,-0.25955046927299996
ACH-000060,0.140129449234
ACH-000067,0.255085445669
ACH-000070,0.312449118067
ACH-000075,0.126536450051
ACH-000078,-0.132591548771
ACH-000082,-0.00738906185968
ACH-000085,0.0219680507377
ACH-000086,0.023910466925499998
ACH-000087,0.18229864392700001
ACH-000092,0.09884262851230001
ACH-000095,-0.0289886622954
ACH-000097,0.0220195884774
ACH-000098,0.0516665513629
ACH-000099,0.03609565142230001
ACH-000108,0.23130343461599998
ACH-000113,0.208246127738
ACH-000115,0.129421074015
ACH-000116,0.117404260851
ACH-000118,0.052966919914100005
ACH-000120,0.166642839482
ACH-000123,0.04651433011390001
ACH-000127,-0.0333288456979
ACH-000128,-0.101474971066
ACH-000132,0.136466276271
ACH-000133,0.22618230368
ACH-000137,0.0393417544174
ACH-000138,0.196056212979
ACH-000142,0.126693314413
ACH-000143,-0.10757403761499999
ACH-000146,-0.0410315358931
ACH-000148,0.0411879269222
ACH-000150,0.124823282172
ACH-000152,0.270921716486
ACH-000153,0.281116596589
ACH-000159,0.253841441339
ACH-000160,0.04704975261969999
ACH-000163,0.0351936686049
ACH-000167,0.0908971410264
ACH-000168,0.0648434489215
ACH-000169,0.013865603522000001
ACH-000178,-0.030243096434900002
ACH-000182,-0.0391247097128
ACH-000183,0.016670160078300002
ACH-000188,0.0966947461799
ACH-000189,0.12352209416200001
ACH-000190,-0.0266669251107
ACH-000198,0.0380988009963
ACH-000204,0.329563740853
ACH-000206,0.136214836142
ACH-000207,0.24428047936299999
ACH-000211,0.13536710836899998
ACH-000215,-0.0759069700217
ACH-000221,0.00841693651443
ACH-000222,0.10458754126
ACH-000223,0.15805821301200002
ACH-000226,-0.148895714974
ACH-000227,-0.22040871558699998
ACH-000228,0.081844762158
ACH-000231,0.0663298739927
ACH-000232,0.0882558084947
ACH-000233,0.0344333236726
ACH-000234,0.011253725989399999
ACH-000235,0.0545953111249
ACH-000237,0.12278952269200001
ACH-000238,0.0691407074698
ACH-000243,0.08917804021
ACH-000244,-0.131437456981
ACH-000246,-0.120029330173
ACH-000248,0.17830557741300002
ACH-000250,0.11267850479599999
ACH-000251,-0.101872517203
ACH-000253,0.0414192213113
ACH-000255,-0.031879677177
ACH-000256,0.11409741760299999
ACH-000257,0.469070568586
ACH-000258,0.0308362363754
ACH-000259,0.157560211523
ACH-000260,-0.015959371740000002
ACH-000261,-0.09993671492100001
ACH-000262,0.314481356298
ACH-000263,0.11731498620200001
ACH-000264,0.0855824103895
ACH-000265,-0.12473891504000001
ACH-000266,0.203782199305
ACH-000272,0.00902872004194
ACH-000273,0.164698239424
ACH-000274,-0.022110230975799998
ACH-000277,0.009458125287139999
ACH-000278,-0.0794468434048
ACH-000279,0.053181098133300006
ACH-000280,0.0037344889186599994
ACH-000281,0.172249540127
ACH-000288,0.011989815523999999
ACH-000291,0.12838944384099998
ACH-000293,0.032850324716500005
ACH-000294,0.132529990205
ACH-000295,0.159928865332
ACH-000296,0.16177467706700002
ACH-000302,0.101168067982
ACH-000304,-0.0649323282781
ACH-000307,-0.024582106315799997
ACH-000308,-0.0166455964534
ACH-000310,0.0263983878805
ACH-000311,0.311363032429
ACH-000312,0.169981856585
ACH-000315,0.149208036797
ACH-000316,0.12143808952299999
ACH-000317,0.349155833522
ACH-000318,-0.06542029886009999
ACH-000319,0.19050004086199998
ACH-000320,0.316799109372
ACH-000322,-0.0265315282559
ACH-000323,0.197511675171
ACH-000324,-0.0473380832793
ACH-000329,0.218674047553
ACH-000330,0.0763646193088
ACH-000331,0.0247528300552
ACH-000332,0.0905820697133
ACH-000334,0.133838661976
ACH-000335,0.129594479892
ACH-000336,0.173320167857
ACH-000337,0.054108104229
ACH-000339,0.156638417827
ACH-000341,0.41363991605899997
ACH-000348,-0.0700194439198
ACH-000350,-0.137605426773
ACH-000352,0.00280188302331
ACH-000356,0.0996299446053
ACH-000361,0.0889115714555
ACH-000362,0.00679764558917
ACH-000363,-0.0819347486665
ACH-000364,0.09190014296869999
ACH-000365,0.0865219651144
ACH-000366,-0.028019298706400003
ACH-000368,0.0226696902447
ACH-000374,-0.0320857965946
ACH-000375,0.0403869578684
ACH-000376,0.116054866367
ACH-000381,0.07657380856399999
ACH-000383,-0.023035676110700003
ACH-000387,0.11836897064200001
ACH-000389,0.123923518983
ACH-000390,0.146051508551
ACH-000393,-0.0547892883491
ACH-000395,0.259980919309
ACH-000397,0.0168846124612
ACH-000401,-0.0768730266166
ACH-000402,0.164334932012
ACH-000403,-0.0302593638466
ACH-000404,0.38147603574600003
ACH-000406,0.0471307822456
ACH-000407,0.08857764048419998
ACH-000408,0.175102973325
ACH-000410,0.0394303389455
ACH-000411,0.10600756566700001
ACH-000414,0.152564502159
ACH-000415,0.07103815871560001
ACH-000416,0.179240193119
ACH-000420,0.00677154721701
ACH-000421,0.11297046898700001
ACH-000424,0.0913038393874
ACH-000425,0.11193700590700001
ACH-000426,0.08730588307289999
ACH-000427,0.324208033989
ACH-000433,0.108040921549
ACH-000436,0.145567121435
ACH-000444,0.044703006973900006
