,OTP (23440)
ACH-000004,-0.13284666379899998
ACH-000007,-0.140114234246
ACH-000009,-0.0703378419391
ACH-000011,-0.232041608181
ACH-000012,-0.051245636318499994
ACH-000013,-0.22801964371199998
ACH-000014,-0.205057477
ACH-000015,-0.303138129487
ACH-000017,-0.128662527303
ACH-000018,-0.175998611396
ACH-000019,0.107731219047
ACH-000021,-0.172111401165
ACH-000022,-0.213717633985
ACH-000025,-0.312805843907
ACH-000028,0.049315276050399995
ACH-000030,-0.22411244661600002
ACH-000035,0.066996706
ACH-000036,-0.10976078807
ACH-000037,-0.20525121697700002
ACH-000039,-0.242473711246
ACH-000040,-0.15731452291
ACH-000041,-0.240762403294
ACH-000042,-0.182017245143
ACH-000045,0.048656667420100004
ACH-000047,-0.0546645283514
ACH-000052,0.0
ACH-000053,-0.0806208351619
ACH-000054,-0.09250781101439999
ACH-000055,-0.09107443943089999
ACH-000060,-0.221555258226
ACH-000067,-0.283132607516
ACH-000070,-0.19859655755999997
ACH-000075,-0.7409537051940001
ACH-000078,0.131424461645
ACH-000082,-0.11480478272500001
ACH-000085,-0.39184049641
ACH-000086,-0.09692735145289999
ACH-000087,-0.105899333573
ACH-000092,-0.321245753759
ACH-000095,-0.13784718669399998
ACH-000097,-0.029383993666400002
ACH-000098,-0.329157778367
ACH-000099,0.023222647420999998
ACH-000108,-0.18753359774999998
ACH-000113,-0.230340275753
ACH-000115,-0.24732465043699997
ACH-000116,-0.060287353273099996
ACH-000118,-0.10589105747300001
ACH-000120,-0.193271661314
ACH-000123,-0.189688043982
ACH-000127,-0.13036835669500002
ACH-000128,-0.287843141792
ACH-000132,-0.23550035177200002
ACH-000133,-0.148409305059
ACH-000137,-0.107384130196
ACH-000138,0.0145559313561
ACH-000142,-0.25762999653700003
ACH-000143,-0.258744530599
ACH-000146,-0.188713077068
ACH-000148,-0.05282793918880001
ACH-000150,0.09540428468800001
ACH-000152,-0.278937592375
ACH-000153,-0.218678915135
ACH-000159,-0.160670756634
ACH-000160,0.030577906639400004
ACH-000163,-0.0764160169541
ACH-000167,0.0023526056141999997
ACH-000168,-0.137687622276
ACH-000169,-0.0891393240983
ACH-000178,-0.0370655154929
ACH-000182,-0.126622043247
ACH-000183,-0.34934311630599996
ACH-000188,-0.0402076823256
ACH-000189,-0.379658831064
ACH-000190,0.024612337130299998
ACH-000198,-0.111959616959
ACH-000204,-0.24803656998399998
ACH-000206,-0.0544266705833
ACH-000207,-0.314430153723
ACH-000211,-0.175596366034
ACH-000215,-0.120000409319
ACH-000221,-0.0507502817892
ACH-000222,0.21479491105700002
ACH-000223,-0.0286394094705
ACH-000226,-0.294137488352
ACH-000227,-0.255343225216
ACH-000228,-0.212751662137
ACH-000231,-0.10930963082499999
ACH-000232,-0.227850541514
ACH-000233,-0.08912097212610001
ACH-000234,-0.175661577631
ACH-000235,-0.165807487026
ACH-000237,-0.26230133563200003
ACH-000238,-0.135831631372
ACH-000243,-0.06260271597559999
ACH-000244,-0.186080548025
ACH-000246,0.0207290367383
ACH-000248,-0.13672215094
ACH-000250,-0.120846026713
ACH-000251,0.039678599271
ACH-000253,-0.149207438562
ACH-000255,-0.20327004552
ACH-000256,-0.303190085831
ACH-000257,-0.36566881475999996
ACH-000258,-0.147904350607
ACH-000259,-0.0303762996732
ACH-000260,-0.072784553854
ACH-000261,-0.0788627756112
ACH-000262,-0.170448585882
ACH-000263,0.0867092242085
ACH-000264,-0.356849190837
ACH-000265,-0.199438040352
ACH-000266,-0.0898767809956
ACH-000272,-0.0601507422744
ACH-000273,0.0478626786218
ACH-000274,-0.217930354605
ACH-000277,-0.421888908838
ACH-000278,-0.115693045554
ACH-000279,-0.220673745011
ACH-000280,-0.267017354159
ACH-000281,-0.28115272626800003
ACH-000288,-0.08334806336789999
ACH-000291,-0.201051841221
ACH-000293,-0.0722902996022
ACH-000294,-0.077141877589
ACH-000295,-0.326717771476
ACH-000296,-0.0670880986562
ACH-000302,-0.204481873823
ACH-000304,0.414377991532
ACH-000307,-0.27013327810800003
ACH-000308,0.0360665956051
ACH-000310,-0.539820347397
ACH-000311,-0.129463839916
ACH-000312,-0.156992024992
ACH-000315,-0.135857561516
ACH-000316,-0.322216406576
ACH-000317,-0.036697094033699994
