,APOF (319)
ACH-000004,-0.21821757185199997
ACH-000007,0.0345974481734
ACH-000009,-0.111617555671
ACH-000011,-0.254882984927
ACH-000012,-0.0718425199207
ACH-000013,-0.08932456844039999
ACH-000014,-0.20387354590999998
ACH-000015,-0.26731269568599997
ACH-000017,-0.0302421082693
ACH-000018,-0.176368358519
ACH-000019,-0.138335980848
ACH-000021,-0.027462487519
ACH-000022,-0.171535734363
ACH-000025,-0.22352929926399998
ACH-000028,-0.168713705455
ACH-000030,-0.0428058419286
ACH-000035,-0.131835918128
ACH-000036,-0.13757764614700002
ACH-000037,-0.327049286676
ACH-000039,-0.136471012912
ACH-000040,-0.48676107815700004
ACH-000041,-0.393608347168
ACH-000042,-0.188704742678
ACH-000045,-0.06543520083019999
ACH-000047,-0.14549541622
ACH-000052,-0.20855812254099998
ACH-000053,-0.08678240731550001
ACH-000054,0.08142161871039999
ACH-000055,-0.13076267836799998
ACH-000060,-0.124559103008
ACH-000067,-0.15154796930199999
ACH-000070,-0.259918125778
ACH-000075,-0.30364925870799997
ACH-000078,-0.024428087258799996
ACH-000082,-0.249125538629
ACH-000085,-0.104485023436
ACH-000086,-0.199666673211
ACH-000087,-0.0613243000402
ACH-000092,-0.20468690945
ACH-000095,-0.24663294016800003
ACH-000097,-0.07652593404069999
ACH-000098,-0.142193960815
ACH-000099,0.049069360529399995
ACH-000108,-0.0493583390684
ACH-000113,-0.19943525502599999
ACH-000115,-0.343570910091
ACH-000116,-0.0605562008369
ACH-000118,-0.252759132335
ACH-000120,-0.0758799390527
ACH-000123,-0.121597047048
ACH-000127,-0.006522699833149999
ACH-000128,-0.08934604893039999
ACH-000132,-0.13391802522399998
ACH-000133,-0.30651934216
ACH-000137,-0.22960985174600002
ACH-000138,-0.241042809855
ACH-000142,-0.0703589609375
ACH-000143,-0.034572406310800004
ACH-000146,-0.09827592059569999
ACH-000148,-0.222427919479
ACH-000150,-0.272984739971
ACH-000152,-0.306433449632
ACH-000153,-0.0679744217986
