,MOG (4340)
ACH-000260,-0.6827471613699999
ACH-000261,-0.650342158564
ACH-000262,0.0760661530354
ACH-000263,-1.0865307775700002
ACH-000264,-0.597140420766
ACH-000265,-0.659618830903
ACH-000266,-0.5558063130950001
ACH-000272,-0.646549221743
ACH-000273,-0.663732383349
ACH-000274,-0.738642270952
ACH-000277,-0.604491990102
ACH-000278,-0.538236983512
ACH-000279,-0.698704971443
ACH-000280,-0.745532706557
ACH-000281,-0.537653816619
ACH-000288,-0.5207711989180001
ACH-000291,-0.508500753943
ACH-000293,-0.6138064751169999
ACH-000294,-0.264155148196
ACH-000295,-0.619631023128
ACH-000296,-0.676199611637
ACH-000302,-0.538335888246
ACH-000304,-0.6006531266749999
ACH-000307,-0.559500893305
ACH-000308,-0.534012916173
ACH-000310,-0.692113725714
ACH-000311,-0.554606802189
ACH-000312,-0.539233158794
ACH-000315,-0.612258692494
ACH-000316,-0.570972051179
ACH-000317,-0.8157007456190001
ACH-000318,-0.67943835107
ACH-000319,-0.37388546528800004
ACH-000320,-0.541429497764
ACH-000322,-0.504223149543
ACH-000323,-0.422898689574
ACH-000324,-0.627653227196
ACH-000329,-0.625502963478
ACH-000330,-0.401300244461
ACH-000331,-0.7865259448630001
ACH-000332,-0.585829085458
ACH-000334,-0.949948147311
ACH-000335,-0.8114776091850001
ACH-000336,-0.314835813832
ACH-000337,-0.949471463269
ACH-000339,-0.620993074514
ACH-000341,-0.531320420251
ACH-000348,-0.6992316217319999
ACH-000350,-0.664094784212
ACH-000352,-0.651095860385
ACH-000356,-0.479688072197
ACH-000361,-0.7269704879530001
ACH-000362,-0.611896534413
ACH-000363,-0.676843679849
ACH-000364,-0.362274622499
ACH-000365,-0.45134652251999996
ACH-000366,-0.605807749093
ACH-000368,-0.504897546754
ACH-000374,-1.08252351065
ACH-000375,-0.633677295005
ACH-000376,-0.831695239339
ACH-000381,-0.797565322492
ACH-000383,-0.753830040329
ACH-000387,-0.509372585048
ACH-000389,-0.5094077863
ACH-000390,-0.5361331663319999
ACH-000393,-0.919815953987
ACH-000395,-0.48538219761600004
ACH-000397,-0.62307320166
ACH-000401,-0.333055054257
ACH-000402,-0.530899128627
ACH-000403,-0.767094744672
ACH-000404,-0.370459908209
ACH-000406,-0.63957724516
ACH-000407,-0.678870504368
ACH-000408,-0.492567585391
ACH-000410,-0.554411919147
ACH-000411,-0.45894994012100004
ACH-000414,-0.854408644974
ACH-000415,-0.9385034603679999
ACH-000416,-0.49050967571000004
ACH-000420,-0.47260747643600004
ACH-000421,-0.827684054478
ACH-000424,-0.5635091172919999
ACH-000425,-0.640422111537
ACH-000426,-0.994081178808
ACH-000427,-0.581173715841
ACH-000433,-0.448821233599
ACH-000436,-0.488971524839
ACH-000444,-0.832879191854
ACH-000445,-0.43180247250299997
ACH-000448,-0.6418172337870001
ACH-000450,-0.561243612167
ACH-000452,-0.628628190516
ACH-000454,-1.01609304674
ACH-000458,-0.446233395469
ACH-000459,-0.594498017569
ACH-000460,-0.69466266088
ACH-000461,-0.570191851132
ACH-000463,-0.596831272263
ACH-000464,-0.785699146495
ACH-000466,-0.508692051584
ACH-000467,-0.606528401577
ACH-000468,-0.665804735045
ACH-000469,-1.00759165437
ACH-000470,-0.7695091068000001
ACH-000471,-0.7045693593629999
ACH-000472,-0.631719943034
ACH-000473,-0.619597247274
ACH-000475,-1.0455558805
ACH-000476,-0.776166984317
ACH-000477,-0.920260333473
ACH-000480,-0.482062240021
ACH-000481,-0.629653956807
ACH-000483,-0.5973480296
ACH-000484,-0.5170263355899999
ACH-000485,-0.7676305224339999
ACH-000486,-0.684050083766
ACH-000487,-0.658362852757
ACH-000488,-0.703024418008
ACH-000490,-0.661888979424
ACH-000491,-1.00483711066
ACH-000495,-0.365799326514
ACH-000496,-0.546374854164
ACH-000499,-0.334311210097
ACH-000500,-1.5486000641600002
ACH-000502,-0.57881279446
ACH-000503,-0.47417126048600006
ACH-000505,-0.7541145954009999
ACH-000507,-0.48935413577799997
ACH-000510,-0.529265219026
ACH-000511,-0.5192246200399999
ACH-000512,-0.383730800952
ACH-000516,-0.847735704056
ACH-000517,-0.665035667994
ACH-000518,-0.47847900185599995
ACH-000520,-0.956737599466
ACH-000521,-0.337804497804
ACH-000522,-0.679343915253
ACH-000524,-0.694886867966
ACH-000527,-0.6035202182289999
ACH-000528,-0.33481819846
ACH-000537,-0.416994921612
ACH-000541,-0.414846618724
ACH-000542,-0.594110370422
ACH-000544,-0.7028897986220001
ACH-000545,-0.608766009577
ACH-000547,-0.48156330297399996
ACH-000548,-0.432305060669
ACH-000549,-0.37167668090800005
ACH-000550,-0.743654115764
ACH-000552,-0.44207007287699995
ACH-000556,-0.715180928741
ACH-000557,-0.893064933394
ACH-000570,-0.48946901905400003
ACH-000571,-0.588600006132
ACH-000573,-0.7062265709829999
ACH-000576,-0.5762151133110001
ACH-000580,-0.0911398724555
ACH-000584,-0.649670599107
ACH-000585,-1.0533410011
ACH-000588,-0.662065297269
ACH-000589,-0.787741660707
ACH-000591,-0.357071361232
ACH-000593,-0.569659341022
ACH-000600,-0.905944114874
ACH-000601,-0.43436289227700003
ACH-000604,-0.623904971049
ACH-000605,-0.697174117521
ACH-000606,-1.00943421331
ACH-000608,-1.20880673055
ACH-000614,-0.47909564556999995
ACH-000616,-0.41997563234499996
ACH-000618,-0.614784140374
ACH-000619,-0.483053728839
ACH-000620,-0.615179234355
ACH-000621,-0.6410428703059999
ACH-000622,-0.43863414458000005
ACH-000623,-0.7621755684460001
ACH-000624,-0.608599119621
ACH-000627,-0.468153727473
ACH-000630,-0.596085413754
ACH-000632,-0.5801681066300001
ACH-000633,-0.487132563142
ACH-000637,-0.474138979066
ACH-000638,-0.5534858033810001
ACH-000646,-0.63780321574
ACH-000647,-0.602041847715
ACH-000648,-0.502137523883
ACH-000649,-0.540881730864
ACH-000651,-0.618494923982
ACH-000652,-0.72016041398
ACH-000653,-0.643073347635
ACH-000657,-0.685273525512
ACH-000658,-0.619487795912
ACH-000661,-0.824686967652
ACH-000662,-0.734812259855
ACH-000663,-0.760600715905
ACH-000665,-0.704387042026
ACH-000671,-0.5891149547060001
ACH-000673,-0.674805657819
ACH-000676,-0.46983198679899996
ACH-000677,-0.743593222906
ACH-000681,-0.516297373128
ACH-000682,-1.04385622536
ACH-000683,-0.723372094968
ACH-000684,-0.29772744454100003
ACH-000688,-0.8627406433589999
ACH-000693,-0.553688068143
ACH-000694,-0.45678266778399995
ACH-000695,-0.7613215007330001
ACH-000696,-0.703109207485
ACH-000697,-0.284193422522
ACH-000699,-0.644009218741
ACH-000701,-0.689558319567
ACH-000706,-0.6970434012379999
ACH-000711,-0.574664834881
ACH-000713,-0.41025549036700004
ACH-000714,-0.6957975997560001
ACH-000718,-0.897858862602
ACH-000720,-0.6245048186550001
ACH-000721,-0.735537883378
ACH-000724,-0.661055450814
ACH-000725,-0.787782117508
ACH-000732,-0.073149761715
ACH-000734,-0.5060256802449999
ACH-000735,-0.617119859298
ACH-000736,-1.03789453175
ACH-000738,-0.7102163444320001
ACH-000746,-0.625381754678
ACH-000747,-0.978250641569
ACH-000748,-0.656822564223
ACH-000753,-0.5488090477800001
ACH-000756,-0.589873272481
ACH-000757,-0.45679940973600003
ACH-000758,-0.844771049362
ACH-000760,-0.464523802425
ACH-000763,-0.701931986709
ACH-000764,-0.6766338556679999
ACH-000765,-0.515125224217
ACH-000766,-0.553186976268
ACH-000767,-0.7374061602509999
ACH-000768,-0.575729493577
ACH-000769,-0.564394358506
ACH-000770,-0.6648362817819999
ACH-000771,-0.556856658339
ACH-000773,-0.6625644139
ACH-000776,-0.576838657052
ACH-000777,-0.6825715359669999
ACH-000778,-1.1435151893100002
ACH-000781,-0.7637669903509999
ACH-000782,-0.6541298693959999
ACH-000783,-0.843675366936
ACH-000784,-0.662801934872
ACH-000785,-1.23764649815
ACH-000787,-0.801381024813
ACH-000788,-0.697369377604
ACH-000791,-0.770264848018
ACH-000792,-0.756470389428
ACH-000794,-0.553812752493
ACH-000796,-0.5826951037610001
ACH-000799,-0.48001959853799997
ACH-000800,-1.01554648293
ACH-000802,-0.624677757804
ACH-000804,-0.790154207377
ACH-000805,-0.822646181697
ACH-000809,-0.513302314487
ACH-000810,-0.294417748015
ACH-000811,-1.00589456886
ACH-000817,-0.5240344600419999
ACH-000819,-0.46164987939999996
ACH-000820,-0.125147109441
ACH-000821,-0.885291809066
ACH-000822,-0.7903391946070001
ACH-000823,-0.6281974240820001
ACH-000824,-1.310502354
ACH-000827,-0.426379093012
ACH-000829,-0.55732826131
ACH-000831,-0.6380468504060001
ACH-000832,-0.67054737538
ACH-000833,-0.7156992632520001
ACH-000834,-0.5247068900990001
ACH-000835,-0.768270043064
ACH-000836,-0.54473904247
ACH-000837,-0.748102306448
ACH-000838,-0.728970790658
ACH-000839,-0.312499869236
ACH-000840,-0.8122312580969999
ACH-000841,-0.926506096983
ACH-000843,-0.977974538051
ACH-000846,-0.637188960722
ACH-000847,-0.6995686646770001
ACH-000848,-0.569905693334
ACH-000849,-0.613079321645
ACH-000851,-0.7517650222519999
ACH-000855,-0.995492322714
ACH-000856,-0.828633466609
ACH-000858,-0.686845093608
ACH-000859,-0.726628443275
ACH-000861,-0.729931264136
ACH-000862,-0.646187676256
ACH-000865,-0.494948832613
ACH-000866,-0.631436593702
ACH-000867,-0.970649289322
ACH-000869,-0.723198916365
ACH-000872,-0.611610804722
ACH-000873,-0.506578796312
ACH-000876,-0.831131864068
ACH-000878,-0.39909381225100005
ACH-000880,-0.8368135549869999
ACH-000881,-0.562368196847
ACH-000882,-0.761914250792
ACH-000884,-0.484390877209
ACH-000885,-0.208565338252
ACH-000887,-0.441322523769
ACH-000888,-0.492739497341
ACH-000889,-0.713275963747
ACH-000890,-0.7026852689480001
ACH-000896,-0.709876467504
ACH-000898,-0.6085612494579999
ACH-000900,-0.761087946205
ACH-000901,-0.527833046013
ACH-000905,-0.651716447588
ACH-000906,-0.562987194712
ACH-000907,-0.576116495807
ACH-000910,-0.737591178555
ACH-000911,-0.8270644159010001
ACH-000912,-0.927008423245
ACH-000913,-0.5263247494609999
ACH-000915,-0.659163130449
ACH-000916,-0.216470108694
ACH-000917,-0.664155268961
ACH-000921,-0.719227083089
ACH-000924,-0.327927994241
ACH-000926,-0.42444229223800006
ACH-000928,-0.690892272751
ACH-000929,-1.06694848224
ACH-000932,-0.496306551877
ACH-000935,-0.598145285727
ACH-000936,-0.760060430682
ACH-000937,-0.7314739430699999
ACH-000938,-0.711713744838
ACH-000939,-0.7114417162700001
ACH-000941,-1.05952510142
ACH-000943,-0.667571133661
ACH-000946,-0.614360846778
ACH-000947,-0.7669880006540001
ACH-000948,-0.674260589214
ACH-000950,-0.44600071937799995
ACH-000953,-0.70418454206
ACH-000957,-0.568902682035
ACH-000958,-0.46956985939900003
ACH-000960,-0.753313827877
ACH-000963,-0.980600375517
ACH-000968,-0.515242064228
ACH-000969,-0.288128456701
ACH-000973,-0.452314412811
ACH-000974,-1.01400166862
ACH-000975,-0.487611383824
ACH-000976,-1.02024968027
ACH-000978,-0.45798559576700004
ACH-000980,-1.0618262325399999
ACH-000984,-0.529788712426
ACH-000986,-0.894362243265
ACH-000988,-0.48002644010799994
ACH-000993,-0.752868372314
ACH-000994,-0.674757539674
ACH-000996,-0.89493240832
ACH-001001,-0.40567858183399996
ACH-001020,-0.897349323813
ACH-001028,-0.660446916941
ACH-001031,-0.8384948646610001
ACH-001038,-0.614753237662
ACH-001048,-0.601788140465
ACH-001050,-0.5086190951899999
ACH-001053,-0.473067292232
ACH-001054,-0.581260759748
ACH-001061,-0.516147119705
ACH-001067,-0.34088131473300004
ACH-001075,-0.255674730682
ACH-001096,-0.688383150701
ACH-001128,-0.677895860534
ACH-001134,-0.642635941761
ACH-001151,-0.47816460226
ACH-001163,-0.5200918487699999
ACH-001164,-0.875113850961
ACH-001173,-0.547333618099
ACH-001183,-0.803990182471
ACH-001184,-0.596758782871
ACH-001190,-0.568363736726
ACH-001192,-0.7512922186480001
ACH-001193,-0.0599423128066
ACH-001196,-0.691511035319
ACH-001197,-0.540775906497
ACH-001205,-0.436229922739
ACH-001211,-0.578561380086
ACH-001212,-0.7050900948759999
ACH-001228,-0.382354523822
ACH-001232,-0.55700255429
ACH-001239,-0.580246953484
ACH-001274,-0.7318584584119999
ACH-001275,-0.616013038836
ACH-001277,-0.710792286875
ACH-001278,-0.80118769576
ACH-001280,-0.983235017724
ACH-001283,-1.0686483536
ACH-001289,-0.716069101243
ACH-001295,-0.565761189289
ACH-001300,-0.66204288709
ACH-001301,-0.569154738925
ACH-001302,-0.616168307384
ACH-001303,-0.697914744746
ACH-001306,-0.622608847871
ACH-001318,-0.834014608031
ACH-001322,-0.673389120832
ACH-001328,-0.537249692037
ACH-001332,-0.449479539212
ACH-001333,-0.651539620389
ACH-001336,-0.494380218497
ACH-001340,-0.645346980195
ACH-001346,-0.698537079568
ACH-001353,-0.584831057983
ACH-001354,-0.40029136422600003
ACH-001367,-0.526882976594
ACH-001368,-0.543822925674
ACH-001374,-0.7240274705069999
ACH-001375,-0.8455751374680001
ACH-001377,-0.687976283302
ACH-001380,-0.49918955399400006
ACH-001391,-0.569439351351
ACH-001407,-0.605758682715
ACH-001408,-0.673013746682
ACH-001413,-0.560585524561
ACH-001430,-0.963918164245
ACH-001431,-0.757796244753
ACH-001450,-0.46209332794
ACH-001496,-0.9465296840369999
ACH-001500,-0.882677928627
ACH-001521,-0.520649834029
ACH-001523,-0.742880143927
ACH-001532,-0.565152770676
ACH-001536,-0.527253996469
ACH-001550,-0.5710102556409999
ACH-001552,-0.9964950139669999
ACH-001554,-0.638296456505
ACH-001645,-0.805723294603
ACH-001654,-0.701679095943
ACH-001715,-0.422670128179
ACH-001735,-0.505481151547
ACH-001736,-0.7760959887860001
ACH-001737,-1.28029663443
ACH-001740,-0.42303840978699997
ACH-001745,-0.508009178927
ACH-001750,-0.767068989243
ACH-001765,-0.764212374886
ACH-001956,-0.5280472423920001
ACH-001957,-0.5365740827709999
