,TCF7L1 (83439)
ACH-000004,-0.348365992302
ACH-000007,0.031314244745200004
ACH-000009,0.0114345258962
ACH-000011,-0.19153379515299998
ACH-000012,-0.025557678585099997
ACH-000013,-0.060186525406599994
ACH-000014,-0.0679584134327
ACH-000015,-0.0899848400678
ACH-000017,-0.0391323634427
ACH-000018,0.10717048942299999
ACH-000019,-0.262433868799
ACH-000021,-0.122030618456
ACH-000022,-0.226923590999
ACH-000025,-0.0075718068865999995
ACH-000028,-0.169186831171
ACH-000030,-0.142943248636
ACH-000035,-0.15623983523
ACH-000036,-0.10319166963300001
ACH-000037,-0.183959503191
ACH-000039,-0.014601955331899999
ACH-000040,-0.207085781242
ACH-000041,0.061288308598199996
ACH-000042,-0.0603317379964
ACH-000045,-0.0936650156285
ACH-000047,0.0110780290066
ACH-000052,-0.08878201534800001
ACH-000053,-0.09062864066330001
ACH-000054,-0.101323702311
ACH-000055,0.13113059595499998
ACH-000060,-0.117801144286
ACH-000067,-0.021262350428299995
ACH-000070,-0.00724050051827
ACH-000075,-0.0656248214375
ACH-000078,0.07743145205239998
ACH-000082,-0.0779049172329
ACH-000085,-0.161590150864
ACH-000086,-0.0396509932739
ACH-000087,-0.269943877457
ACH-000092,-0.245743127625
ACH-000095,-0.09707111388119999
ACH-000097,-0.042518518686600004
ACH-000098,0.119076821084
ACH-000099,-0.0447551627438
ACH-000108,0.0310911687456
ACH-000113,-0.0937083286063
ACH-000115,-0.263789349487
ACH-000116,-0.0766709310922
ACH-000118,-0.172184863793
ACH-000120,-0.198091632434
ACH-000123,-0.125224085527
ACH-000127,-0.07192775631989999
ACH-000128,-0.12413489329800001
ACH-000132,-0.231811803557
ACH-000133,-0.0695384432164
ACH-000137,-0.317151417193
ACH-000138,-0.0773485791663
ACH-000142,-0.0107874234326
ACH-000143,-0.06575644164059999
ACH-000146,-0.060704885519199996
ACH-000148,-0.109331070506
ACH-000150,-0.016050250103
ACH-000152,-0.272503494084
ACH-000153,0.40168123213600004
ACH-000159,-0.18435447222800003
ACH-000160,-0.151231982503
ACH-000163,-0.218276092002
ACH-000167,0.0731563691259
ACH-000168,0.0030601952833499996
ACH-000169,-0.0131318348637
ACH-000178,-0.0832785275534
ACH-000182,-0.10696374209699999
ACH-000183,-0.217344893005
ACH-000188,-0.11284016840399999
ACH-000189,-0.45883450606799997
ACH-000190,-0.30194740841
ACH-000198,-0.151683235423
ACH-000204,-0.07005542152630001
ACH-000206,-0.18401073529
ACH-000207,0.12382720597300001
ACH-000211,-0.140357013575
ACH-000215,-0.06970016354189999
ACH-000221,-0.201657955518
ACH-000222,-0.0634495841567
ACH-000223,-0.104219607722
