,IMP3 (55272)
ACH-000004,-1.24245022081
ACH-000007,-1.2698277759999999
ACH-000009,-1.3437706284
ACH-000011,-0.882348806278
ACH-000012,-1.12822659559
ACH-000013,-1.42727146711
ACH-000014,-1.3443980008
ACH-000015,-1.2793424893799998
ACH-000017,-1.33856145984
ACH-000018,-1.26166640458
ACH-000019,-1.04386132973
ACH-000021,-1.1968249610700001
ACH-000022,-1.48057906372
ACH-000025,-1.15858551375
ACH-000028,-1.03520283597
ACH-000030,-1.15156954093
ACH-000035,-1.15581126423
ACH-000036,-1.12336122495
ACH-000037,-0.501289949513
ACH-000039,-1.33578995911
ACH-000040,-1.09889289199
ACH-000041,-1.62655306811
ACH-000042,-1.2190889322299998
ACH-000045,-1.23625214019
ACH-000047,-1.1152521103
ACH-000052,-1.1461551816700002
ACH-000053,-1.23408021207
ACH-000054,-1.2057766775299998
ACH-000055,-1.31386710381
ACH-000060,-1.06947487853
ACH-000067,-1.2861534624600002
ACH-000070,-1.32708739846
ACH-000075,-1.12194637141
ACH-000078,-1.43013244993
ACH-000082,-1.21760033286
ACH-000085,-1.19814036963
ACH-000086,-1.1158452955
ACH-000087,-1.29662166814
ACH-000092,-0.982965704062
ACH-000095,-1.28947068249
ACH-000097,-1.2585052670299999
ACH-000098,-1.2532924137399999
ACH-000099,-1.18851494467
ACH-000108,-1.27058748966
ACH-000113,-1.42077587442
ACH-000115,-0.7289512270849999
ACH-000116,-1.62785556884
ACH-000118,-0.9961913212710001
ACH-000120,-0.885124977541
ACH-000123,-1.22408423848
ACH-000127,-1.21174897123
ACH-000128,-1.45505043785
ACH-000132,-1.4765926377899998
ACH-000133,-0.997569861513
ACH-000137,-1.39745405089
ACH-000138,-1.18325230879
ACH-000142,-1.2555422572
ACH-000143,-1.21607651661
ACH-000146,-1.74486480102
ACH-000148,-1.55764280317
ACH-000150,-1.0810322327200002
ACH-000152,-1.11981594613
ACH-000153,-1.22236329188
ACH-000159,-1.2988447186799998
ACH-000160,-1.58691353419
ACH-000163,-1.23629380332
ACH-000167,-1.66344197638
ACH-000168,-1.40297917303
ACH-000169,-1.3084491356499999
ACH-000178,-1.25903091968
ACH-000182,-1.0625869239599999
ACH-000183,-1.32621463374
ACH-000188,-0.998517292731
ACH-000189,-1.34121938894
ACH-000190,-1.15084893499
ACH-000198,-1.28500959586
ACH-000204,-1.37812956663
ACH-000206,-1.24899289877
ACH-000207,-1.00104874599
ACH-000211,-1.20579670832
ACH-000215,-1.22828045622
ACH-000221,-1.18010275164
ACH-000222,-1.1778993148399999
ACH-000223,-1.11987575618
ACH-000226,-1.0105406304
ACH-000227,-0.9820753432510001
ACH-000228,-1.2138720425
ACH-000231,-1.11111520877
ACH-000232,-1.25951224805
ACH-000233,-1.4496122696200002
ACH-000234,-1.41747969818
ACH-000235,-1.1677448238600001
ACH-000237,-1.3144348530399999
ACH-000238,-1.4224258211
ACH-000243,-1.26378378545
ACH-000244,-1.06133420111
ACH-000246,-1.27183438463
ACH-000248,-1.04421851631
ACH-000250,-1.26715477559
ACH-000251,-1.264613969
ACH-000253,-1.14373606346
ACH-000255,-1.15371662749
ACH-000256,-1.29060919744
ACH-000257,-1.4267881364
ACH-000258,-1.70234858412
ACH-000259,-1.32645860225
ACH-000260,-1.26003988603
ACH-000261,-1.23973205632
ACH-000262,-1.4277188761200001
ACH-000263,-1.0026250227299998
ACH-000264,-1.00111543393
ACH-000265,-1.26421016971
ACH-000266,-1.2109007291399998
ACH-000272,-1.32255650232
ACH-000273,-0.958973791719
ACH-000274,-1.4794144164899998
ACH-000277,-1.10047945608
ACH-000278,-1.41696375766
ACH-000279,-1.31340345173
ACH-000280,-1.2743571521500001
ACH-000281,-1.05145801881
ACH-000288,-1.1475399844499998
ACH-000291,-1.23008997359
ACH-000293,-1.26773765091
ACH-000294,-1.6690238585100001
ACH-000295,-1.1509325231999998
ACH-000296,-1.26255657232
ACH-000302,-1.3064202008399999
ACH-000304,-1.1321592201700001
ACH-000307,-1.33153129223
ACH-000308,-1.22889375824
ACH-000310,-1.24387650842
